cs,token,25,1,0.2
cs,token,25,2,0.2
cs,pos,25,1,0.45
cs,pos,25,2,0.25
cs,syl,25,1,0.55
cs,syl,25,2,0.5
cs,pos_syl,25,1,0.5
cs,pos_syl,25,2,0.8
cs,token,50,1,0.15
cs,token,50,2,0.2
cs,pos,50,1,0.15
cs,pos,50,2,0.25
cs,syl,50,1,0.9
cs,syl,50,2,0.8
cs,pos_syl,50,1,0.4
cs,pos_syl,50,2,0.65
cs,token,100,1,0.35
cs,token,100,2,0.35
cs,pos,100,1,0.65
cs,pos,100,2,0.45
cs,syl,100,1,0.9
cs,syl,100,2,0.8
cs,pos_syl,100,1,0.75
cs,pos_syl,100,2,0.9
cs,token,200,1,0.45
cs,token,200,2,0.45
cs,pos,200,1,0.5
cs,pos,200,2,0.55
cs,syl,200,1,0.95
cs,syl,200,2,1
cs,pos_syl,200,1,0.9
cs,pos_syl,200,2,0.95
cs,token,300,1,0.65
cs,token,300,2,0.35
cs,pos,300,1,0.7
cs,pos,300,2,0.8
cs,syl,300,1,0.95
cs,syl,300,2,0.95
cs,pos_syl,300,1,0.95
cs,pos_syl,300,2,0.95
cs,token,500,1,0.6
cs,token,500,2,0.75
cs,pos,500,1,0.8
cs,pos,500,2,0.95
cs,syl,500,1,1
cs,syl,500,2,1
cs,pos_syl,500,1,0.95
cs,pos_syl,500,2,1
cs,token,750,1,0.9
cs,token,750,2,0.8
cs,pos,750,1,0.8
cs,pos,750,2,0.9
cs,syl,750,1,1
cs,syl,750,2,1
cs,pos_syl,750,1,1
cs,pos_syl,750,2,1
cs,token,1000,1,1
cs,token,1000,2,0.9
cs,pos,1000,1,0.9
cs,pos,1000,2,1
cs,syl,1000,1,1
cs,syl,1000,2,1
cs,pos_syl,1000,1,1
cs,pos_syl,1000,2,1
cs,token,25,1,0.3
cs,token,25,2,0.25
cs,pos,25,1,0.25
cs,pos,25,2,0.15
cs,syl,25,1,0.85
cs,syl,25,2,0.8
cs,pos_syl,25,1,0.55
cs,pos_syl,25,2,0.45
cs,token,50,1,0.35
cs,token,50,2,0.35
cs,pos,50,1,0.4
cs,pos,50,2,0.3
cs,syl,50,1,0.8
cs,syl,50,2,0.8
cs,pos_syl,50,1,0.75
cs,pos_syl,50,2,0.75
cs,token,100,1,0.55
cs,token,100,2,0.35
cs,pos,100,1,0.45
cs,pos,100,2,0.5
cs,syl,100,1,0.8
cs,syl,100,2,0.95
cs,pos_syl,100,1,0.7
cs,pos_syl,100,2,1
cs,token,200,1,0.6
cs,token,200,2,0.4
cs,pos,200,1,0.7
cs,pos,200,2,0.7
cs,syl,200,1,1
cs,syl,200,2,1
cs,pos_syl,200,1,0.85
cs,pos_syl,200,2,1
cs,token,300,1,0.7
cs,token,300,2,0.55
cs,pos,300,1,0.65
cs,pos,300,2,0.8
cs,syl,300,1,1
cs,syl,300,2,1
cs,pos_syl,300,1,1
cs,pos_syl,300,2,1
cs,token,500,1,0.55
cs,token,500,2,0.6
cs,pos,500,1,0.85
cs,pos,500,2,0.95
cs,syl,500,1,1
cs,syl,500,2,0.95
cs,pos_syl,500,1,1
cs,pos_syl,500,2,1
cs,token,750,1,0.85
cs,token,750,2,0.45
cs,pos,750,1,0.85
cs,pos,750,2,0.95
cs,syl,750,1,1
cs,syl,750,2,1
cs,pos_syl,750,1,1
cs,pos_syl,750,2,1
cs,token,1000,1,1
cs,token,1000,2,0.65
cs,pos,1000,1,0.9
cs,pos,1000,2,1
cs,syl,1000,1,1
cs,syl,1000,2,1
cs,pos_syl,1000,1,1
cs,pos_syl,1000,2,1
cs,token,25,1,0.25
cs,token,25,2,0.25
cs,pos,25,1,0.3
cs,pos,25,2,0.3
cs,syl,25,1,0.5
cs,syl,25,2,0.8
cs,pos_syl,25,1,0.5
cs,pos_syl,25,2,0.65
cs,token,50,1,0.45
cs,token,50,2,0.25
cs,pos,50,1,0.5
cs,pos,50,2,0.3
cs,syl,50,1,0.85
cs,syl,50,2,0.9
cs,pos_syl,50,1,0.75
cs,pos_syl,50,2,0.45
cs,token,100,1,0.6
cs,token,100,2,0.25
cs,pos,100,1,0.3
cs,pos,100,2,0.45
cs,syl,100,1,0.9
cs,syl,100,2,0.85
cs,pos_syl,100,1,0.75
cs,pos_syl,100,2,0.9
cs,token,200,1,0.4
cs,token,200,2,0.3
cs,pos,200,1,0.45
cs,pos,200,2,0.45
cs,syl,200,1,1
cs,syl,200,2,1
cs,pos_syl,200,1,0.85
cs,pos_syl,200,2,1
cs,token,300,1,0.55
cs,token,300,2,0.2
cs,pos,300,1,0.05
cs,pos,300,2,0.55
cs,syl,300,1,1
cs,syl,300,2,0.9
cs,pos_syl,300,1,0.9
cs,pos_syl,300,2,0.95
cs,token,500,1,0.75
cs,token,500,2,0.4
cs,pos,500,1,0.7
cs,pos,500,2,0.9
cs,syl,500,1,1
cs,syl,500,2,1
cs,pos_syl,500,1,1
cs,pos_syl,500,2,1
cs,token,750,1,0.8
cs,token,750,2,0.4
cs,pos,750,1,1
cs,pos,750,2,1
cs,syl,750,1,1
cs,syl,750,2,1
cs,pos_syl,750,1,1
cs,pos_syl,750,2,1
cs,token,1000,1,0.95
cs,token,1000,2,0.5
