cs,token,25,1,0.1125
cs,token,25,2,0
cs,pos,25,1,0.075
cs,pos,25,2,0.1375
cs,syl,25,1,0.1125
cs,syl,25,2,0.3875
cs,pos_syl,25,1,0.2375
cs,pos_syl,25,2,0.3
cs,token,50,1,0.1375
cs,token,50,2,0.05
cs,pos,50,1,0.0375
cs,pos,50,2,0.2125
cs,syl,50,1,0.275
cs,syl,50,2,0.6125
cs,pos_syl,50,1,0.2875
cs,pos_syl,50,2,0.4125
cs,token,100,1,0.2625
cs,token,100,2,0.075
cs,pos,100,1,0.2
cs,pos,100,2,0.2375
cs,syl,100,1,0.3875
cs,syl,100,2,0.725
cs,pos_syl,100,1,0.3375
cs,pos_syl,100,2,0.5125
cs,token,200,1,0.225
cs,token,200,2,0.1125
cs,pos,200,1,0.2875
cs,pos,200,2,0.2375
cs,syl,200,1,0.5
cs,syl,200,2,0.85
cs,pos_syl,200,1,0.6125
cs,pos_syl,200,2,0.625
cs,token,300,1,0.35
cs,token,300,2,0.0875
cs,pos,300,1,0.3
cs,pos,300,2,0.475
cs,syl,300,1,0.55
cs,syl,300,2,0.85
cs,pos_syl,300,1,0.5875
cs,pos_syl,300,2,0.6875
cs,token,500,1,0.3875
cs,token,500,2,0.1875
cs,pos,500,1,0.4875
cs,pos,500,2,0.675
cs,syl,500,1,0.575
cs,syl,500,2,0.95
cs,pos_syl,500,1,0.6375
cs,pos_syl,500,2,0.8625
cs,token,750,1,0.5
cs,token,750,2,0.3
cs,pos,750,1,0.55
cs,pos,750,2,0.7
cs,syl,750,1,0.625
cs,syl,750,2,0.9625
cs,pos_syl,750,1,0.775
cs,pos_syl,750,2,0.9375
cs,token,1000,1,0.575
cs,token,1000,2,0.2875
cs,pos,1000,1,0.7625
cs,pos,1000,2,0.725
cs,syl,1000,1,0.775
cs,syl,1000,2,1
cs,pos_syl,1000,1,0.925
cs,pos_syl,1000,2,0.9625
cs,token,25,1,0.1375
cs,token,25,2,0.0125
cs,pos,25,1,0.1125
cs,pos,25,2,0.2375
cs,syl,25,1,0.2125
cs,syl,25,2,0.45
cs,pos_syl,25,1,0.275
cs,pos_syl,25,2,0.425
cs,token,50,1,0.15
cs,token,50,2,0.0875
cs,pos,50,1,0.0875
cs,pos,50,2,0.225
cs,syl,50,1,0.225
cs,syl,50,2,0.575
cs,pos_syl,50,1,0.1625
cs,pos_syl,50,2,0.3375
cs,token,100,1,0.175
cs,token,100,2,0.125
cs,pos,100,1,0.15
cs,pos,100,2,0.275
cs,syl,100,1,0.3375
cs,syl,100,2,0.6375
cs,pos_syl,100,1,0.3375
cs,pos_syl,100,2,0.5375
cs,token,200,1,0.2875
cs,token,200,2,0.05
cs,pos,200,1,0.3
cs,pos,200,2,0.4125
cs,syl,200,1,0.475
cs,syl,200,2,0.85
cs,pos_syl,200,1,0.4
cs,pos_syl,200,2,0.6
cs,token,300,1,0.3375
cs,token,300,2,0.15
cs,pos,300,1,0.25
cs,pos,300,2,0.375
cs,syl,300,1,0.5625
cs,syl,300,2,0.925
cs,pos_syl,300,1,0.5375
cs,pos_syl,300,2,0.625
cs,token,500,1,0.4375
cs,token,500,2,0.175
cs,pos,500,1,0.5
cs,pos,500,2,0.625
cs,syl,500,1,0.7
cs,syl,500,2,0.9375
cs,pos_syl,500,1,0.7125
cs,pos_syl,500,2,0.775
cs,token,750,1,0.4
cs,token,750,2,0.225
cs,pos,750,1,0.5125
cs,pos,750,2,0.6625
cs,syl,750,1,0.675
cs,syl,750,2,0.9875
cs,pos_syl,750,1,0.7875
cs,pos_syl,750,2,0.875
cs,token,1000,1,0.4875
cs,token,1000,2,0.225
cs,pos,1000,1,0.575
cs,pos,1000,2,0.75
cs,syl,1000,1,0.75
cs,syl,1000,2,0.9625
cs,pos_syl,1000,1,0.8625
cs,pos_syl,1000,2,0.925
cs,token,25,1,0.05
cs,token,25,2,0
cs,pos,25,1,0.075
cs,pos,25,2,0.15
cs,syl,25,1,0.275
cs,syl,25,2,0.45
cs,pos_syl,25,1,0.2
cs,pos_syl,25,2,0.4
cs,token,50,1,0.15
cs,token,50,2,0.0375
cs,pos,50,1,0.1625
cs,pos,50,2,0.25
cs,syl,50,1,0.2125
cs,syl,50,2,0.4
cs,pos_syl,50,1,0.3375
cs,pos_syl,50,2,0.4875
cs,token,100,1,0.2
cs,token,100,2,0.05
cs,pos,100,1,0.2625
cs,pos,100,2,0.2375
cs,syl,100,1,0.2875
cs,syl,100,2,0.6
cs,pos_syl,100,1,0.2875
cs,pos_syl,100,2,0.4375
cs,token,200,1,0.25
cs,token,200,2,0.0875
cs,pos,200,1,0.1875
cs,pos,200,2,0.325
cs,syl,200,1,0.55
cs,syl,200,2,0.875
cs,pos_syl,200,1,0.6375
cs,pos_syl,200,2,0.5875
cs,token,300,1,0.1625
cs,token,300,2,0.1625
cs,pos,300,1,0.4
cs,pos,300,2,0.525
cs,syl,300,1,0.5875
cs,syl,300,2,0.925
cs,pos_syl,300,1,0.5
cs,pos_syl,300,2,0.675
cs,token,500,1,0.3375
cs,token,500,2,0.125
cs,pos,500,1,0.3875
cs,pos,500,2,0.4875
cs,syl,500,1,0.65
cs,syl,500,2,0.9625
