sample_id,class_label,1,2,3,4,5,6,7,8
amphibrach_2_1,amphibrach_2,-1.4174055797957847,0.10231170305315582,1.4541937939694631,1.017003287159348,-0.6964204782050588,-0.9378204091931112,-0.34632678713475346,-0.04714045207910316
amphibrach_2_2,amphibrach_2,-1.728377933368189,-0.24164847382462346,3.026326107652144,-0.2180368111281387,-0.35420939914890526,0.6589394646383695,-0.34632678713475346,-0.04714045207910316
amphibrach_2_3,amphibrach_2,-1.0656842300741545,-0.6991900577480844,1.8396400900386318,1.084090371452254,-0.5196967408845862,-0.9378204091931112,-0.34632678713475346,-0.04714045207910316
amphibrach_2_4,amphibrach_2,-1.6498344394465416,0.7406353324346577,0.4302265677833699,2.0612558034609183,-1.4717374135608419,-0.14001484633270583,-0.34632678713475346,-0.04714045207910316
amphibrach_2_5,amphibrach_2,-1.6970146699267985,0.015464630838746865,1.6878945272422394,1.6423402283522435,-1.302146983180142,-0.9378204091931112,-0.34632678713475346,-0.04714045207910316
amphibrach_2_6,amphibrach_2,-1.433153927587251,-0.585419239829123,1.8188473022509377,1.4928388555556356,-0.046123775604688395,-0.9378204091931112,-0.34632678713475346,-0.04714045207910316
amphibrach_2_7,amphibrach_2,-0.897922113037271,-0.47439482289214524,1.2151223647777285,0.883129962945984,0.24315844743862938,-0.15077304767716834,-0.34632678713475346,-0.04714045207910316
amphibrach_2_8,amphibrach_2,-1.1671712262494915,-0.04504445109140911,1.6534699496110865,0.3588459170112556,-0.5402734760993168,-0.14965428810145276,-0.34632678713475346,-0.04714045207910316
amphibrach_2_9,amphibrach_2,-1.9027805339218231,-0.08819155212683485,2.798405901936062,0.7337383620237445,-1.462835939028249,-0.9378204091931112,-0.34632678713475346,-0.04714045207910316
amphibrach_2_10,amphibrach_2,-0.9454494872311933,-0.531075021324929,1.2789371955049675,1.405927732350777,-1.0172116412014294,0.6340431377607704,-0.34632678713475346,-0.04714045207910316
amphibrach_3_1,amphibrach_3,-1.8349063773956875,0.44916497970516234,1.2435713329870708,1.6593765133459029,-0.938922989231817,-0.9378204091931112,-0.34632678713475346,-0.04714045207910316
amphibrach_3_2,amphibrach_3,-0.8181402025735349,-0.2196294598061679,1.1519746668455575,1.0042725213224548,-1.411263470090512,-0.402613009397762,-0.34632678713475346,-0.04714045207910316
amphibrach_3_3,amphibrach_3,-1.234919316654698,0.34341439742269025,1.1498402500047875,0.7926579369733736,-1.1831384390878579,-0.3971330701507107,-0.34632678713475346,-0.04714045207910316
amphibrach_3_4,amphibrach_3,-0.9655277880340721,1.4258304711890368,-0.28562775834843696,0.34608563022397704,-1.1026126837689456,-0.40696845496814066,-0.34632678713475346,-0.04714045207910316
amphibrach_3_5,amphibrach_3,-0.7858653917347191,-0.5026324075155955,1.6128231152318429,0.7791611290874175,-1.3012141009981502,-0.9378204091931112,-0.34632678713475346,-0.04714045207910316
amphibrach_3_6,amphibrach_3,-1.2690023507447163,0.5641393354197398,1.115070985118504,0.5705794059725532,-1.302457643317113,-0.40183697160202203,-0.34632678713475346,-0.04714045207910316
