sample_id,class_label,S2,S3,CONJ1,V2,SPRO1,V3,PR1,S1,PRNA,A3,PART1,A2,ADV2,V4,SPRO2,APRO2,A4,S4,APRO1,V1,ADVPRO1,ADV3,CONJ2,ADV1,A5,APRO3,PART2,ADVPRO2,PARTNA,V5,S5,PR2,ADV4,A1,INTJ1,SPRO3,NUM1,ADVPRO3,ANUM2,INTJ2,NUM2,APRO4,NA,A6,NUM3,ANUM3,CONJ3,SNA,PART3,PR3,S6,ADV5,1,V6,CONJNA,INTJ3,ADVPRO4,PART4,ANUM4,NUM4,PR4,INTJ5,SPRO4,A7,ANUM5,INTJNA,S7,NUM5,ADV6,2,INTJ7,SPRONA,3,V7,VNA,ADV7,APRO5,4,ANA,COM2,COM3,CONJ4,INTJ4,A8,ADVNA,ADVPRO5,ANUM6,ANUM7,APRO6,COM1
amphibrach_2_1,amphibrach_2,0.9899027719361446,1.3255215198070187,0.49185028767155603,-0.2805227036950646,-2.1643582217299895,0.7438524870398111,-0.3350029353028292,-1.7484941215302414,0.6156700845889244,1.520507841663362,0.23035217601907604,-0.1270921701547308,-0.1517737493536635,-1.5103387255396974,-0.10572688642654647,-1.9907798970367243,2.3275475945661315,1.7022067960712044,-0.5070207033243294,-0.35396848660794067,-0.20964310991612975,-0.6681216460778697,-1.579360435834727,-0.9743787054796279,-0.11615263340508473,-0.3471365806311903,-1.1548121815534311,0.7372607060866364,-0.1094266570502645,-0.056316992294387073,-1.440744450160571,0.8715564084559395,-0.2789563224395197,-0.7290005895772843,1.3656142714584478,-0.13170115169050703,-0.7873786536740928,-0.6845500735876248,-0.09309398020461834,0.8377929114073076,-1.1503202410364077,-0.8598061509528703,1.3331851069557321,-0.689862944583269,-0.8035326518852935,1.029530172032473,-0.7628683535038967,-0.6733663494502095,-0.7843415721506963,1.1999124462565516,-0.6619320592176209,-0.73605519601971,-0.4378114195588847,-0.5512604781950954,-0.5968823874342548,-0.46902581895483464,-0.40663857573074813,-0.29577360861217017,-0.2863499113675315,-0.28085701365065846,-0.23681453107527708,-0.20413024565090818,-0.23663688865484991,-0.22175474721492805,-0.1933898428687843,-0.17706938419288837,-0.16803292973146208,-0.145829250817702,-0.1300467964558558,-0.12305896757796221,-0.12555450965721898,-0.0903061422632469,-0.10279231025816934,-0.10480086441641752,-0.09423985037139294,-0.08032789274942054,-0.07877789720021841,-0.06673574418795021,-0.0658695033297059,-0.0667408535358469,-0.06615492418837986,-0.06629218935517096,-0.06616748510971558,-0.04714045207910317,-0.04714045207910317,-0.047140452079103175,-0.04714045207910317,-0.047140452079103175,-0.047140452079103175,-0.04714045207910317
amphibrach_2_2,amphibrach_2,1.2166509297087853,3.6761338029286117,0.4055134028314081,-0.14644007632353254,-2.4601623318960764,0.13407969997605274,-0.696646611472605,-2.025960960660336,0.47288658301871284,2.304000322221855,-0.7184852140481123,-1.5465666940654597,0.7332878128652476,-0.9759559951751361,-1.0907181835753674,-2.9253792694788334,0.13079544009176716,0.918330351427093,0.49762909716859516,-0.0941806520247817,-0.6333824773012728,2.229990508303312,-1.1871521333761348,-0.5211866592852786,-1.1035317838799736,-2.085644661341071,-0.31034746517940937,1.2768635672603155,-0.5483810437727338,-0.8165322047759614,1.4510275924016782,-1.8422025895883771,-1.3600126818318912,-0.09004807940129798,1.9227529202440403,-0.9783581263179958,-0.03667757426973105,0.15485514496840544,-0.07804363270117105,0.8639145560153328,-1.1503202410364077,-0.8598061509528703,0.7584914543653365,-0.689862944583269,-0.8035326518852935,1.0545228581612567,1.0891939618104047,0.822681182446916,-0.7843415721506963,-0.7458005977026788,1.1346764267982314,-0.73605519601971,-0.4378114195588847,1.5172731429950315,-0.5968823874342548,-0.46902581895483464,-0.40663857573074813,-0.29577360861217017,-0.2863499113675315,-0.28085701365065846,-0.23681453107527708,-0.20413024565090818,-0.23663688865484991,-0.22175474721492805,-0.1933898428687843,-0.17706938419288837,-0.16803292973146208,-0.145829250817702,-0.1300467964558558,-0.12305896757796221,-0.12555450965721898,-0.0903061422632469,-0.10279231025816934,-0.10480086441641752,-0.09423985037139294,-0.08032789274942054,-0.07877789720021841,-0.06673574418795021,-0.0658695033297059,-0.0667408535358469,-0.06615492418837986,-0.06629218935517096,-0.06616748510971558,-0.04714045207910317,-0.04714045207910317,-0.047140452079103175,-0.04714045207910317,-0.047140452079103175,-0.047140452079103175,-0.04714045207910317
amphibrach_2_3,amphibrach_2,1.0904358188842602,2.6105956437638427,-0.5586689627501551,0.39418354218146073,-1.0263507395685072,-1.3848337320617903,1.5119650910678446,-2.0035194035217754,1.4262859486954356,1.6083306829191637,-0.30699194776755384,-2.561733498342008,-1.1016989010455143,0.17360873932597287,-2.029555873066982,-2.1590298504897065,1.1893784746503817,0.974531323358841,1.161870223273409,0.03810963598613174,-1.6675794632787544,0.7207589403209871,-0.4846664415621348,-0.15578232449210777,-0.454297780830468,0.9518470519288927,-1.5653264273720606,2.6691939936952176,1.7363889008296696,-0.061518567743248084,-0.6304627665905851,-1.3083006523121683,-0.8261099813184244,-0.7322920788637348,0.34289667260129764,-0.13630357062742726,-0.7893378723977642,-1.5016899017310283,-1.1977894869576589,-1.079535802821758,-1.1503202410364077,0.6978756494981068,4.8636791678745075,-0.689862944583269,2.5237988099364466,-0.8049329898202692,-0.7628683535038967,0.7986160746952197,1.206089870560907,-0.7458005977026788,-0.6619320592176209,-0.73605519601971,-0.4378114195588847,-0.5512604781950954,-0.5968823874342548,-0.46902581895483464,-0.40663857573074813,-0.29577360861217017,-0.2863499113675315,-0.28085701365065846,-0.23681453107527708,-0.20413024565090818,-0.23663688865484991,-0.22175474721492805,-0.1933898428687843,-0.17706938419288837,-0.16803292973146208,-0.145829250817702,-0.1300467964558558,-0.12305896757796221,-0.12555450965721898,-0.0903061422632469,-0.10279231025816934,-0.10480086441641752,-0.09423985037139294,-0.08032789274942054,-0.07877789720021841,-0.06673574418795021,-0.0658695033297059,-0.0667408535358469,-0.06615492418837986,-0.06629218935517096,-0.06616748510971558,-0.04714045207910317,-0.04714045207910317,-0.047140452079103175,-0.04714045207910317,-0.047140452079103175,-0.047140452079103175,-0.04714045207910317
amphibrach_2_4,amphibrach_2,1.5637715662990008,-0.17493223129216806,0.5904499930072343,0.0571466068691612,-1.774255027468212,-0.1863093915320242,0.015788238669442445,-1.6483353600881583,0.33086662958523866,1.4096107471769475,-1.9011760487260536,0.22860237695400876,0.05359561396880872,0.006938322232115843,-0.7378854801190732,-1.6238501480994623,2.6643307104822913,2.074907594491484,-1.3994761098535773,-2.3464090823516615,2.0590732545931463,1.376615003213761,-1.1871521333761348,-0.9405584035248259,-1.1035317838799736,-0.7594826530893781,-1.5520110007174965,0.7836639005364614,-0.07780170123452469,-1.2098563480904894,-1.0228839442019784,-0.18725447930561354,-0.2567123644273311,-0.7122740840752952,1.9227529202440403,-0.10831283747427826,0.7040672573971722,-1.5016899017310283,-0.07804363270117105,2.807364914852424,-1.1503202410364077,-0.8598061509528703,0.7584914543653365,-0.689862944583269,-0.8035326518852935,-0.8049329898202692,1.0891939618104047,-0.6733663494502095,1.238630984065729,-0.7458005977026788,-0.6619320592176209,-0.73605519601971,0.7943127041198415,1.5172731429950315,-0.5968823874342548,-0.46902581895483464,-0.40663857573074813,-0.29577360861217017,-0.2863499113675315,-0.28085701365065846,-0.23681453107527708,-0.20413024565090818,-0.23663688865484991,-0.22175474721492805,-0.1933898428687843,-0.17706938419288837,-0.16803292973146208,-0.145829250817702,-0.1300467964558558,-0.12305896757796221,-0.12555450965721898,-0.0903061422632469,-0.10279231025816934,-0.10480086441641752,-0.09423985037139294,-0.08032789274942054,-0.07877789720021841,-0.06673574418795021,-0.0658695033297059,-0.0667408535358469,-0.06615492418837986,-0.06629218935517096,-0.06616748510971558,-0.04714045207910317,-0.04714045207910317,-0.047140452079103175,-0.04714045207910317,-0.047140452079103175,-0.047140452079103175,-0.04714045207910317
amphibrach_2_5,amphibrach_2,1.0734283906278632,3.0565468833141964,-0.36898165774233216,-0.4029924006720469,-2.0095294648368096,-0.7671774192255284,0.20499857827356355,-1.6010895193661652,3.101217916344433,1.1429905486540755,-1.6689826057239407,-0.07780579290301043,-1.1919541553910076,-0.38495416136826877,-0.7637025072012417,-1.318749148101317,2.7553045379421133,0.7455489949936931,1.4132779789318708,-0.5247618941863135,-1.6310305238076064,-0.3532627144203429,-0.08669776159481288,0.2970996709382276,-0.7726461568167002,-1.648382571899456,-1.9681421404506767,0.27442522026061206,-0.5585833059415838,-1.605312329580164,-0.6172697220759045,-2.3938519596826318,1.3802982691200862,-0.7190190814159347,0.8776587983300078,-0.9830738189404549,-0.7814372830730404,0.14587658102965517,-1.1977894869576589,2.786297702290504,1.2713159889972603,-0.8598061509528703,0.1564052619814563,-0.689862944583269,-0.8035326518852935,1.044444506681682,-0.7628683535038967,-0.6733663494502095,-0.7843415721506963,-0.7458005977026788,-0.6619320592176209,-0.73605519601971,-0.4378114195588847,-0.5512604781950954,2.0533117859124412,-0.46902581895483464,-0.40663857573074813,-0.29577360861217017,-0.2863499113675315,-0.28085701365065846,-0.23681453107527708,-0.20413024565090818,-0.23663688865484991,-0.22175474721492805,-0.1933898428687843,-0.17706938419288837,-0.16803292973146208,-0.145829250817702,-0.1300467964558558,-0.12305896757796221,-0.12555450965721898,-0.0903061422632469,-0.10279231025816934,-0.10480086441641752,-0.09423985037139294,-0.08032789274942054,-0.07877789720021841,-0.06673574418795021,-0.0658695033297059,-0.0667408535358469,-0.06615492418837986,-0.06629218935517096,-0.06616748510971558,-0.04714045207910317,-0.04714045207910317,-0.047140452079103175,-0.04714045207910317,-0.047140452079103175,-0.047140452079103175,-0.04714045207910317
amphibrach_2_6,amphibrach_2,1.0512796420460684,2.4558852444871517,0.2583676569481296,-0.28174989495601477,-0.04175868021583292,-0.32391937018835504,0.8147180643944749,-2.4106365979030744,-0.4110502350926837,0.04487729937633124,-1.1336804425757694,-0.4736225806402503,-0.9127393506808337,0.8482037741473856,-1.457324057736847,-2.60828065207556,0.6224526410701321,2.3409871011061782,-1.0322903023029855,-1.3330939396569161,-0.8922756471026371,3.9077742576171897,0.290267964689809,0.30474506511317717,0.24130489110792372,1.8778361358936226,-0.31737203824762666,-0.702631632788175,1.321157525496512,-1.212526573096019,1.0289118878080694,-1.8440751264861852,-1.3618852214065764,-1.3366121933136985,2.4243137554772907,-1.8484034151617132,-0.7799368147338744,0.14923211358110253,1.034100416706325,-0.11110907954516293,-1.1503202410364077,-0.8598061509528703,0.7544260066754788,-0.689862944583269,-0.8035326518852935,-0.8049329898202692,-0.7628683535038967,0.8176029491410873,-0.7843415721506963,-0.7458005977026788,-0.6619320592176209,-0.73605519601971,-0.4378114195588847,-0.5512604781950954,2.0587093300536767,-0.46902581895483464,-0.40663857573074813,-0.29577360861217017,-0.2863499113675315,-0.28085701365065846,-0.23681453107527708,-0.20413024565090818,-0.23663688865484991,-0.22175474721492805,-0.1933898428687843,-0.17706938419288837,-0.16803292973146208,-0.145829250817702,-0.1300467964558558,-0.12305896757796221,-0.12555450965721898,-0.0903061422632469,-0.10279231025816934,-0.10480086441641752,-0.09423985037139294,-0.08032789274942054,-0.07877789720021841,-0.06673574418795021,-0.0658695033297059,-0.0667408535358469,-0.06615492418837986,-0.06629218935517096,-0.06616748510971558,-0.04714045207910317,-0.04714045207910317,-0.047140452079103175,-0.04714045207910317,-0.047140452079103175,-0.047140452079103175,-0.04714045207910317
amphibrach_2_7,amphibrach_2,1.1909982062324125,1.7605949923528585,0.6051431353247991,-0.7702123240284401,-1.6555227377536685,0.12768045047855442,0.7479865944190711,-1.5894204028750556,1.629469852258558,0.5692596900650144,0.8024422508166094,-0.4505184342984461,-1.5278879390959552,-1.2995520271044874,-1.1905543346865026,-1.5421796289982599,1.6514226346703673,1.7863408023221226,-0.7308159922786517,-0.9919639979957796,-1.211571131021246,0.4073349688044569,-0.8655059403886451,-2.227152942443489,-0.1348134027481336,-1.2315563018323243,0.04732658478251641,0.22347839359179064,-0.1310630116416456,1.463281371586409,-1.0415508310738213,-1.8546899921071551,-0.2941746255376056,1.6921198780604445,0.8332781858876682,-1.8484034151617132,-1.5181672376035378,-1.5016899017310283,-1.1977894869576589,-1.079535802821758,-1.1503202410364077,-0.8598061509528703,2.4872345757293584,-0.689862944583269,0.849056742601403,4.647159922636882,-0.7628683535038967,-0.6733663494502095,-0.7843415721506963,-0.7458005977026788,-0.6619320592176209,1.3386717330490128,0.7664217452616015,1.470448813354243,2.007436254283271,-0.46902581895483464,-0.40663857573074813,-0.29577360861217017,-0.2863499113675315,-0.28085701365065846,-0.23681453107527708,-0.20413024565090818,-0.23663688865484991,-0.22175474721492805,-0.1933898428687843,-0.17706938419288837,-0.16803292973146208,-0.145829250817702,-0.1300467964558558,-0.12305896757796221,-0.12555450965721898,-0.0903061422632469,-0.10279231025816934,-0.10480086441641752,-0.09423985037139294,-0.08032789274942054,-0.07877789720021841,-0.06673574418795021,-0.0658695033297059,-0.0667408535358469,-0.06615492418837986,-0.06629218935517096,-0.06616748510971558,-0.04714045207910317,-0.04714045207910317,-0.047140452079103175,-0.04714045207910317,-0.047140452079103175,-0.047140452079103175,-0.04714045207910317
amphibrach_2_8,amphibrach_2,1.1244799706682034,1.455465070163894,0.7704749204234952,1.2794915001503386,-1.0626104855152743,0.15650621527180178,0.6458833869100852,-0.8621890642312247,-0.4615107338319066,1.4487893587103968,-1.0366733251708597,-0.6398502008225648,-1.2056477724809214,-1.1300932032898117,-2.0037710775633815,-1.9763659271766398,1.35197312595826,0.7280730044712773,-1.4277853772912477,-1.1466768180108189,-1.8851570591788946,2.45202563859445,-1.203487615388855,-1.3783360649659733,-0.7771888321869849,0.5395173603950625,0.9022516977059748,-0.7132520359414082,-1.4978010812502274,-0.826889829076614,0.19597546467162147,-0.7534307403071441,-0.27123927610146253,-1.95672609342329,1.3800386638993178,-1.8484034151617132,-0.04968187246239767,-0.6806878326713495,-0.08787259698566408,2.7732462724960674,-1.1503202410364077,-0.8598061509528703,2.528730122134975,0.60619479248162,0.8724898130161367,-0.8049329898202692,1.0729368314261472,0.8095490974268873,-0.7843415721506963,-0.7458005977026788,-0.6619320592176209,1.3680905483835457,-0.4378114195588847,-0.5512604781950954,-0.5968823874342548,-0.46902581895483464,-0.40663857573074813,-0.29577360861217017,-0.2863499113675315,4.842397788983316,-0.23681453107527708,-0.20413024565090818,-0.23663688865484991,-0.22175474721492805,-0.1933898428687843,-0.17706938419288837,-0.16803292973146208,-0.145829250817702,-0.1300467964558558,-0.12305896757796221,-0.12555450965721898,-0.0903061422632469,-0.10279231025816934,-0.10480086441641752,-0.09423985037139294,-0.08032789274942054,-0.07877789720021841,-0.06673574418795021,-0.0658695033297059,-0.0667408535358469,-0.06615492418837986,-0.06629218935517096,-0.06616748510971558,-0.04714045207910317,-0.04714045207910317,-0.047140452079103175,-0.04714045207910317,-0.047140452079103175,-0.047140452079103175,-0.04714045207910317
amphibrach_2_9,amphibrach_2,1.4050708642962833,2.8010579089910523,-0.23712013654669128,0.7270304603333347,-1.930496926167632,1.6895029058727973,1.1377917994639277,-2.0757937453933772,0.6717145178255758,1.4543302259291935,-0.153961856734563,-0.9719281918344999,-1.1475042991495568,-0.8322245316364729,-0.5344025100435938,-2.259459917649799,1.1712801990822868,1.6744625284852854,-0.6188043232926724,-1.3058402807934144,-1.347570610418971,1.1233300359497387,-1.1769549368067613,-2.191779854146378,-1.7781150781482638,1.0281110676224934,-1.9636309672931367,0.30667901737613074,0.4082487429761731,-0.8100666024201062,-1.018365384317771,-1.2845077469451445,-0.8023170419383532,0.5458157555121297,-0.13101665287898473,-1.8484034151617132,0.7162438847670392,-1.5016899017310283,-1.1977894869576589,-1.079535802821758,0.0737671135970492,-0.8598061509528703,0.7650540893759233,-0.689862944583269,-0.8035326518852935,-0.8049329898202692,-0.7628683535038967,-0.6733663494502095,-0.7843415721506963,-0.7458005977026788,-0.6619320592176209,1.3983556584057841,-0.4378114195588847,-0.5512604781950954,-0.5968823874342548,-0.46902581895483464,-0.40663857573074813,-0.29577360861217017,-0.2863499113675315,-0.28085701365065846,-0.23681453107527708,-0.20413024565090818,-0.23663688865484991,-0.22175474721492805,-0.1933898428687843,-0.17706938419288837,-0.16803292973146208,-0.145829250817702,-0.1300467964558558,-0.12305896757796221,-0.12555450965721898,-0.0903061422632469,-0.10279231025816934,-0.10480086441641752,-0.09423985037139294,-0.08032789274942054,-0.07877789720021841,-0.06673574418795021,-0.0658695033297059,-0.0667408535358469,-0.06615492418837986,-0.06629218935517096,-0.06616748510971558,-0.04714045207910317,-0.04714045207910317,-0.047140452079103175,-0.04714045207910317,-0.047140452079103175,-0.047140452079103175,-0.04714045207910317
amphibrach_2_10,amphibrach_2,1.4824845620065787,1.8916186577096705,0.445531107192686,-0.56252464433014715,-0.11593637668600168,0.5531385633245516,1.0903574812125376,-1.6807577601372847,-0.48653710239853065,1.0951439748737006,-1.053514581806488,-1.8696925223774203,-0.27586057779257656,0.8036784128576913,-2.013191564833996,-1.6629617555348521,1.338106035439817,0.8570940647362255,-0.31116370186557146,-2.774656496162209,-0.19988639068466335,0.18342173246116533,-2.3122668553269747,1.5180613980573263,-1.1151473609166445,-1.216718308459659,-1.1523374855745971,2.2068023328002426,-0.10473721915758726,-0.8300403066675713,-0.2171273472071622,-0.757849383322297,0.8150120179673345,0.5036854213549679,0.3524613204214513,-1.8484034151617132,-0.785902313100498,-1.5016899017310283,-1.1977894869576589,-0.11893475003628684,1.2566394057849353,-0.8598061509528703,1.3367656615860808,0.6027037278699974,-0.8035326518852935,-0.8049329898202692,-0.7628683535038967,-0.6733663494502095,-0.7843415721506963,-0.7458005977026788,-0.6619320592176209,-0.73605519601971,-0.4378114195588847,1.4935929601261884,-0.5968823874342548,-0.46902581895483464,-0.40663857573074813,-0.29577360861217017,-0.2863499113675315,-0.28085701365065846,-0.23681453107527708,-0.20413024565090818,-0.23663688865484991,-0.22175474721492805,-0.1933898428687843,-0.17706938419288837,-0.16803292973146208,-0.145829250817702,-0.1300467964558558,-0.12305896757796221,-0.12555450965721898,-0.0903061422632469,-0.10279231025816934,-0.10480086441641752,-0.09423985037139294,-0.08032789274942054,-0.07877789720021841,-0.06673574418795021,-0.0658695033297059,-0.0667408535358469,-0.06615492418837986,-0.06629218935517096,-0.06616748510971558,-0.04714045207910317,-0.04714045207910317,-0.047140452079103175,-0.04714045207910317,-0.047140452079103175,-0.047140452079103175,-0.04714045207910317
