sample_id,class_label,1 2,1 1,2 1,2 2,1 3,2 3,3 2,3 1,3 3,2 4,4 2,1 4,4 1,3 4,4 3,2 5,5 2,1 5,4 4,5 1,5 3,3 5,6 2,4 5,5 4,6 3,6 1,1 6,2 6,5 5,6 4,3 6,7 2,1 7,7 1,2 7,4 6,6 5,5 6,6 6,7 3,3 7,4 7,8 2
amphibrach_2_1,amphibrach_2,2.3432967050528184,-0.6322627729406182,-0.47888496484408616,-1.2390775097494269,-0.6713759708532617,0.6124051561294616,-0.4176569882131636,-2.091458983801657,2.0759148372241003,1.1910947090174122,0.755446977939279,-0.24060924037292467,-2.057127333713801,0.8271968574804641,-1.744569591788006,2.9250325835882456,-1.5294166551120016,-1.6799032044550655,-0.9106001994231824,-1.5366192371118885,-1.011611907254405,-0.30025299370573905,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,-0.4215242186028368,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_2_2,amphibrach_2,1.914125894860343,-1.6339640511275266,-1.427495864089895,-1.741839355624818,1.138694241375917,1.7694372885792349,1.2222653768800937,-1.5369733166416906,1.0675326855553586,0.7656810993542305,0.19017199705360202,-1.1259595055280054,-2.2672834187189292,-0.002320062063497113,-1.2688034295417348,3.0221951135451337,-1.5294166551120016,-0.8279239610047731,-1.4348747093278833,-1.5366192371118885,-1.011611907254405,-0.28548779842878624,0.9647688020204577,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,5.292055475145449,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_2_3,amphibrach_2,1.1159028744857422,0.7099401502731713,-1.055514556882406,-2.046406945153886,0.44188339938946136,0.6213884660780543,0.6525477112726099,-1.6517695796567045,0.740120873785622,1.2499858639409491,1.4441771605637386,-1.610568443425845,-1.3655702696118377,-0.015442347879230343,0.0813098351297878,2.5303644625070705,-1.5294166551120016,-0.4076587238940747,-1.4348747093278833,-1.5366192371118885,-1.011611907254405,-1.0723858526005008,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,-0.4215242186028368,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_2_4,amphibrach_2,2.2829003383635196,-1.1120088437531104,-0.7136021469027156,-1.1084922351363127,-0.49800709173642776,-0.3881982990929203,1.05986720365479,-1.8404951394077882,0.14383399569263278,2.4691165694322232,0.6956120097713716,-0.6539606999417549,-0.9063251006514612,1.1198724156082736,-0.8166529748057763,-0.7453489770630282,-1.5294166551120016,-0.40337025935285775,-1.4348747093278833,-1.5366192371118885,-1.011611907254405,-0.2863719535458331,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,2.4320557520388637,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_2_5,amphibrach_2,2.213096612649789,-0.23664153199756108,-2.37226067448889,-1.1149518089788777,-0.1268924108524296,-0.1452772515005866,-0.21170673777753254,-0.7902342488189318,1.12446143698084,2.1289415080019207,2.2879600212232516,-1.7381688935135242,-1.7999404645449244,0.2589218880740136,-1.4805173644914187,-0.25159570573520373,-1.5294166551120016,-0.81823136437849,-0.8944962042383963,-1.5366192371118885,-1.011611907254405,0.5193146483293152,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,-0.4215242186028368,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_2_6,amphibrach_2,2.134027151004885,-0.816685768001558,-2.2078596989104042,-1.7079445173676664,-0.23541922573906565,1.80357198087728,0.17580072177650075,-1.7584540531050907,0.729670314146449,1.6403352060205232,0.04227668065875007,0.2736278734358876,-2.4975391241152365,1.5449155756577984,-0.376663167802465,2.519892148202333,-1.5294166551120016,0.858899747815247,-0.9041566020947447,-0.8413691362308782,-1.011611907254405,-1.0723858526005008,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,-0.4215242186028368,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_2_7,amphibrach_2,2.1715827641131895,-0.20091495438831014,-1.1193604592217514,-1.082231916015309,0.0351220435157164,-1.17650687576554,-0.04967846365400119,-0.9271046241608033,1.157185403853988,1.2760855643879938,0.2446909650884178,-0.7168209713124561,-2.5044909521763197,-0.28716844188142543,0.6962227034843873,3.3686507572406144,-1.5294166551120016,0.4031813594264251,-0.9123304783337589,-1.5366192371118885,-1.011611907254405,-0.30280128696941816,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,2.3724099660738553,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_2_8,amphibrach_2,2.4720451694785197,-0.5097494731741453,-1.301800793133997,-1.300385312611669,-0.09640123517969001,0.9426363839618807,0.03674490655127236,-2.192624669898834,1.6688998964513664,0.5952819829489997,0.6264427233865477,-1.1762755369013542,-0.7219093105660155,-0.7230922989017193,-0.8549398846374079,1.9966257025439624,-1.5294166551120016,-0.42729645567781643,-0.9111782308563738,-0.8505675940154119,-1.011611907254405,-0.30110429785005516,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,-0.4215242186028368,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_2_9,amphibrach_2,2.213096612649789,-1.5730801758991637,-1.7439096148045712,-1.8775770065143647,1.072261901783861,0.4639812535317147,1.682617393132944,-1.3971375228958165,1.227746457424213,1.315355200516616,0.9994885872818268,-1.417642305810859,-1.3403520947875236,0.48683562082401144,-1.7103265075564604,1.1767046566107242,-1.5294166551120016,-1.6799032044550655,-0.8944962042383963,-1.5366192371118885,-1.011611907254405,-1.0723858526005008,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,-0.4215242186028368,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_2_10,amphibrach_2,2.2430305808105357,-0.1513353770657514,-1.5440006333206642,-1.544270578882542,-0.2678193686972403,0.6606980893262122,-0.05956471555475526,-2.0094813861475584,1.0463457629023722,1.4632698351788047,0.36190030800543316,0.513785469374413,-1.840299487136134,0.1468413696634773,-0.1985304654172791,1.5190159399391487,-1.5294166551120016,-0.8484986518455047,-1.4348747093278833,-0.8535798954121033,-1.011611907254405,-1.0723858526005008,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,2.148272733685853,2.3662761917935553,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_3_1,amphibrach_3,0.3929175588766455,-1.7939099122430633,-1.5100740456498416,-0.8582410539326818,-1.0698619589734963,1.1249681710248263,0.8931594776482376,-0.7147049495384752,0.9142805081762179,2.0988881879365007,1.786510056826523,-0.40901955737051177,0.9149959769870043,1.6933050834353103,-0.4609287785709244,0.8805553070741787,0.8966038970538737,-0.680682165632757,-1.4348747093278833,-0.7157104768368169,-1.011611907254405,-1.0723858526005008,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,-0.4215242186028368,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_3_2,amphibrach_3,0.6223434382819184,-1.156845850164924,-0.07130464708889961,-1.343784149519473,-0.4562879716827462,0.33973769797987197,1.2287689034356422,-0.8085726111081505,0.9147376550118529,1.6381114098076615,0.8957223763804374,-0.6144907606704011,0.006399702469135379,0.5090180642786868,0.3531315422928156,-0.29248216648938097,-0.04058192809463709,-0.9571841706503806,-0.8305582895140676,-1.1407866415085144,-1.011611907254405,-0.6273779835428327,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,1.3184240825930613,-0.4607801246551299,-0.4215242186028368,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_3_3,amphibrach_3,0.24235312206218157,-1.4566264797526123,-1.2960423701359594,-0.45932788525323454,-0.20865293216853997,0.12812308344620976,1.7096399085400331,0.27918331923530865,0.04386438557231728,1.3531232302644833,1.459550147640796,-0.8457162378114215,0.43710814763012307,0.1681090661272064,-0.12433226682905534,0.2723906941196212,-0.6671349231892616,-0.7032306739233958,-1.1286253824589865,0.06814888742326125,-1.011611907254405,-1.0723858526005008,0.33168521137794715,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,1.0716809675103345,-0.4215242186028368,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_3_4,amphibrach_3,1.3323540276376125,-1.219205689164362,0.9185088620223084,-1.0613830835287155,-1.3054350795844534,0.4656792678853971,0.9486015634060694,-1.5801506247388037,0.3486212834175276,1.3650203180912386,2.279608066679768,-1.0017040906800239,-0.40656917989654223,-0.5364095455941645,-0.44398990801114613,0.4776854106797302,0.15390488826392015,-0.726587222797029,-1.4348747093278833,-0.3618259577755053,-0.6036388552824081,-1.0723858526005008,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,1.1767678983708028,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
amphibrach_3_5,amphibrach_3,0.5674190550732685,-0.31361255153305484,-1.7418378340291811,-1.660293778077078,-0.8163391808210047,1.1896037450753372,0.760187117410663,-0.5116990831476106,1.3937143460498762,1.6524457621853041,1.7754493353421474,-0.784566499212422,0.40253487859049497,0.26430338654992297,-0.15225864800125805,0.5146611574505933,-0.2492006695866317,-1.1965531422806497,-1.4348747093278833,-0.7424279923275817,-1.011611907254405,-1.0723858526005008,-0.5184829337598046,-0.5453752335864045,-0.5403487467331609,-0.4554052181802644,-0.5148753225576548,-0.4607801246551299,-0.4215242186028368,-0.2518709210697253,-0.20370331954078189,-0.23850189465399735,-0.1950486300909025,-0.15293852107143077,-0.1333581105698017,-0.11382250683201717,-0.11539288517395371,-0.11552235801145405,-0.10209531110082476,-0.10435451662857853,-0.06356222801016849,-0.047140452079103175,-0.04714045207910317,-0.04714045207910317
