sample_id,class_label,S2,S3,CONJ1,V2,SPRO1,V3,PR1,PRNA,S1,A3,PART1,A2,V4,ADV2,A4,SPRO2,APRO2,S4,APRO1,ADVPRO1,V1,ADV3,CONJ2,ADV1,A5,PART2,APRO3,V5,ADVPRO2,PARTNA,S5,PR2,ADV4,INTJ1,A1,SPRO3,ADVPRO3,NUM1,ANUM2,INTJ2,NUM2,ANUM3,APRO4,A6,NUM3,ADV5,CONJ3,SNA,1,PR3,PART3,S6,NA,V6,CONJNA,INTJ3,ADVPRO4,PART4,ANUM4,NUM4,SPRO4,INTJ5,A7,PR4,ANUM5,S7,2,INTJNA,INTJ7,SPRONA,ADV6,4,ADV7,ANUM6,APRO5,COM2,NUM5,V7,3,ADVPRO5,ANA,COM1,COM3,CONJ4,S8,VNA
trochee_2,trochee,0.4923070570147421,0.9369052775780905,-1.0562757352664802,-1.2425252603612666,-0.7936049122826228,-0.9984318489131814,0.6961834585908073,1.5328094861667867,0.5393676726558913,-0.7736854156105039,0.17884619847871477,1.7644516723769321,-0.42300354474059704,0.3198314603407046,-1.3033717868567212,-0.028236407220952796,0.9716655462728553,0.09157917033447846,-1.1093026606595766,0.27697207294583776,0.8186413616554609,0.6609670591310732,-0.6505523965080007,-2.1408591957234653,-0.6957211467896943,-0.7753090919757041,-1.2634458917143674,-0.10289060995359335,0.3266973737802268,1.8096472849672112,0.7464005770910205,-0.3419880575260793,1.2118193493203304,0.8565895138890054,0.6291269855958403,-0.5053374888269722,-0.46529726489752926,-0.9416713822617059,-0.3594551695767861,1.4109791013832889,-0.2799752231589942,0.3930754065937873,-0.7894390523028407,-0.7073229441583135,-0.8532329721788171,-0.7608040607827106,-0.7463239642087586,0.769079683630723,0.6902672712749752,5.304770536416594,-0.7130593603898451,-0.6210816558006724,-0.5159703907384676,-0.5852898808497412,-0.5439880020159625,3.775384153490157,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,7.112300202473072,6.897346745349401,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_3,trochee,-1.1237637544318722,-0.5602853341023184,-0.21137874694207393,1.4371799929135225,-0.08206849771303705,-1.155321025130172,0.0543274895984127,-0.893971591547052,-0.18327705242662626,-0.30919133057114156,3.470523387929606,-0.007967120441638406,0.9099412527184559,0.1723425635638736,-0.6745252913229388,0.6977952062903621,0.776558652974149,-1.5826658577326185,2.6133630924978237,0.23208683829920979,0.9450661308623308,-0.417699083906604,-1.6843673799423091,0.7553535512623174,-0.9702070276449605,0.9319686173885361,0.08506858822236116,-1.6059340509685336,0.30251593681843997,-0.19990701301783959,0.3665994839611968,0.8861596581271128,0.28520791670556517,-0.4908663707857135,0.08962529628048385,-0.5157552502798676,-0.4761189620357761,-1.6247641256477245,0.5601428556433342,-1.1516672370524752,-1.1571217886391092,-0.8389788311057249,-0.7894390523028407,1.5431830698513522,0.5500207117331412,0.6578148924031847,-0.7463239642087586,0.7559683384497334,0.6791791002479707,0.8118308542566014,-0.7130593603898451,-0.6210816558006724,-0.5159703907384676,1.1299416116082808,1.3597072163609702,-0.48714442341002173,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,3.6276157975023264,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,15.748142747638532
trochee_4,trochee,-0.5783685134219383,0.06763524580890665,-0.2304409499321376,1.020296391597488,-0.44264405108282284,-0.335379465579169,-0.5611045601102166,1.344384723738202,0.5123744298937131,0.5114980236482561,0.5956028136131103,1.3495460184512365,-0.6630454290367809,-0.30956170692322404,-1.6074492405590561,-0.34680477919966213,-0.8302176051007291,-1.5067459785040207,0.935528809065716,0.32353031683319083,0.6791889602591823,-0.48634064851284764,1.0379486856761169,2.274031233772528,0.2778489607688423,-0.8185114411588386,-1.9663315587483667,-1.3236434169972158,-0.0941803630716895,0.9247906504596437,0.6750240914498743,0.014298409523651879,-1.0812777616946516,2.5273682083849085,2.0909505189740374,0.6686165831800371,-0.4972239108936838,-0.2925666680587963,0.5293774797568876,-1.1516672370524752,-1.1571217886391092,-0.8389788311057249,-0.7894390523028407,1.5058576042531433,0.5267472359999673,-0.7608040607827106,-0.7463239642087586,-0.7857716037148744,-0.6246593634568602,-0.6690242858320754,-0.7130593603898451,0.9835701755229856,2.106490273657652,-0.5852898808497412,-0.5439880020159625,1.5910981681078946,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_5,trochee,0.07317906935905395,0.7968672609671003,0.41269950347472384,-0.057412239003867306,-0.20688779599200757,-0.21747548879942757,0.0663741102962644,0.89235335176488,0.8719701737480892,-0.7791731234471638,-0.36136489540496075,-1.391436533500726,-0.5705686084408682,-0.2122324088315079,-0.13726847955750707,-1.0622805750965112,-0.7828675332128904,1.3328798205655932,-0.7722544481398405,-0.5849732038382249,0.3574668756238929,-2.2316748494395697,-0.8803976287108768,1.5044904520868605,1.4440477572122763,0.419055871030166,-1.2460744704557623,0.22706195034157597,-0.3629729459759672,0.6563058746616198,1.5090837149656733,-0.73957228332875935,-0.5727868276650531,-0.011639640255410422,-0.3948400382380513,0.7613788574454845,0.20074501103542142,-1.6247641256477245,1.5468296605121648,1.4434340955377438,3.2841547675785954,0.40867893037417646,4.397642132994016,-0.7073229441583135,0.5798771730929703,0.6879982743858635,-0.7463239642087586,0.7887713159425975,-0.6246593634568602,0.8433384104287012,-0.7130593603898451,-0.6210816558006724,-0.5159703907384676,1.166435898681856,-0.5439880020159625,-0.48714442341002173,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_6,trochee,0.25751528916025634,0.6302606963773203,0.22126255829552957,0.1414263152959884,-1.99283683138442,-0.9446389094464817,0.09385381275520534,0.25645485214656605,1.0475672477333042,-0.8220042300870747,-0.19809073325178736,2.030308418747308,-0.3900549716198789,-0.34676241806830316,-2.0617014302708774,0.6464039934574727,0.1687369717297619,0.6244131813915784,-0.0645015007549334,-0.06019263214408889,0.6762661563002074,-2.036930000541683,-1.151256057041428,1.1443784348987855,0.10385847705078337,-0.4736461035074306,-0.22021379942791805,2.0196272570043194,-0.3772223304819737,1.8360794808711802,-0.3186656322220024,1.7773045097804916,-1.0393655499183323,-0.47152932606228165,-0.9302632262615558,-1.7407614352409193,-0.45754693193419493,1.1241083333933453,-1.2948283375100669,0.5670813053172924,1.4902098435623248,0.40051609650440345,-0.7894390523028407,0.4343529804122669,1.9942349963833448,0.6785194468281424,-0.7463239642087586,0.7784698272885727,-0.6246593634568602,-0.6690242858320754,-0.7130593603898451,-0.6210816558006724,0.8368339278352731,-0.5852898808497412,-0.5439880020159625,1.6569911138882816,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,12.334241361023103,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_7,trochee,-0.7410566513594226,-0.5339056580174667,-0.43901316257933304,1.3709269785657248,-0.07646584877941742,-0.9984318489131814,0.5330388285096533,-1.2597784474552398,-0.03979276910160463,-0.9484069522164109,0.9201945841460729,0.69119414487198,0.32582276822684536,0.4194420519326957,-0.5283253462477483,0.28717782246093687,-1.4037175610569008,1.8863322878679998,-0.2363529495107118,1.9288943801028673,0.8186413616554609,1.495742853512631,-0.9063102817213479,0.4652959782645227,0.08807989542590959,0.38240091881417426,0.10820153086506987,-0.7020868878033303,-0.031756868241554756,0.21810870129490242,0.7464005770910205,0.4956120083591832,-1.499426874411697,3.0835702185161846,1.1510249729565691,0.11237448438000149,-0.46529726489752926,-0.25857863887568716,0.5759179983564947,0.5567636552380341,-1.1571217886391092,-0.8389788311057249,-0.7894390523028407,-0.7073229441583135,-0.8532329721788171,0.6698791856518891,0.7932479986478834,-0.7857716037148744,-0.6246593634568602,0.824424419730092,-0.7130593603898451,-0.6210816558006724,0.8287130414806533,1.144528372674707,1.3758967204692283,-0.48714442341002173,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,7.112300202473072,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_8,trochee,0.9887847596649325,0.16338578534796777,-0.7548888605581506,-1.2220794328607456,-3.7962822456070096,-0.41514636793547194,-0.13607855141055245,-0.40928391345799403,1.6000576568980966,-1.009377024847611,2.1618357854959434,1.2602447992923327,0.43960992647413655,0.22291030397763706,-1.1256429946029642,0.4144361362194988,-0.3282429463122033,0.38041199038861667,-0.15897482941906468,-0.5599757150975518,0.38629362904075626,0.33160697112877324,-0.60833866507187,-0.12649906442785916,0.6681113000745091,1.6144214040612737,-1.2382908702101085,-1.284799926221643,-1.0808244283103967,1.4847318048823015,-0.2966097348525772,1.8288170037022815,-0.5625299368510455,1.359163356043789,-0.917424513373777,0.14635965661961084,0.8650992413949413,-0.9291439554853957,-0.34230110230954297,-1.1516672370524752,0.6293438093178443,2.9249688324113285,-0.7894390523028407,-0.7073229441583135,0.5879078463471676,-0.7608040607827106,-0.7463239642087586,0.7975945314883093,4.731506388614336,0.8518131886553278,1.0990490424756565,-0.6210816558006724,-0.5159703907384676,2.9377938570976583,1.4111060174684475,-0.48714442341002173,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,6.520688114549447,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_9,trochee,0.8711699942393376,1.3805708142320037,-1.8430512070248417,0.4904315356524939,-1.4714832234393418,-0.05178040480986962,1.796938550602445,0.34715884224445126,0.82462422191109,-1.7121884157269598,0.9559401617573563,1.3666294447030722,0.13594315353021483,0.04301307597180264,-0.8444722225383424,-1.268348205287169,-2.0877622074699698,0.6099031495317536,-0.21939963183228078,0.4826441900989903,0.13766912723945005,-0.36573169852429493,0.129053131045894,0.48100359357735845,0.36089462282692086,-0.1871505405372498,0.8078037195287662,-1.2976717365550277,-1.1013584010649629,1.0282665890658138,-0.32228991872260343,0.5073914166187449,-1.0421054998243844,-0.9214157739439247,-0.9323729193302573,-1.1205674450647563,-0.4601407567447933,1.8044232024001197,2.461697956208926,-1.1516672370524752,-0.276450776888858,-0.8389788311057249,-0.7894390523028407,0.43205930703291884,1.988514317390754,-0.7608040607827106,0.7994341240636814,-0.7857716037148744,-0.6246593634568602,-0.6690242858320754,1.0735648459511795,-0.6210816558006724,-0.5159703907384676,1.151478923166016,1.383610973497798,-0.48714442341002173,2.539148294433068,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_10,trochee,1.0538160500986027,0.020100444357462208,-0.9669335260439844,0.06039212158238346,-0.7196330113998608,-2.513672056177467,1.2523545980160784,0.37970279905648074,-0.16618157171092288,-0.11163602640077007,0.6629768391081207,2.1469855266387725,-0.2767951397689765,0.4608921016329393,-0.8323755907788395,-1.2520753981579391,-0.6695978269824595,2.2747913322217173,-0.6461482337284536,0.8690380417522445,0.5053650580174468,-1.1937281283607475,-0.37675617178338466,0.16480037854336355,-0.419712618573721,-0.4715924732760421,0.4728800836440614,-1.596655235111993,-0.7360246485362395,2.241206802680874,0.7666357244007544,0.5162882820258722,-1.0379914339830807,0.8754375117921472,-0.4036263113074051,-0.496624171320778,0.8361310326283414,1.8147885041473673,0.5891121790628584,-0.2914270975842817,-1.1571217886391092,-0.8389788311057249,0.5001451113969066,-0.7073229441583135,-0.8532329721788171,-0.7608040607827106,-0.7463239642087586,0.7800458891837903,2.023741989519401,0.8349575592151652,1.0789652213859633,-0.6210816558006724,-0.5159703907384676,-0.5852898808497412,-0.5439880020159625,-0.48714442341002173,2.5480640395470964,-0.34987338921304606,3.58969783729851,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,6.946998479332727,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_11,trochee,-0.4220137853944808,1.2029764989260856,-0.7350035201250923,0.14466429010367593,-0.5591346226306494,-0.5420634241062117,-0.1732318139866976,1.3567574922986885,0.5573629768115502,-1.1267611374028654,-1.5345686737562454,1.2248295433094072,-0.23986549543763536,-0.10593815250355916,-0.918150573511447,0.3821859626389504,0.35528749918236635,0.6793500603841807,-0.17858421862586035,0.16379100885394313,1.4280943525036636,-0.748457893908174,-0.1005173096977545,0.8490496844748482,0.38869594762117765,-0.45814234079455207,-1.2446657292348313,2.3554245451900657,0.002598026150999296,1.4662397457417713,0.42214064205537905,0.5357505510702162,0.8032534249699076,1.3446732159883292,-0.3932320028293599,-1.114591945159408,0.2027220579344529,1.1450176066619133,-1.2948283375100669,-0.28575614331801064,-0.26796560993994595,0.4099443033574217,-0.7894390523028407,-0.7073229441583135,-0.8532329721788171,0.6894676479509431,-0.7463239642087586,-0.7857716037148744,-0.6246593634568602,-0.6690242858320754,1.0907787708601446,1.0470401769647937,-0.5159703907384676,2.921714874520819,-0.5439880020159625,-0.48714442341002173,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,8.290944117267504,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_12,trochee,0.41187569308459154,-1.214457534843623,-0.23467505246813852,-1.194264702457206,0.49923056206052296,0.8517952178939904,1.8794054123973705,1.1702562014972417,0.8417137316994738,-0.9377405608319179,-0.6504525641338557,0.8179902640384069,0.146508452340072,-1.520428673203069,-1.1265904858774836,-0.8859978430068748,-0.48861038798801804,0.012217418316639394,0.1448883108946376,0.7579321515002072,0.752140841667703,-1.0506740654832127,-0.6778602082757134,1.3846323529739528,-0.2010831517846254,-1.0819048103546844,-0.9408748282975765,-0.4238145679615962,0.6468786962386353,0.18506637775845314,2.8386265364632175,0.874664336741762,-1.5101485599232423,0.8248855869027165,0.5981691217879872,-1.1303777306236478,-1.1145726612025872,-0.27478647460605243,-0.37055203365508504,-0.3075858347566947,-0.29038131192395855,-0.8389788311057249,-0.7894390523028407,0.41403645382574145,-0.8532329721788171,0.6529061763021954,-0.7463239642087586,0.7506335981654267,0.6746675484704453,-0.6690242858320754,1.045303859988296,-0.6210816558006724,-0.5159703907384676,-0.5852898808497412,-0.5439880020159625,-0.48714442341002173,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_13,trochee,0.7115438766851113,0.6741242694916784,-0.19528644373927387,-0.49904806172289085,0.45829262252001235,-0.6115277153429532,-0.07806996740885534,-1.4604363148238746,0.030800682407689153,-0.673857214146998,-0.019467049577263588,0.8007547152267253,1.1805920043812954,-0.19891257530392276,-0.6873496032340484,-0.5677565319383758,-0.061004814252422115,0.027856692501555997,-0.6151927301997445,-0.20095838632813603,1.971080185408675,-2.2257715817749832,-1.9137547498344614,-0.13660806712452628,1.9846209985895509,0.13266129104220833,-0.8944107357410523,0.537388195834038,0.006473396270671736,0.6644912217789206,-0.6662701405982366,1.8158211523281582,-0.10937961039062939,2.25385308041842,0.668885593063646,0.767732692622443,-0.44574430451390157,-0.9312636715955909,-0.34520367387439993,0.5827935824948727,-1.1571217886391092,0.4118471826887519,-0.7894390523028407,-0.7073229441583135,0.5835163557879213,0.6916773052014259,-0.7463239642087586,-0.7857716037148744,-0.6246593634568602,-0.6690242858320754,1.0935271275862746,1.0495817541604748,2.2143720988562734,-0.5852898808497412,-0.5439880020159625,-0.48714442341002173,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_14,trochee,-0.2988062486598387,0.8935810169142021,-0.5320333492462284,0.24935721225106044,-0.5901414563343206,-1.5322774601421654,-0.23618649340158193,0.9214695754119382,1.4508937220599476,-0.006263281824947565,0.16662617014353873,-0.9984984753537661,-0.7119103999197103,0.5317741145416119,-2.3362756759720456,0.032497940259706835,-0.5015460096189204,-0.3257323062948184,0.2769569767935397,2.7337675489362807,0.22048940047173773,0.38065033527809483,-0.17926678652660102,-1.517271030941576,0.823312069640974,0.6263021032865489,-1.6210684630599677,1.0483758085086845,-0.420966060022602,0.9626709455055055,1.0588771462529099,-0.7847431219388017,-0.1761123344096824,0.3793479881340882,-0.43705810396801514,0.08587500623946559,1.4138134143715415,0.395209830015961,1.4711642108606853,-0.3096669033027887,1.436688839163775,0.37545727400340984,-0.7894390523028407,2.6484611714063955,0.5417174354969759,2.059645455610549,-0.7463239642087586,2.279462837511802,-0.6246593634568602,0.8030683978063727,-0.7130593603898451,-0.6210816558006724,-0.5159703907384676,1.11979231283634,-0.5439880020159625,-0.48714442341002173,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,5.04911666542391,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,8.058503088697362,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_15,trochee,-0.9170561830337621,-0.4161481215017444,-0.03242267301610141,-1.1838226726646697,1.4987363635238788,1.195052951301458,-0.7132478181925819,0.38334965082534833,0.6287561171692676,-0.09649785403220175,-0.5846871762859214,-1.2564069464367582,0.20060044143421357,1.0970424802235483,-0.98280573144275,-1.3059393366355725,-0.4415079508793468,0.5595739642104839,1.4916956308134006,-0.83694261996004915,1.849741718796222,0.6453540455204462,-1.6774107386364019,0.45359752611195814,0.601231766455843,0.08517836118121191,0.4418778552357039,-1.0052712388649554,1.7476421695852753,1.3998558666027077,0.02269759819834931,-0.7658011581947072,-1.5021313594229009,1.2926556608399433,0.10098184028166644,-0.5090345180930488,1.4500907424777592,2.4615273278045993,-1.2948283375100669,-1.1516672370524752,0.5919215873157534,2.846123045943639,-0.7894390523028407,0.42410352074031155,0.5577193603730571,-0.7608040607827106,-0.7463239642087586,-0.7857716037148744,0.6863323287271492,-0.6690242858320754,1.0610896644605188,-0.6210816558006724,-0.5159703907384676,-0.5852898808497412,-0.5439880020159625,-0.48714442341002173,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_16,trochee,0.007892192238930463,0.8356023486573402,0.08859942755685321,1.1013592719007244,0.3471482326767406,-0.21756084261849262,0.6387868935367067,-1.4055010227140448,0.9201386919430118,0.34852324783759875,-1.7015561927019325,-0.36040080095875454,0.7867945396885906,-0.06491890340168516,-0.20945814869521434,-1.174816289672137,-1.0253013036146057,0.5684680927245813,-0.2944157773430457,0.39120822636190905,-0.4924930308746289,-0.7192709463212129,0.18258838950890713,0.8819545373148505,-1.4570935439546728,-0.7380399398654525,0.8676189975818918,-0.3639099389606964,0.7543880508987046,-0.12854092634450565,0.8079745690324952,-1.1526239925218313,-1.9416033791337912,-0.45092240722322185,-0.9141656321131717,0.15214541367181486,0.21767871574751438,-0.9270112416269521,0.6160668721972695,-1.1516672370524752,-0.2611504118405654,0.41951704071917306,0.5185959834375777,-0.7073229441583135,0.5923262647994703,0.7005836804655088,-0.7463239642087586,0.8024490009881659,-0.6246593634568602,-0.6690242858320754,-0.7130593603898451,-0.6210816558006724,-0.5159703907384676,1.1816527296742103,-0.5439880020159625,1.689859824219886,-0.4104773807915206,-0.34987338921304606,-0.31835811184815865,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,5.2407154202398,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
trochee_17,trochee,1.0162513459341598,0.2990222381203813,-0.9342548308705753,0.21579234575355816,0.8746893852576519,-1.123842374922753,-0.65623633544625,1.1380301708469136,0.9331650237348575,-0.12976192341567222,-0.316202091792482,0.8315266115336826,-1.1505423329460076,0.44602156154844746,-1.0649045187698538,-0.7903817958769178,0.1598364157098447,-1.5171394646187055,0.36732760031811446,0.4854223473274617,0.843992596316624,-0.5732636348483924,-1.6678004675952582,-0.17150952593229085,0.8872418625894577,-0.7674552803447175,-0.22385432130962526,-0.394358950133767,-1.1006349949537422,-0.1689790748344432,1.4798838118270852,0.08817639842102525,-1.0414215449923083,1.7634966309894409,1.689445358912135,-0.49975014434570286,-1.1040582547619677,-1.6247641256477245,-0.3552248386665349,0.564490227112715,-1.1571217886391092,1.6362738534785217,-0.7894390523028407,0.4326318609279898,-0.8532329721788171,0.6763496123945584,-0.7463239642087586,-0.7857716037148744,0.6962141756531596,0.8311787103582627,-0.7130593603898451,-0.6210816558006724,2.1855594394183395,1.1523516713087376,-0.5439880020159625,-0.48714442341002173,-0.4104773807915206,-0.34987338921304606,3.5798786012453783,-0.26001653402053854,-0.25992337375806207,-0.19334203574528608,-0.2319926750647515,-0.20248543892388876,-0.180661999223031,-0.18035361932495356,-0.16814187798622007,-0.15528948102019086,-0.14255982300081155,-0.1267417030940516,-0.10992581682060508,-0.08962182414931404,-0.08960181464210742,-0.08901602825483418,-0.08916041822136604,-0.08905220998633447,-0.08961017301063519,-0.08962235807291971,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.06324555320336758,-0.0632455532033676
