sample_id,class_label,S,V,A,PR,SPRO,CONJ,ADV,PART,APRO,ADVPRO,INTJ,NUM,ANUM,COM
amphibrach_1,amphibrach,-0.946023959902077,0.7668480957918272,0.5344688259582221,1.1581951418656684,-0.7373280365074184,1.7078640153810214,-0.07670648304834335,-2.0786224947258143,-0.38286959450869407,-1.0562670679049588,0.022442085360546118,-0.5195596601231702,-1.0029451346263176,-0.12668946427931843
amphibrach_2,amphibrach,-0.43304737478996874,-1.0979972745398567,1.4571250341158997,0.20040814360710413,-1.534798009828546,1.4855057204784348,-0.08982548163262488,-0.34390384949338426,0.5326474009253401,-0.5934539781165818,2.8031375761447937e-4,-0.12992810506561606,1.4285153530081696,-0.12668946427931843
amphibrach_3,amphibrach,-0.807997530299062,-0.27964703299383176,0.26267361357247865,2.696457494848255,-0.5354466944900692,0.4138971920822276,0.5876617325856497,-1.6251543690783479,-0.2978491292159641,-0.45379949100865496,-0.5831363772199539,1.9145497907762772,0.21325852183842314,-0.12668946427931843
amphibrach_4,amphibrach,1.3211075520315898,-0.23094542768941917,-1.107855645544151,1.2384025081961652,-0.8307192180290762,0.25694221196279154,-0.6689938047523142,-0.11434998957547783,-0.4989552233851801,-1.5253266901582678,2.022666422177441,-0.5491046892805218,-1.014000609928412,-0.12668946427931843
amphibrach_5,amphibrach,-0.7429704647285393,0.9729238260229198,0.10677569738839894,-0.18125844183836556,0.11476610520821535,0.723052685970183,-0.1528993369623143,-0.34077115527930163,-0.3086245603140482,-0.33409938603789613,-0.585551674071226,-1.351250630174288,0.21024611716311828,-0.12668946427931843
amphibrach_6,amphibrach,-0.5049561234736873,-0.48215799854501823,1.3303348640390404,-0.23148032777105867,-0.39219389513829206,1.0648143827690513,0.4826058137423605,-0.5697549072270185,-1.0786560245372132,-0.015618348088007867,-0.31223855691072755,2.264242159405202,-0.41338989181175995,-0.12668946427931843
amphibrach_7,amphibrach,-0.024639120886173555,-0.19017450153410126,1.1364621484471213,1.3031981754117503,0.25834321454029735,0.28837715161944455,-0.2042589111601881,-1.491800881003538,-1.4447195100276027,0.11806486555481815,0.024166676193768877,-0.5181910284543532,0.23077422770140982,-0.12668946427931843
amphibrach_8,amphibrach,0.6210997637559038,0.9943909839899262,-0.08578000343814494,0.0797627123451128,0.08943760427295461,0.09429228719118694,-1.1992848308761552,-1.0467277406084223,-0.22693441631515196,-0.004666975530137391,-0.567240949814859,-0.9286062464150607,-1.6190366219157555,-0.12668946427931843
amphibrach_9,amphibrach,-0.2128464520826709,-0.05403532212611778,0.3123494642375289,0.66775221121559,-1.997294970143072,1.469543686045828,0.7791781579731294,-0.6675600750078865,-0.891777606757072,0.21640887000852907,-0.8964659927646514,-0.5608879037063247,0.7834707487611134,-0.12668946427931843
amphibrach_10,amphibrach,1.245545855184044,0.21328093265422277,-0.7339541769114489,0.8729323228302119,-1.4480366587006717,0.7103258335139955,0.2096936707831619,-1.626744197198257,-0.08164231540890317,-1.5652740392066329,-0.5666227151199418,0.3098413873706751,-1.001406188363313,-0.12668946427931843
amphibrach_11,amphibrach,-0.010720565099913395,-0.2525590649920954,0.2841523471967642,-0.18586941865472767,-0.9833611557999737,0.982857671861645,-0.10930098811139144,-1.060977440879759,0.10834557476811678,0.5600032522635066,0.8209109784292354,-0.5699345619817083,3.158896715903783,-0.12668946427931843
amphibrach_12,amphibrach,-0.3262474770768447,0.3687230624572279,1.1986610800391546,-1.0932597337805032,-0.6821940601709963,1.3242532662921878,-0.15591449542122723,-1.4224668244270324,0.11066725832242665,0.049253011624140614,-0.5861542578891942,0.27729098546328573,-0.4000158319461856,-0.12668946427931843
amphibrach_13,amphibrach,0.08247341068628576,-0.40353766848473377,1.034591044410078,0.23207356889617362,-0.4636871438864191,1.3860369556882712,-0.6985814405398546,-1.9381782395019078,0.23676532881597231,-0.6042579906542482,-0.003927396371052607,-0.5404864255291546,0.2057460366241789,-0.12668946427931843
amphibrach_14,amphibrach,-0.06040338705675949,-0.07087380457252226,0.13047884435142984,-0.7978660722716623,1.4838317762351605,0.4270601504319226,-0.26653061119071686,-0.46205105001422325,-0.35137429022380084,-0.6257336676788965,-0.012291272608844214,0.26232580859615606,-1.013259446990085,-0.12668946427931843
amphibrach_15,amphibrach,-0.2121216359668748,1.0820446189136348,1.1027517284850588,-0.29230825415659745,-0.06151449068003515,0.24166292614179935,-0.17994686407162758,-1.2399727805691136,-0.9808430857464592,0.08345989603678641,0.30706798636292837,-0.5277239439128577,-1.0060001337368436,-0.12668946427931843
amphibrach_16,amphibrach,-0.2834399770918319,-0.5027432525270028,1.2854689531399304,1.0643025859904498,-0.893947336192503,1.3420637320312017,-0.3717330453669571,-1.0799199386175038,-0.18708239147867223,-1.2475400424297622,-0.29726312874187283,0.27128283494728583,-1.6190366219157555,-0.12668946427931843
amphibrach_17,amphibrach,-0.46571368054565065,0.5634699222006603,0.7944317624920596,0.8953748426338688,-0.15898360180647933,0.5823723831262942,-0.333595094914687,-1.6199293221040754,-0.1513823522776382,-0.7071657133430611,-0.5819257432605089,0.28433804018195635,-0.39649990877775254,-0.12668946427931843
amphibrach_18,amphibrach,-1.107816194183558,0.5607181688444769,0.4411560864669065,0.28871435990608163,-0.29220225756548496,1.911376756072363,-0.1241312292480826,-1.356109273779582,-0.4558440500374105,-1.3384156757469488,0.81513927962362,0.22330050741003638,-0.4269528120379198,-0.12668946427931843
amphibrach_19,amphibrach,-0.17404786645035103,0.6349122588184537,-0.08849046064976836,-1.6504350826772856,-1.846568881623454,1.6153653399987022,0.672063051665614,-1.0731636441568708,0.3761966497194016,0.9958562905455546,-0.6034163392714085,1.0533715420782537,-0.41436889849475134,-0.12668946427931843
amphibrach_20,amphibrach,-1.6425445824152838,1.0307468787810485,1.9359379555775131,0.43023500630149386,-0.08473442971535597,0.029589720212296063,0.7220866918471196,-1.4598875550933035,-0.9780690899945664,1.5491126893164588,-0.8860791286824151,0.6682080045576156,0.19903727685013495,-0.12668946427931843
amphibrach_21,amphibrach,-0.5120183040984356,0.7850136935252322,1.1761998385604928,-0.21385329571285758,0.0800627658496233,0.29603642291843857,-0.3365432826951816,-1.7667066931977282,0.4803923091312953,-0.45157138071088726,0.005352441436602574,0.2833288302981458,-0.397003424722208,-0.12668946427931843
amphibrach_22,amphibrach,1.192054922902819,0.03167522703870845,-0.9335594279758374,-0.05146304114080204,-1.990679400588842,0.834247621733279,-0.025407180583809814,-0.2775720030449158,0.4550308019647413,-0.6772482669572079,-0.8691642283337484,-0.9337343745182313,0.8402228913755276,-0.12668946427931843
amphibrach_23,amphibrach,-0.050514299335805125,-0.9130162719080028,0.5835736514907783,-0.27648057230050843,0.22585937336815126,0.8361004950961523,0.6232260422378892,0.008888921803056903,-0.5841063938801736,-0.517626058252949,-0.6004691782711342,-1.3595375802102505,0.1916407190846106,-0.12668946427931843
amphibrach_24,amphibrach,-0.464820015677129,0.06978926788101186,0.40314466496277607,-1.3052259149216068,1.0061456855003112,0.910402845812961,0.033077846430544774,-1.5023374296286565,-0.10863428070366674,0.29874041921327543,1.4620352606055995,0.6810010070955497,-0.4015164730499643,-0.12668946427931843
amphibrach_25,amphibrach,0.203600154422992,-1.1618402503334644,2.417706640116998,0.5670008771000676,-1.338446231749547,0.9381610067755338,0.025679965956552194,-0.29346980467707756,-0.9051914720711042,-1.334932645850543,0.30901944101418494,-0.5263688573836622,-0.3919495239893977,-0.12668946427931843
amphibrach_26,amphibrach,0.9492630115053924,0.20893765927446817,-0.5547893042839248,0.9374282801558547,0.3702982628086017,-0.14009426259331634,-0.37706492740802305,-0.9622072634303542,-1.3718327624677304,-0.5920461953252377,0.35278331870285273,1.1740649556760487,-0.36920654492083843,-0.12668946427931843
amphibrach_27,amphibrach,0.6128842999949409,-0.059634839739965084,0.40984734170436427,0.9628012490166461,-1.2396966427819314,1.155653101755091,-0.2279721393549408,-1.6433744682257034,-0.8085888815569359,-0.5977809053053124,-0.0014048430574626451,-0.5384845325092272,-1.010026645974472,-0.12668946427931843
amphibrach_28,amphibrach,-0.44284646560945085,-0.4956371279602282,0.7999976089504359,0.9009464952067728,-0.4936647205578509,1.323395891280155,-0.32050181851275944,-0.6645171706311245,-0.8308345854087218,-0.23327519801730232,-0.00895393205359293,0.6716855892965947,-1.0122684004871394,-0.12668946427931843
amphibrach_29,amphibrach,0.693218213203463,-0.4912508388360849,-0.4130278520767179,0.9970125373526058,-0.8975372549941393,0.6251235559553576,0.5411967124438136,-1.1195595419952575,-0.7255956501664786,-0.26506627857282017,0.02675894506168373,0.7212835019783599,-0.3842898042769984,-0.12668946427931843
amphibrach_30,amphibrach,0.8703679353144106,-0.23345671064126203,0.4795459675500656,1.0274315366513225,-1.1892185680349514,-0.1804533298430657,-0.57165301560115,-1.218018442327867,-0.0435792710759866,-0.14971488276474915,2.2924683655150884,0.2475428376162069,0.18723160218282395,-0.12668946427931843
amphibrach_31,amphibrach,0.31687236902568267,-0.4244268351252762,0.42582826685918856,-1.09736915731841,-0.388093935386364,1.5642360338156551,-0.8556292024635871,-0.9622680897427474,0.3512516465556066,0.07364618120175857,0.30317473772700576,-0.530427408622094,-0.39498686829119556,-0.12668946427931843
