sample_id,class_label,N,V,P,A,D,J,R,X,T,C,I
dactyl_29,dactyl,1.6907237059446616,0.4111483677311368,-0.6757528321913426,0.6011941556915088,-1.7013823887308037,-0.503159041833078,1.4889069243439932,-1.0220729795899235,-0.5598353960134962,-0.013252364256294278,-1.4332611394373802
dactyl_30,dactyl,0.5021581980366243,0.83714449988381745,0.3691750648285416,1.1813054848005369,-1.1066795108605663,-0.6667633043374064,0.49485659568905066,-1.019726879536073,-1.7142750861594014,0.14090423345872216,0.2303042274711007
dactyl_31,dactyl,0.6542562104946831,0.6914769752122087,-1.036999945501142,-0.5629421520153389,0.4608092024094794,-0.8988858172540601,0.07548883840445678,0.3242681332100096,0.2852877831734498,0.8064445724940047,0.23484942063856226
dactyl_32,dactyl,0.788621298356731,0.5585138557835946,-0.5238676595437848,-1.8781782969651866,0.23058519549415396,0.09386908461643387,0.964146443350572,-0.9899305692314861,-0.08378541463803946,1.4035586418275987,-1.2558934889006141
dactyl_33,dactyl,0.41166681115009285,2.146460521361074,-0.18033527597967217,-0.11387588396645426,-0.4338067057781798,-0.8707452126975146,-0.6730423687019882,-0.5667673810013704,-1.0718182281685424,0.611094293037314,0.4628497969087386
dactyl_34,dactyl,2.8994336194854045,-0.5175210207774626,-1.0454802143390114,0.18701619241574538,-0.3875401135910436,-1.7363649177478657,1.659330794494901,-0.7808920184244886,-1.3819233502022126,2.1561578428807193,-1.445345778026984
dactyl_35,dactyl,0.6247904355635062,1.9771532513732275,-1.9959321168645634,-0.455569721064659,-0.40722468246924765,-0.6225342552992608,0.5561488073654343,1.159112200469356,-0.4781252025566237,-2.2239746552258777,-0.10487192596076651
dactyl_36,dactyl,1.6870546767861878,0.8837525127211445,-0.5945435081925254,0.35945702583697275,-1.7433238057134304,-1.0713051567775804,1.183086342531259,-0.6099097778626086,-1.2900282371553322,1.619425603065379,-0.3333176109166214
dactyl_37,dactyl,0.35659719397488115,1.6411901376211673,-0.22000793969307744,-0.8787660875610371,-0.8060316519636107,-0.5014835336836356,0.47502766032480115,0.13126992824869055,-0.31039424767558904,-0.05947977573345952,-0.6009907023174178
dactyl_38,dactyl,-0.162486159576154,1.4566863200932454,-0.4748371254343315,0.8366294782194521,0.12310533948808128,-1.1009982956063207,0.7421114248177322,-0.23827462419101267,-0.5636540898523119,-0.6861891062358223,-0.5776857311467914
dactyl_39,dactyl,-0.5004669929340155,0.5830031788136288,0.2917153784654603,1.7705939326032263,-0.7684687431247911,-0.5017406811214623,1.134244947965833,-1.1647699457196046,0.8814693250286785,-0.30201778568962756,-1.4541230769749702
dactyl_40,dactyl,0.15341430742133574,1.8918062886636622,0.3772981021139209,-0.8849181065874384,-0.7027916259753252,-0.2872103865669077,0.7889749586501171,-0.6665656128575173,-0.9469224685313341,-1.6136036917122334,-0.8209473780749634
dactyl_41,dactyl,0.9364721338243798,0.29499780039715645,-0.8156139035931307,-1.4212974852922462,0.20543009736079043,-0.7504936238009335,1.4808272136049843,0.7973927785039874,0.9539942221441717,-1.8147033585860957,-1.2286644079145712
dactyl_42,dactyl,-0.3061458317669462,1.2451311519901926,0.23228608936623177,0.19746076179364186,0.8681410122027452,-1.1923781440358545,0.17993905330712737,-0.9424392918077845,0.7001721496152595,0.2182850367052731,-0.7867292229594891
dactyl_43,dactyl,1.9837442910454466,1.2905740918312754,-0.6215668907856755,0.6011941556915088,-2.1596861052810867,-0.6778489784574963,-0.2830572239351601,-0.09126520759207313,-1.1837309618172007,0.6572315030153313,-1.8618629880819992
dactyl_44,dactyl,1.6048733072466541,0.5864114931082804,0.28203187123209456,1.063394904403572,-1.3123173539957598,-0.9511386105363301,-0.3875307359713816,-0.8749096954795913,-0.8674676957526749,-0.33656869550980517,-0.2770525951687924
dactyl_45,dactyl,0.17864801489021748,1.050666471636823,-0.8769853550451997,-0.5878176636465415,1.7047976929247077,-1.3250018505478047,0.7147998131285292,-0.4328711133458352,-0.5425711103185462,0.6734391283056119,-0.13845822645182218
dactyl_46,dactyl,1.2291042068390587,0.6786132293990987,-2.0917261280483164,0.5653195407271812,0.1933378447289511,-0.9290817644910844,1.4787719119503442,-0.6397872546689062,0.2515867906634213,-1.1160981190219612,-0.7801578974844339
dactyl_47,dactyl,-1.4074804127972467,1.0807741476839645,-0.09271299498325639,-0.26449208778706373,0.6123165760758753,-0.8403127770719722,2.149077250549478,0.4876708737974756,-0.6752907508215509,0.5488425918521671,-0.20762571717079883
dactyl_48,dactyl,0.09951546808117617,1.064211255772266,-0.5677559385938922,2.1643933083147435,-0.8213370552781378,-1.3093168315478583,0.6871033661874011,0.2393610824614617,-1.4103383586094418,0.529437432580918,-0.5301755400981661
dactyl_49,dactyl,1.310896546875064,-0.21923557737325003,-0.8227765894852718,0.3653606338865637,-0.980670995713607,-0.6735943736585253,1.128551354161007,0.05599285072627269,0.22451872281350793,-0.6812792081947183,0.497984357425785
dactyl_50,dactyl,0.24245839277728076,1.195787784832282,-1.4385871559098684,0.198609707618662,0.16794008905972008,-0.6400948309452164,0.907457941389042,-0.3340218944956011,-0.433327604962619,1.0746654136634508,-0.8011543828091066
iamb_1,iamb,0.4220632495205079,-0.6500906849945992,0.6393535466538603,-0.48219519493366464,0.08348094519997612,0.9297680009757215,-1.4190430786513537,-0.8669340162222077,0.5493185716344448,-1.2832668478011917,0.8117998697815566
iamb_2,iamb,-0.851550311821359,-0.48150417417028796,0.705085250822197,0.44492164910162507,-0.04932721639095153,1.0812893313565775,-0.7687219523971143,-0.5523946226188372,0.07949537740600428,-0.17496342486991195,0.4052394759301005
iamb_3,iamb,0.9042384380871706,-0.5798720019923405,-0.021663636582517555,-0.7803792329866361,-0.1501371949559724,0.6845063913726797,-0.3671633971005137,-0.2965665981796002,-0.9676894552120345,-0.7358126484033856,0.5960091018800244
iamb_4,iamb,1.1788664958905737,-0.9736932660474018,-0.30565150142167347,0.27490756427446184,-0.3713864630466642,0.521560185087052,-1.326471246934158,-0.5098958254281004,0.7512395195563615,0.10477842310978759,0.4779628703125238
iamb_5,iamb,-0.1883066143580198,-0.7886049786283974,-0.30076884724457376,1.4996229822375204,-0.03364303240488694,0.28153474013119917,0.7102096528558702,-0.5098732664221878,-1.2053108337962861,0.6260669142311255,-0.3001285084408578
iamb_6,iamb,0.3663990787563157,-0.46006487155240966,-0.6376803822327818,-0.645833634799102,0.8727044148114266,0.8353328579565341,0.6319545443771936,-1.196958329119355,-0.2356554520006946,-1.7119066662699771,-0.3447219518044702
iamb_7,iamb,-0.309312750580872,-0.6104074276130601,0.02230311451698455,0.2927398680839962,0.8761528620107332,0.40279482963829816,-0.7008545816807891,-0.4304312644325473,0.5304927016149896,-0.9702961682001161,0.9032100061177025
iamb_8,iamb,-0.6331430859703399,-0.5281219849287698,-1.0610600627213536,0.0934546241519556,1.2207711092863998,1.3938142949124728,-0.5712276823568941,-0.3966011854342319,-0.21492520483281297,-1.1382921154099779,0.5683828112267018
iamb_9,iamb,1.040666540147947,-1.3425639358742,-1.0954358961507666,0.42404396523503934,-0.373917301962333,1.2742216155447132,-0.059598515991764536,-0.604252746381568,0.48860283157273243,-1.8783844540135708,-0.13528903006732912
iamb_10,iamb,0.1501085837127247,-1.6805087983064169,-0.11883851333334305,1.260796290332819,0.5231385215831679,0.40031842498986203,-0.914658679130337,0.7512996654388292,-0.8257498033844266,-1.3015478526499185,1.1510921695522027
iamb_11,iamb,0.003312124296350452,-1.1065178505182365,-0.6617893827238827,-1.3167936855010993,0.4933212197775822,1.4835169553898666,-0.22103742173981342,-0.013975514283733465,1.3916246338540865,-0.7490888108122095,0.5815817313653229
iamb_12,iamb,-0.9426505985955,0.3475224383083892,0.25378663374310456,-0.6635383646465133,0.8115429549664429,0.445644609616168,0.4955112599900602,-1.5614572520915675,-0.01471566122438518,1.1887579117640203,1.1603374750125377
iamb_13,iamb,1.8763613366606546,-1.2729535831748096,-0.717578841707028,-0.20188886743544252,-0.6155408257475594,0.35762880865631264,-0.16985738532626887,-0.22999789881993904,-0.2324040735223549,-0.5000464907620196,0.8275354001468106
iamb_14,iamb,0.027977459954452912,-0.07128584033485566,0.4091389350368248,0.18832282847978002,-1.2231649944091147,1.0114113874057884,-1.0424666874712274,-0.4752608907881072,1.467493097976753,0.7285308875288385,-1.4247438564266992
iamb_15,iamb,-0.4507393025031809,-1.36154361761071,-0.4017116897410276,1.9843838500932311,-0.06303073751168942,1.4588568812554379,-0.5178312748199255,-1.317784224431644,0.3834433277991467,-1.1055429837081912,0.9758248743960815
iamb_16,iamb,-0.9411948500994973,-0.3392525640302686,-1.2307160359996776,0.36630801066360413,1.3052164663577774,1.5279254566059979,-1.0411606217964204,-0.25295152495017154,0.2791614187846231,-1.2841041388234273,0.4422221132918526
iamb_17,iamb,-0.036192339884828,-1.8879019842342186,-0.09260163572082578,1.1347202482082037,-0.5034385831741826,1.499923576989107,-0.44504609642430015,-0.337072954221869,-0.022122943517649454,0.6875544992387465,-0.008630776798419781
iamb_18,iamb,-0.4786572242157179,-0.13768032064827482,0.08165308149823707,1.2453248152032204,-0.0679018499373097,0.5096566042709927,-1.5054398925708903,0.026189372552290598,1.232363537757267,-1.3268209006121563,-0.15471097048521115
iamb_19,iamb,-0.9203897121277472,1.2102388001617528,-0.12379592959539941,0.12737653758880393,0.7205047605558573,0.3836904760810084,-0.7071703475436867,-0.5221099751290394,-0.5498652339380852,-0.5323991361704743,-0.6728759529199759
iamb_20,iamb,-1.32546942472641,-0.0457434020361022,0.08812508514691444,0.9323645570199267,0.41858549705270015,0.43855885015038215,-0.5061469875002174,0.17407520262019374,-0.11697996828681381,0.9050929727689603,0.1885985993275686
iamb_21,iamb,0.34950816017083697,-1.1746616239210619,0.026716545443523358,0.3129616754802363,-0.051555574685961246,0.9273574391913293,-1.2949877301828143,-0.5606469045824423,-0.12300655623100051,1.0209580453914424,1.3631558240233468
iamb_22,iamb,-1.0923329236827148,-1.5641198135326317,0.8829272808241297,1.0194540269065244,0.5220097209065704,0.9740623460636092,-0.953825662645318,0.02109343794196635,0.6998939294927915,-0.010945015003786938,0.20393994135890517
iamb_23,iamb,-1.138171019783207,0.3258038009806796,0.907184499749112,-0.7587164481912132,-0.017129125592065007,0.9924382032160941,-0.6227404198999554,-0.5423764838568095,0.46186713988265066,-0.26321037368739714,1.2158964971728827
iamb_24,iamb,-0.09262457744921547,-0.882600082845692,-0.34181576666311225,-1.139578469264448,0.8969082561043662,1.11124789264927,-0.05652711727219694,0.0952133219639734,0.4527976693328412,-0.7561864697145954,-0.6938043620096318
iamb_25,iamb,0.8790314802969219,-2.2977430917321393,-1.5554215266364384,0.8613042027933095,-0.27862409248875153,1.5559314468763603,0.5604958648335304,-0.3408451831730936,-0.2182000495851133,0.2835406409244596,-0.2767264292587075
iamb_26,iamb,1.0224676619054631,-0.607836583806228,0.3052747430426551,-0.6665734497945863,0.1758527858137234,-0.2793857343816073,-0.4075784131997471,-0.7371617407908314,1.9540805438173328,-1.348382258326772,0.897195223612996
iamb_27,iamb,-0.8172279195569451,0.46996502577817734,0.8022345465590573,-1.0988938165466402,1.2886339990158269,0.4851379456229514,-1.3091768231982024,-0.9681043886669148,0.5822445303905999,-1.2697869823997325,1.9431724592293933
iamb_28,iamb,-0.8650064091059831,-1.1493435734156963,0.47813639682063597,0.08908514691317382,0.7283072628951037,0.9225415635799853,-0.5398612927154577,0.2357437637749284,0.945063641566902,-1.4777260167790671,0.44008351541497254
iamb_29,iamb,-0.7168243046334339,-0.5989165055893984,0.5457779410157031,2.298415277668465,-0.7088539359188802,0.659285715054419,-1.1911493676611071,-0.6971517639102127,0.8397592021397347,-1.3260143603546068,1.4736678693111258
iamb_30,iamb,1.5689585939615325,-1.7891008559994048,0.9331171111297223,0.3762461930211055,-0.7417033477222303,0.13485199865216646,0.3143957129266284,-0.9952419204399277,-0.9985328401693668,-1.5123892052472772,1.2968959253497319
iamb_31,iamb,0.31802759894473565,-1.0553174725080896,-0.019855031646962663,1.059810368047376,-0.27038977485430554,0.17664741742299392,0.037604588845749076,-0.3760296768030797,0.011049435440873799,0.6367810146889635,-0.11033811314704373
iamb_32,iamb,0.7777234904692331,-1.6500239822917122,0.553219593643017,1.2110129824531806,0.25679091495449924,-0.2654922774230451,-0.2523228849558158,-0.27082345188288126,-0.5433072404275574,-0.7193013794000734,0.24704411890174216
iamb_33,iamb,-1.114337936843079,-1.3230767865756543,1.209813724992291,1.5481345131874296,0.7404558959233174,0.8586385987371516,-1.822167109139168,-0.9428992415871476,1.753777327175241,0.3671182912151089,-0.5176741775090506
iamb_34,iamb,0.5396934807489129,-0.7725448154133082,-0.9365693624567811,1.430066745327481,-0.15032104190934006,0.605260647242795,-1.3834100049494413,-0.0725108622389881,-0.2545036848592972,-0.7842258602741794,1.4399165765827269
iamb_35,iamb,1.108674002046545,-1.4401258581537597,-0.5715490987189088,0.13548252188942028,-0.5043740350343044,1.035344188476467,0.2938723425050879,-0.15827602352485728,-1.0072605012974032,-0.7632487414287213,-0.5176741775090506
iamb_36,iamb,-0.3241713624610911,-0.48907781850071974,0.2644871845733703,0.1981700960657064,0.27574427252234607,1.1875108337627942,-0.6957893103854276,-1.362979603689141,0.4429333145263143,-1.3268209006121563,0.74915625665468
iamb_37,iamb,0.5858486423422375,-0.4694022378489867,-0.04655296218775879,0.13477195116867605,0.3918691505729549,-0.06368711048951634,-0.04662645837968536,-1.353308911869578,0.06288952943264253,0.9484614506055558,0.3958792017582593
iamb_38,iamb,-0.005935994763919969,0.26036138458399,-0.6887922298558062,0.46524121409457586,-0.32211422216682256,1.0130748744041504,-0.7550282450699414,-1.120093049368389,0.05004754210905583,-0.005842382122454338,0.5694784078656591
iamb_39,iamb,-0.2520554978063155,-1.2724448726614592,-0.88475574904176,1.6640725093228774,1.2739544377622982,1.024777823695618,-1.6674243434149747,-1.1105391490114114,1.2244242782724521,0.06449549239933978,-0.10772695976874298
iamb_40,iamb,-0.482049329811484,0.18152583305276698,-0.07747663623779708,-0.08485286955455779,0.372266761414726,1.0407366125764934,-1.0227354687499544,-0.9505499555227497,0.11678373873136652,0.23179266054648112,0.05987997033160486
iamb_41,iamb,1.3553632330508802,-0.2216605168859335,-1.7512753031028256,1.076834974654631,-0.7629168281140623,0.5904756393866684,-0.5840885580305987,-1.1966543650959907,1.3144414815444558,-0.3425236834302419,-0.30729158976702103
iamb_42,iamb,0.10372144397332546,-0.8280490621938,0.3483101803049764,-0.19610035584369193,0.22982240635068693,0.1753212419902177,0.3264630410551847,-0.6464521776407789,0.9989194560891345,0.3047163256906072,-0.1934255078691912
iamb_43,iamb,0.07447160509909165,-1.6787199996593258,0.14805519242598505,1.1571964533607164,-0.1860570231518979,0.8998572946907334,-0.18781072672714794,-0.39194684770806665,-0.8682775224182355,0.18544495971098965,0.7526388703018833
iamb_44,iamb,0.29377208455740633,-0.7233428170690174,0.2644871845733703,1.192967079246344,-1.0558844520088195,0.9222635265703496,-1.1317550084852925,-0.3362025342933004,0.3113616106544888,-0.19564818939908596,-0.6970313067691458
iamb_45,iamb,0.09517543969345023,-0.49907995852427733,0.6151880258988575,-0.049319046798902554,0.12965829297638,0.7983857753245103,-0.5957092726222056,-1.3365951541081695,-1.6960121832798756,-0.0425101288714167,2.1489066047392087
iamb_46,iamb,-0.1263326306699154,-0.8548805002632298,-0.16046537017017118,0.3970847425001627,0.3112041955931032,0.8291876671139317,-0.26625574763603904,-1.1239661380630606,1.2278653598471194,0.5555127966557474,-0.5176741775090506
iamb_47,iamb,0.8136050229090755,-1.019929124952099,-0.6004283116952681,0.541074532061875,-1.15780944547563,0.9164882634160331,-0.019623302155478466,0.14761877908644128,0.11303068063910954,-0.1527852754050868,-0.6741981397176149
iamb_48,iamb,0.43731177023598194,-0.686100475857739,0.23398238214337003,-0.17158666613737597,0.10645250594677341,0.4266602374521674,-0.7293506436029128,-0.23309386786208208,0.0281811915650751,0.917856222455314,-0.8841578125795772
iamb_49,iamb,0.8682839637410293,0.15999945660505707,-1.5520022546457901,0.5697079121092893,0.6364412996379114,0.6154163746470683,-1.2080524077365644,-0.9804841399816381,-0.5118958605493371,-0.506796206346017,-0.47280903614726166
iamb_50,iamb,-0.052630621943286646,-1.3135114861026045,1.6173612494244818,-0.6662017025628557,0.5086599777450024,0.4267549369334249,0.2930692914797959,-1.1613476908838942,0.6069499403564965,-0.17618715350724837,-0.5048542318087933
