sample_id,class_label,1 2,2 2,1 1,2 1,3 1,1 3,2 3,3 2,2 4,3 3,4 2,1 4,4 1,4 3,3 4,4 4,1 5,5 1,2 5,5 2,3 5,5 3,2 6,6 2,1 6,6 1,4 5,5 4,3 6,6 3,4 6,1 7,6 4,3 7,7 1,5 5,6 5,1 8,2 7,7 2,7 4,10 4,2 8,4 8,5 6,7 3,8 2
amphibrach_3_1,amphibrach_3,1.3654145566497555,-1.7218550832974258,-1.5829369317974438,1.8296733821031812,-1.400002472564186,3.8245714561379693,-1.8017975483878041,1.4681969757603546,-1.4730756242911343,0.6031073528837138,-1.3180213530177893,-1.530351492309074,-1.1750698620583595,-0.558279969613707,0.6063654069469835,-0.722106538075784,1.5705305689882294,0.03614312837007898,-0.703913399069587,0.5292010951488926,0.7842762846338612,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_3_2,amphibrach_3,0.9810180814784268,-1.7082264468123334,-1.9921570546268899,1.2407193576089315,-0.8526056581821302,4.353119478229879,-1.5961941327301599,1.6996402837947442,-1.4379931142489397,1.3478946177237272,-1.3581837446833835,-1.2409273828531047,-0.7282307016357471,-0.8984795442467973,-0.9222253825746023,-0.722106538075784,3.4073154166973767,0.07151659267077103,-0.703913399069587,1.6325581598602938,-0.5058384516802927,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_3_3,amphibrach_3,1.2549717165016607,-1.717605837969591,-0.6916430112470137,1.5693857311697537,-1.5887029262767756,3.6368364062220566,-2.12481164330596,1.4864128329711932,-1.4408535274837968,0.8192820744839077,-1.31811492802167,-1.3391435030085028,-1.1760305517330634,-0.3893691370081348,0.294475293587815,-0.722106538075784,-0.09422278097910611,-0.8091181406755256,-0.703913399069587,-0.48893934848915366,-0.5058384516802927,1.3581993234114091,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_3_4,amphibrach_3,1.2358458613461034,-1.7203516173715414,-1.1321815046941057,1.6807040164409193,-1.3949807151050402,3.738490237841034,-2.002385939247717,1.4643601514750388,-1.4404902938598352,0.7363047583488246,-1.2373013446514658,-1.3996724207197455,-1.3116108457777458,-0.7278217913673581,-0.3154964202827157,-0.722106538075784,4.081118161005926,0.8869496915893661,-0.703913399069587,-0.48893934848915366,-0.5058384516802927,4.9239674190914275,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_3_5,amphibrach_3,1.112563331815214,-1.742782378795779,-0.8363784350149606,1.38384195629392,-1.3092064766516767,3.8263263110049524,-1.7847949635777078,1.4282243421857161,-1.4726466405803091,1.1040582783057336,-1.2767945534329932,-1.5235365932261127,-1.0303420156075467,-0.8984795442467973,0.6308775502578324,-0.722106538075784,2.446007646909896,0.9038060212048713,-0.703913399069587,1.5743249106959454,-0.5058384516802927,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_3_6,amphibrach_3,1.1349503088049318,-1.7815973129799119,-0.5208159527151676,1.4330496536026138,-1.4968044297335001,3.6337910314654955,-1.5727464977781629,1.4731861446652093,-1.4731660936418205,1.0378158445956027,-1.318133590721559,-1.4676831666376893,-1.3132807252936396,-0.8984795442467973,-0.6285519911280927,-0.722106538075784,1.563560216799563,0.033780963668507726,-0.703913399069587,1.5416509540996282,-0.5058384516802927,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_3_7,amphibrach_3,1.2055834008018325,-1.790276844277584,-1.5456144958779645,1.5716588478546578,-1.2574483215068817,3.9550153757672426,-1.8107244123812445,1.496654122200475,-1.439657890654663,1.2211170293019369,-1.317373265064951,-1.3260850835725102,-0.8890951762886804,-0.8984795442467973,-0.616879015557056,-0.722106538075784,3.300427671701592,-0.8091181406755256,-0.703913399069587,3.649340081656185,0.8050944626284894,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_3_8,amphibrach_3,1.212250514821694,-1.7357679660066416,-1.037888691319927,1.49366830928612,-1.206381746697081,3.834475475865909,-1.7371806255949296,1.4315088203643336,-1.4729237099348673,1.0698083908526148,-1.3581837446833835,-1.7862855710265768,-1.311222595625709,-0.8984795442467973,-0.6239353868055824,-0.722106538075784,1.5822350474404947,-0.8091181406755256,-0.703913399069587,0.533978854152356,0.790330319060488,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_3_9,amphibrach_3,1.417776416770462,-1.7031750320060814,-1.0639478850304782,1.5562219575982355,-1.468190225312696,3.3475773442421914,-1.7798540020468743,1.2902697882568512,-1.406668785732543,0.8875355109885861,-1.3581837446833835,-1.3254023777290453,-0.6088452399371345,-0.7254706869333896,0.6380007940757529,-0.722106538075784,1.6131871375841431,0.05059890304259292,1.3734438362081478,1.5821662950538937,2.1185184608599488,1.392634871822811,2.345253182690384,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_3_10,amphibrach_3,1.3801785820103383,-1.7861703408966487,-1.7190860446088627,1.528023961319834,-1.145529658619203,4.063312581486514,-1.549141679441453,1.5248942478596703,-1.4726621571049219,0.8990318499430094,-1.3581837446833835,-1.2633581446586997,-0.7522093501501835,-0.8984795442467973,-0.6189536743775044,-0.722106538075784,-0.08166692844233568,-0.8091181406755256,-0.703913399069587,0.5422047810420939,2.1073457020080744,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_4_1,amphibrach_4,0.44637902994821516,-1.8108186365249386,-1.5541414532108895,1.7729048376456513,-0.1525011396877286,4.14688229625397,-1.744819530277949,1.9100682644107567,-1.4810606480327448,0.8301016756468225,-1.3581837446833835,-1.7056315449883355,-1.5873978704411476,-0.8984795442467973,-0.7789170234300028,-0.722106538075784,0.9553119641034339,-0.17234672018761588,0.06541048908305758,0.27806933899468067,0.4660600882382871,0.9252267236742215,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,3.6607458292463533,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_4_2,amphibrach_4,0.6663441032042307,-1.83224034246181,-1.8194557388239514,2.0152621768685974,-0.30246931358031853,3.731432225454493,-1.8375206490583642,1.8533203571072183,-1.3596851992790202,0.7276700501963024,-1.2074867931305664,-1.706938595751443,-1.2779712086999808,-0.6431808098305876,-0.7807079797969594,-0.722106538075784,2.81982836353291,1.0938307310664717,-0.703913399069587,-0.48893934848915366,0.4623128453574234,0.9200795146517589,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_4_3,amphibrach_4,0.8203659880861512,-1.7755664840911647,-2.5481704243881804,2.034839605415736,-0.394985483393921,3.743583000980253,-1.5129683362876079,1.9148687265424786,-1.4317140156380523,0.8843301305534327,-1.3276916593798243,-1.6541802627827271,-1.1700010543902968,-0.8984795442467973,-1.0093595870142311,-0.722106538075784,2.232413983185511,0.4743601409036514,-0.703913399069587,-0.48893934848915366,-0.5058384516802927,0.9356416083132899,-0.3676465156556979,-0.34961435587803535,1.867547093732975,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,5.324117112940693,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_4_4,amphibrach_4,1.0189041094838973,-1.781142769009802,-2.2706285756206093,2.263846207195652,-0.3859118448633462,3.603099891243349,-1.8310192214130534,1.7553956136566096,-1.4574496231302099,0.5464917562441246,-1.3581837446833835,-1.7586885568829922,-1.2817211855562622,-0.6462748041881248,-0.7863157117857897,-0.722106538075784,-0.9236937891895005,-0.8091181406755256,-0.703913399069587,-0.48893934848915366,0.45057970983238177,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_4_5,amphibrach_4,0.7547695671172562,-1.8411899547482893,-2.0395112605553174,2.0666523667451613,-0.1883110145146513,3.8096819142070824,-1.8191861600309978,1.7728880402471439,-1.3600927864844243,0.7783294491804451,-1.298073517101393,-1.5635613858975341,-1.1759826235822175,-0.8984795442467973,-0.7820018434796872,-0.722106538075784,0.9428334218760429,-0.1765755412254594,-0.703913399069587,-0.48893934848915366,-0.5058384516802927,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,1.8356058448805785,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,5.245589024376268,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_4_6,amphibrach_4,0.8065395785102751,-1.807459416911426,-2.0196177381468843,1.9891909446644018,-0.45392275310788566,3.4373797362960756,-1.5717353000403862,1.759552805800783,-1.3837231003149013,1.1028909174712127,-1.2977779276436663,-1.5611957370141796,-1.0705999158997888,-0.8984795442467973,-1.0115793947390617,-0.722106538075784,0.32677672968616256,0.46218806025643044,-0.703913399069587,-0.48893934848915366,0.4643532063627715,0.9228821524603303,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_4_7,amphibrach_4,0.4351734362216142,-1.7795445971252668,-1.629023716031076,1.813942067259572,-0.07116692513863748,4.067207045241556,-1.6380326403156331,1.9219769860500473,-1.4324389340450958,0.6476500726095487,-1.297799137551335,-1.7063457334128398,-1.3807512726069835,-0.7706060735148018,-0.779895623758449,-0.722106538075784,0.32633765998150116,-0.1736882330116775,-0.703913399069587,-0.48893934848915366,-0.5058384516802927,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_4_8,amphibrach_4,0.6089734773947761,-1.7695436757623257,-1.7288417158904275,2.043368704214228,-0.4842571513687349,3.9041002292956186,-1.994146618617018,1.8532063624758495,-1.408578574317207,0.6681252146313592,-1.2680499076225475,-1.6599101769279234,-1.2789442485167768,-0.8984795442467973,-1.0127945235891318,-0.722106538075784,0.3202229009708813,0.45552502985322313,0.060034361283248704,-0.48893934848915366,2.389481936630613,0.9158975912550066,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_4_9,amphibrach_4,0.6665938064662306,-1.7808067165913088,-1.5909558741296408,1.9869219904122848,-0.6190360315752704,3.6575237957676117,-1.7300022735035876,1.8130478932401073,-1.3841491607744627,0.6569123160449925,-1.2377949724663202,-1.4665388256165608,-1.1754066134361079,-0.8984795442467973,-0.31928565544392684,-0.722106538075784,0.9454466906349726,0.45773826606345897,-0.703913399069587,-0.48893934848915366,2.3945490006633587,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
amphibrach_4_10,amphibrach_4,0.3362724876333803,-1.8312619043109946,-1.8467047204190512,1.9491031536501047,-0.2950782364904046,4.155673397837513,-1.7242874762049947,2.0523497545487253,-1.4323619467274509,1.0076800435558397,-1.3279596038904002,-1.8511221449226318,-1.2771011161537842,-0.8984795442467973,-1.2434259793324505,-0.722106538075784,0.3276557950772879,-0.17301818389990536,-0.703913399069587,-0.48893934848915366,-0.5058384516802927,-0.40977212551544007,-0.3676465156556979,-0.34961435587803535,-0.3613288322842283,-0.2228535288067079,-0.20598030395197092,-0.21717401400170472,-0.16317421009405358,-0.15561121346947485,-0.12867652479791838,-0.10854519236746252,-0.1088499415480415,-0.08124384719402415,-0.08163349043246897,-0.056126628632846495,-0.07142664533273486,-0.056516527189207605,-0.05785952276719755,-0.0580938797002671,-0.058271112786835375,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092,-0.04116934847963091,-0.04116934847963092
