sample_id,class_label,N2,P1,V2,J1,N3,A2,N1,R1,V1,D1,V3,A3,D2,P2,T1,X2,V4,X3,A4,N4,J2,D3,X1,I1,C2,X4,R2,A1,T2,C1,P3,C3,D4,A5,I2,N5,V5,T3,X5,J3,R3,P4,C4,I3,A6,X6,N6,D5,V6,C5,R4,T4,X7,A7,C6,I4,V8
iamb_26,iamb,0.3894453952970459,-0.16269113472716448,-0.26055176818622866,-0.1030675794449189,-0.4563188568669474,0.052997300665171776,1.5629527024934644,-0.26067931815585066,0.40986086654154374,0.7790770416558231,-0.6537247951507364,-0.6256306587598006,-0.7834702912093868,0.7021614564365062,2.329593501319016,-0.1283195024882856,0.2980546827450557,-1.0408540496025416,0.5931184164935405,-0.17357243118898003,-0.38944176600946356,-0.40570942771039625,0.05321922056295318,0.813188627961606,-0.5310165627345392,-0.32367053946326796,-0.5402818125756563,0.7967250239572843,-0.7450606436913486,-1.5260569522945087,-1.4247916659987307,-0.3797051542570111,0.18221875090755676,-0.29163709472811655,0.5149616336045792,-0.9707993490493482,0.20454806649439808,-0.6760106505919165,-0.6996438600564782,-0.6277956716575946,-0.4870375286715278,1.6209133273726366,-0.4267634328513194,-0.34854515550199605,2.724900456368735,-0.29811190067122273,-0.28543946811922594,-0.24839703006888686,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_27,iamb,-0.35137095424178544,0.5223178401034726,0.5381550799728996,0.5154718013633098,-0.40658775588608925,-0.13191151834420567,0.05015452577942837,-1.3768034584977105,0.4019504980896189,0.8238882670198017,-0.6376603501600528,-0.6441694767496534,0.41149620907516665,0.2784678512263012,0.4560235371509643,-1.2843852433028506,0.5522013732531523,-1.5122951017898616,0.6610396076605193,0.40136617414278963,-0.4251662578231732,0.02365587473272613,0.15836291482614287,2.0455075547485992,-0.2364104473549343,0.814992539064299,0.31701895926473506,0.5352876521574276,-0.1534434494225678,-1.0885781017733305,-0.2334719294563805,-1.3276866982365838,0.6473092418912644,-1.200571903418913,-0.2203766475203808,0.0906826983134087,1.3054193464577795,1.5795100333445344,0.5530539607099941,0.6154019912981928,-0.4870375286715278,-0.45423373373567905,-0.4267634328513194,-0.34854515550199605,-0.27162124091169626,-0.29811190067122273,-0.28543946811922594,-0.24839703006888686,3.343416787274773,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_28,iamb,-0.15846764607262098,0.136480326384344,-1.0553478894116493,0.830845297435283,-0.593876298661934,0.28344489304815934,0.1319156234654635,-0.5943690723987148,0.07791156496112263,0.8228285306376962,-0.32420845772315027,-0.40012634334464714,-0.3329798262242616,0.5128091371721523,1.0762110767138429,-0.5657367576766199,0.3443522203089704,-0.16956777276911078,0.7643133146853414,0.125385816417995,-0.18339640156760706,-0.17884946262791998,1.4575903091028288,0.7130755497455556,-0.9245723928892069,0.5565565391699322,0.3038244708883883,-0.9068075406190584,-0.16314682683880188,-0.6741893708529638,-1.0304227595018254,-0.8404530781179101,1.0549296574462415,-0.2662423268510515,-1.0091738267808925,0.08336478869806314,-0.8241595788657163,-0.6760106505919165,-0.6996438600564782,-0.6277956716575946,-0.4870375286715278,-0.45423373373567905,-0.4267634328513194,-0.34854515550199605,-0.27162124091169626,-0.29811190067122273,-0.28543946811922594,-0.24839703006888686,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_29,iamb,0.13240546485622845,0.013792663446466551,-0.7684231839880753,0.7675921479224881,-1.1098149903518624,1.325354795141752,0.42886433032262006,-1.1831534246333077,0.6293770004210151,-0.11378258329678728,-0.29404415010527074,-0.1800262310733808,-0.3595397692122368,0.5923220001705447,0.9851128222873369,0.004836769843188559,0.2189599150021193,-1.6849931929569155,0.32483210759355496,0.6149868016653487,-0.7045319099999294,-0.8609229918776649,0.08314269112725,1.3924661182376465,-1.1722707786823299,0.1657745900507864,0.003836098320334122,1.5243453785073942,-0.46224051333354743,-0.2833295192033761,-0.26235240791801323,-0.370242236883953,0.606371271785899,-0.28256394868770934,0.5301758200184092,-0.9707993490493482,-0.8241595788657163,0.4244100467225339,-0.6996438600564782,-0.6277956716575946,-0.4870375286715278,1.641627807840028,-0.4267634328513194,-0.34854515550199605,-0.27162124091169626,-0.29811190067122273,-0.28543946811922594,-0.24839703006888686,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_30,iamb,0.8407707153673881,0.7142800066340468,-0.5968034548031489,0.35750803418408317,0.178249942993781,0.8604988245688612,0.1532869693918749,0.27837097040904923,-0.5160941219354548,-0.1846927060225069,-0.6795290663817867,-0.6321879697296842,-0.1652263374432828,0.18407878417802725,-0.29172577374840647,-0.8142659592761654,-0.018696917895513386,-1.417070779572482,0.2690332931690992,-0.09469147459046097,-0.8680164109978784,-0.95375491167254,0.08638424787658651,1.5794289449218317,-0.5092993954454647,0.16719117435934322,0.2726209606971946,0.47704549482418523,-1.285973951988411,-1.5215341661718604,-0.26110782627124585,-0.8484519169920925,0.19575608996956292,1.5564005944622716,-1.0091738267808925,2.1397749160811292,0.21592920032957422,-0.6760106505919165,0.5239942325337555,0.5865626450840151,-0.4870375286715278,-0.45423373373567905,-0.4267634328513194,-0.34854515550199605,-0.27162124091169626,-0.29811190067122273,-0.28543946811922594,-0.24839703006888686,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_31,iamb,0.4251478730192915,-0.09962075995640429,-0.4730800237669973,0.3124183719865402,-0.6148353655315666,0.542893240195003,0.5467760094488312,-0.39541389191618687,-0.5035070301649756,0.1303880564597031,-0.2912752708155399,-0.07541943433904835,-0.13710996538924247,0.25335121629094876,-0.09420869212828484,-0.877656690215654,0.15077488895838043,-0.573901477758356,0.47290129411692655,0.25822369712353077,-0.5172383217388317,-0.8453173379740627,1.4607871585014172,0.15652473284099225,0.8714651479258323,0.06776794233285349,1.935560013596738,-0.5495762357193172,0.3973931383908076,0.16778255238379064,-1.0301363623293514,-0.8400992410662627,0.21731841005539518,-0.26556380137787217,-1.0091738267808925,0.08413033999635466,-0.8241595788657163,-0.6760106505919165,-0.6996438600564782,-0.6277956716575946,-0.4870375286715278,-0.45423373373567905,1.760073566325659,-0.34854515550199605,-0.27162124091169626,-0.29811190067122273,-0.28543946811922594,3.8512650933419,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_32,iamb,0.0713012914879754,0.7450890451147527,-0.51119941725299,-0.027384217218894717,-0.25575601164951267,0.8083888756688752,1.2159687148887288,-0.4296818148814948,0.24439201476348815,0.49569286386104516,-1.1240530194637346,-0.24451464956604227,0.09692326021749957,-0.18119753550180306,-0.24024728664085315,-1.095191575748803,0.1932782389567121,-0.5841435352045034,0.2906093960557793,0.251412910766694,-0.6056519977040119,-0.943720439532581,-0.09244484281001653,0.3323897407925259,-0.7062110866988334,1.2831035421985415,0.8389274681401337,0.864900185303797,-0.4463460704327515,0.9971280450742928,-1.4247916659987307,-1.3276866982365838,0.6302085708345928,0.6620048148603104,-0.2283644670571961,-0.9707993490493482,0.22984720569312783,-0.6760106505919165,-0.6996438600564782,-0.6277956716575946,-0.4870375286715278,1.671947685475843,-0.4267634328513194,-0.34854515550199605,-0.27162124091169626,2.823715480485003,-0.28543946811922594,-0.24839703006888686,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_33,iamb,-0.5961672315364815,0.9649932265537192,-0.6573459730480643,0.9817404395724384,-1.112778402474335,1.256132570484216,0.7843645985352998,-1.758921617101193,-0.40553749921807375,0.7540759741263301,-0.5366938217072499,-0.7032783475463883,0.3888429084310384,0.22709291613126142,1.2355555574581643,-0.6141302736156886,0.2650410040316791,-1.55366340298035,1.4148245365553076,1.3877279504031894,-0.9520897578985099,-0.8618233180644111,2.2401790418772323,-0.4380034467518137,0.8067452746166146,-0.9170103929098388,-0.26437443742751593,-0.9265962407094495,0.6341151954200454,0.12734714831388483,-0.6506601088011019,-0.8494759229349227,-0.21838558667899283,-1.200571903418913,-0.24032130554299339,-0.9707993490493482,1.2515731556821499,1.5224794177606713,-0.6996438600564782,0.5839678623559348,-0.4870375286715278,-0.45423373373567905,-0.4267634328513194,-0.34854515550199605,-0.27162124091169626,-0.29811190067122273,-0.28543946811922594,3.772425437122462,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_34,iamb,0.34071703075428234,-0.5428981096312286,-0.5669712148688643,0.7739595890262077,-0.6787640851581102,1.3670658416822314,0.8143750750470229,-1.3747000217716234,0.422788132001065,0.25970736274810924,-0.44181950206027404,-0.6460596746343659,-0.2780481617509666,-0.2628485380677764,-0.32844132078550603,0.9961534489272784,0.1581604810840089,-1.169780915842367,0.5388211532804056,0.7897361532555296,-0.8766581231260017,-0.7752325614292537,-0.3713892703703281,1.7240421943791568,0.12700129876385585,0.03528959937224468,-0.00974364632766146,0.45363935955067597,0.3454754019846075,-0.7067198916918039,-0.6564065784727704,-1.3276866982365838,1.0008360721456777,0.6198680492293913,-1.0091738267808925,-0.9707993490493482,-0.8241595788657163,-0.6760106505919165,-0.6996438600564782,-0.6277956716575946,-0.4870375286715278,-0.45423373373567905,-0.4267634328513194,-0.34854515550199605,2.7291373198502202,-0.29811190067122273,-0.28543946811922594,-0.24839703006888686,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_35,iamb,0.7070955791143382,-0.8461921693252544,-0.5363473024901106,1.0792702265635266,-0.700594716348581,0.6916897211691321,1.2674350853157605,0.19548066169979936,0.5553175158380778,0.03289030322064778,-0.9250291420919838,-0.7712630706325335,-0.050888182795753675,0.4331195789226519,-0.9397380357332534,-0.20375325845238432,-0.021560891152168592,-0.7563039638369188,0.6678208167746297,0.22530092740910113,-0.7056739440746924,-1.1424249796003338,-0.5681732335475785,-0.2553471988046262,-0.7335877101427613,0.8852753163261886,0.5351266813532699,0.821405600608437,0.08535042685226747,0.12734714831388483,0.12347144839652695,-0.3712651476332613,0.19311263245904028,0.6334824505846671,-1.0091738267808925,-0.9707993490493482,-0.8241595788657163,-0.6760106505919165,0.5213796212248021,-0.6277956716575946,-0.4870375286715278,-0.45423373373567905,-0.4267634328513194,-0.34854515550199605,-0.27162124091169626,-0.29811190067122273,-0.28543946811922594,-0.24839703006888686,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_36,iamb,0.19368620245952134,0.049144746892102624,-0.4084779542739595,1.1806233480410788,-0.5150027034026735,0.6641984443552589,-0.33881158375391063,-0.8704915834365937,0.7542457791119986,0.340307971319131,-1.072493938900179,-0.543548975581815,-0.3613550788925438,0.2814998146089595,0.7271875020957493,-0.09896525725334336,0.8876119538216339,-1.9514906356249704,0.2667348236932012,0.6142495432442183,-0.6227157097700238,0.1683827821291299,-1.2150227268892984,1.0255899526938603,-1.3929462141574662,-0.07517297205974838,0.8033366076346835,0.8233990453312514,-0.46263206834620507,0.1288170026314652,-0.2627666770762743,-0.8491350741998537,0.6057840468048795,-0.282891107616694,-1.0091738267808925,2.135340740364621,2.291658766792022,-0.6760106505919165,-0.6996438600564782,-0.6277956716575946,-0.4870375286715278,-0.45423373373567905,1.71954772029672,-0.34854515550199605,-0.27162124091169626,-0.29811190067122273,-0.28543946811922594,-0.24839703006888686,3.255700440731309,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_37,iamb,0.4433688445215965,0.29072188792747056,0.06435041010115229,0.11930942108298195,-0.18363826495831442,0.9944204464034067,0.08119605639483457,-0.024704482855566607,0.8456573609879965,0.43158950317396033,-0.7051425676529894,-0.6301101335411184,-0.09462330817662738,-0.3788375370890215,0.09902113417276863,-0.9138462959481453,-0.11265618020988917,-0.6143865225597819,0.04066956602787827,0.29611194532955754,-0.5369933071636062,-0.3894738449285297,-1.6436762630925177,0.6683790015001275,0.5977079482870722,-0.19266073021283342,0.007840739779475301,-0.5719980115700527,0.09123425210495958,0.13471743282984322,-0.647893377002683,0.5919928686641521,1.436431411798901,-0.2802672883291966,-1.0091738267808925,0.06754102394274107,-0.8241595788657163,-0.6760106505919165,0.5257435364545422,-0.6277956716575946,-0.4870375286715278,1.6468712069790667,1.725684421234956,-0.34854515550199605,-0.27162124091169626,-0.29811190067122273,-0.28543946811922594,-0.24839703006888686,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_38,iamb,-0.10678159215733482,-1.0337892211432134,-0.6472951030872787,1.060494438693584,-0.4908782039127619,0.8230912115800945,0.7109568284853276,-0.9307027731987408,2.0401382460563995,0.07620609893448763,-0.5332753207380054,-0.5656850238529674,0.20643344889234677,0.4891984940888648,-0.16774488322033848,-0.8167950722805614,0.31459605542710384,-1.1528517062986254,0.6124485130706074,0.6149868016653487,-0.7045319099999294,-1.0481908387208903,0.9481752636645177,0.4782081071223131,0.5899925352791993,-0.676191610798729,0.8041922985115807,-0.5755002558971511,0.6364628521839715,0.12955271580860678,0.5126070974691316,-1.3276866982365838,-0.6294437007698195,-1.200571903418913,0.5301758200184092,-0.9707993490493482,2.2927695754714006,-0.6760106505919165,-0.6996438600564782,-0.6277956716575946,-0.4870375286715278,-0.45423373373567905,-0.4267634328513194,-0.34854515550199605,-0.27162124091169626,-0.29811190067122273,-0.28543946811922594,-0.24839703006888686,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,-0.10835763684255427,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
iamb_39,iamb,0.30446269551850685,-0.5776635796733078,-1.327171038088806,1.088842397587734,-0.6813914415012102,1.0928114116129666,0.18403845288619045,-1.2869417513408663,0.4862309575036151,0.36837844319026,-0.4094855819536731,-0.4201940135035705,1.4075749628995884,-0.11025608515693128,0.5632504364115125,-0.5609871214339632,0.2986914628264385,-1.2493277391851472,0.7094916056056128,0.19417329235739944,-0.7673898640036673,-0.462493799739025,-0.5189369592783242,0.15916496256734403,0.20131450338310397,-0.17617990217770504,-1.596876302062159,0.8793546256641224,0.9596637604155426,-0.25091128482948,-1.0297059857713695,0.13667083398486093,1.0587397477450442,0.6714835767853955,-1.0091738267808925,0.08528075405202058,0.23521110790462316,1.5680315565814993,-0.6996438600564782,-0.6277956716575946,-0.4870375286715278,-0.45423373373567905,-0.4267634328513194,-0.34854515550199605,-0.27162124091169626,-0.29811190067122273,-0.28543946811922594,-0.24839703006888686,-0.22371463882610973,-0.2057304077008284,-0.13363455495734872,-0.10848821611469997,8.285607222719856,-0.07669649888473705,-0.07669649888473705,-0.07669649888473704,-0.07669649888473705
