sample_id,class_label,1 2,2 2,1 1,2 1,1 3,3 2,3 1,2 3,3 3,2 4,1 4,4 2,4 1,4 3,3 4,4 4,1 5,5 1,2 5,3 5,5 2,5 3,6 2,1 6,2 6,5 4,6 1,3 6,4 5,4 6,6 3,1 7,1 8,3 7,7 2
amphibrach_1,amphibrach,1.3033135075214393,-1.234676221953884,-1.4249330322501679,1.1508718439857546,2.1978125771957684,1.1432731526522983,-1.7720221224397366,-1.964712319506577,0.6223098580461495,-1.106006066612714,-1.110293628922677,-1.1857990223878494,-1.4289634884132727,-0.9028662789062628,-1.0233934011309882,-0.8705408155050423,1.878082724384347,0.8505282823402497,-0.8314565469494244,-0.6034715051441931,-0.6846998223245926,1.5343862827226211,-0.34750936983011965,-0.30183276273237164,-0.30760638918146627,-0.22008097619018116,-0.17303201854653893,-0.15402358088337642,-0.13363314413443556,-0.10785355585596718,-0.10790562453363517,-0.07669649888473704,-0.07669649888473704,-0.07669649888473705,-0.07669649888473705
amphibrach_2,amphibrach,1.1468914191856234,-1.2066291915480283,-1.1457893801473047,1.1307604237653799,2.2063154436427044,1.203911570813385,-2.42918596133512,-1.8900608176612603,0.5877244721800041,-1.165646471098199,-1.3205442926484994,-1.1857990223878494,-0.8788554503162659,-1.1359054879602408,-0.2763417278813317,-0.8705408155050423,0.3770860327977486,-0.1253736776643892,0.10337979816738087,1.3078540393420883,-0.6846998223245926,-0.49598987542821393,-0.34750936983011965,-0.30183276273237164,2.567079580159046,-0.22008097619018116,-0.17303201854653893,-0.15402358088337642,-0.13363314413443556,-0.10785355585596718,-0.10790562453363517,-0.07669649888473704,12.961708311520558,-0.07669649888473705,-0.07669649888473705
amphibrach_3,amphibrach,1.444478130920237,-1.2049189795652209,-1.3778269241702432,1.2835061366700065,2.262609226128312,0.8578058949634078,-0.9589068470106067,-2.119393450872112,0.34283404234084053,-1.1670917896218955,-1.3767023067367816,-1.1857990223878494,-1.29485535402555,-1.1359054879602408,-1.789988198322197,-0.8705408155050423,1.7675488510570856,-0.1490235705897422,-0.8314565469494244,1.2603391300565434,-0.6846998223245926,3.4133390385414373,-0.34750936983011965,-0.30183276273237164,-0.30760638918146627,-0.22008097619018116,-0.17303201854653893,-0.15402358088337642,-0.13363314413443556,-0.10785355585596718,-0.10790562453363517,-0.07669649888473704,-0.07669649888473704,-0.07669649888473705,-0.07669649888473705
amphibrach_4,amphibrach,1.652796968436766,-1.3388319274402072,-1.727021526292064,1.5316660459695408,2.270386695095142,0.9152217820525778,-1.1211829201967634,-2.1042833575823754,0.2593256494809673,-1.1378838130718405,-1.2237448859558875,-1.1857990223878494,-1.0225653266113528,-0.6826635754947884,-1.0445065830706406,-0.8705408155050423,-0.36548407770834096,-0.13963023196589375,-0.8314565469494244,1.2792112507045865,-0.6846998223245926,-0.49598987542821393,-0.34750936983011965,-0.30183276273237164,-0.30760638918146627,-0.22008097619018116,-0.17303201854653893,-0.15402358088337642,-0.13363314413443556,-0.10785355585596718,-0.10790562453363517,-0.07669649888473704,-0.07669649888473704,-0.07669649888473705,-0.07669649888473705
amphibrach_5,amphibrach,0.7323091545424891,-1.2683199355702441,-1.1519391124201386,1.0598304322380863,2.748629490855527,1.1858781416609485,-1.5711833674028939,-1.9404956917210674,0.667801499693048,-1.1662848427070924,-1.1717946657280311,-1.1446951072002105,-1.020912629735379,-1.1359054879602408,-0.6672183072753738,-0.8705408155050423,-0.36255344468225864,-0.13581941675192422,-0.8314565469494244,1.2868675449536664,-0.6846998223245926,-0.49598987542821393,-0.34750936983011965,-0.30183276273237164,-0.30760638918146627,-0.22008097619018116,-0.17303201854653893,-0.15402358088337642,-0.13363314413443556,-0.10785355585596718,-0.10790562453363517,-0.07669649888473704,-0.07669649888473704,-0.07669649888473705,-0.07669649888473705
amphibrach_6,amphibrach,1.3677021943865835,-1.2299237116725124,-1.3700104632503973,1.1961173343469567,2.1826605063814237,1.0298263548374287,-1.5498143802173683,-1.883666080138129,0.4382864712398662,-1.1946080466477424,-1.1657900550304214,-1.1023697797577183,-1.01484996736955,-1.1359054879602408,-0.6505366250311783,-0.8705408155050423,2.5854925973100857,-0.1218400317136051,-0.8314565469494244,0.35574098437100227,-0.6846998223245926,1.515951171092692,-0.34750936983011965,-0.30183276273237164,-0.30760638918146627,3.81995815914522,-0.17303201854653893,-0.15402358088337642,-0.13363314413443556,-0.10785355585596718,-0.10790562453363517,-0.07669649888473704,-0.07669649888473704,-0.07669649888473705,-0.07669649888473705
amphibrach_7,amphibrach,1.1515827548801019,-1.225867048661988,-0.7700724853925506,1.0870213021510184,2.2071097512484426,0.9197973799497765,-1.3430232681114715,-1.9819684349886924,0.4503722559479187,-1.1380574221284725,-0.9231866904311214,-1.1449443225307743,-0.8881943903324641,-0.9097425368937083,-1.4180007067991387,-0.8705408155050423,1.0714319478671006,-0.1415240869802736,-0.8314565469494244,-0.6034715051441931,0.6795990914896309,1.474476234402083,-0.34750936983011965,-0.30183276273237164,-0.30760638918146627,-0.22008097619018116,-0.17303201854653893,-0.15402358088337642,-0.13363314413443556,-0.10785355585596718,-0.10790562453363517,-0.07669649888473704,-0.07669649888473704,-0.07669649888473705,-0.07669649888473705
amphibrach_8,amphibrach,1.1963097355716357,-1.2166064849521507,-1.024962669736212,1.1121303424706976,2.233885319365355,0.9349829305019476,-1.117288406098271,-1.8201978934032206,0.4267214680429616,-1.166471306368499,-1.424875912197101,-1.1038577759781176,-1.2933876119791503,-1.1359054879602408,-0.6708592311214923,-0.8705408155050423,2.520007696300839,2.6746469173660468,-0.8314565469494244,0.3386330194181572,0.6834702274428939,1.4800673421316382,-0.34750936983011965,-0.30183276273237164,-0.30760638918146627,-0.22008097619018116,-0.17303201854653893,-0.15402358088337642,-0.13363314413443556,-0.10785355585596718,-0.10790562453363517,-0.07669649888473704,-0.07669649888473704,-0.07669649888473705,-0.07669649888473705
amphibrach_9,amphibrach,1.176073454145234,-1.267596756920855,-1.5409485510859096,1.1972357165930871,2.367094509521135,1.0823080167459442,-1.2629077111191231,-1.842303402546456,0.5457244674857231,-1.1373587411817334,-1.0697294527689059,-1.1034236943956701,-0.7474930581708519,-1.1359054879602408,-0.6649306750605269,-0.8705408155050423,0.3639683958883622,-1.07670969308101,0.09499903223723836,-0.6034715051441931,0.6907180720423141,-0.49598987542821393,-0.34750936983011965,-0.30183276273237164,-0.30760638918146627,-0.22008097619018116,-0.17303201854653893,-0.15402358088337642,-0.13363314413443556,-0.10785355585596718,-0.10790562453363517,-0.07669649888473704,-0.07669649888473704,-0.07669649888473705,-0.07669649888473705
amphibrach_10,amphibrach,1.0440241978553022,-1.2412827952400207,-1.4036107503634323,1.153836780528885,2.3165849108222827,1.2286452244858943,-2.060329889692133,-2.2166669524221096,0.5867828850399944,-1.0758835879224267,-0.9522212175780994,-1.1012178278720304,-0.729244477612059,-0.6676819390576458,-1.4049266694401694,-0.8705408155050423,4.12511473064547,-0.10865563889974564,1.0710723160832705,-0.6034715051441931,2.139798514726779,3.583452095885723,-0.34750936983011965,2.6130762584581295,-0.30760638918146627,-0.22008097619018116,-0.17303201854653893,-0.15402358088337642,-0.13363314413443556,-0.10785355585596718,7.895943176369256,-0.07669649888473704,-0.07669649888473704,-0.07669649888473705,-0.07669649888473705
amphibrach_11,amphibrach,1.068676965162612,-1.2506372414796236,-1.5016017878307375,1.297457443702837,2.6324027205747167,1.2039264737976603,-1.64087336649508,-2.5040090033462112,0.36672666831532513,-1.1083616567663268,-1.018199455772567,-1.1857990223878494,-0.6098638463814846,-0.9075270630873423,-0.6630938464511201,-0.8705408155050423,-1.0861267388219924,-1.07670969308101,-0.8314565469494244,-0.6034715051441931,-0.6846998223245926,-0.49598987542821393,-0.34750936983011965,-0.30183276273237164,-0.30760638918146627,-0.22008097619018116,-0.17303201854653893,-0.15402358088337642,-0.13363314413443556,-0.10785355585596718,-0.10790562453363517,-0.07669649888473704,-0.07669649888473704,-0.07669649888473705,-0.07669649888473705
