sample_id,class_label,NN,VVFIN,ART,PPER,APPR,ADV,ADJA,ADJD,KON,PPOSAT,VAFIN,NE,PRF,APPRART,KOUS,VVPP,VVINF,PIAT,KOKOM,PTKNEG,VMFIN,PIS,VVIMP,PTKVZ,PDS,PDAT,PTKZU,PWAV,PWS,PAV,ITJ,PRELS,CARD,VAINF,PTKA,APZR,VVIZU,VAIMP,TRUNC,PTKANT,VAPP,VMINF,APPO,FM,XY,PPOSS,KOUI,VMPP,PWAT,PRELAT
iamb_1,iamb,-1.3234145312849477,0.9381403150650903,-1.4861097848133202,0.49925613304369687,1.2171421104182834,0.9807349100186684,-0.6244498371559761,-0.7163242060742819,-0.36163926763457505,0.1044634769317295,0.7594218999695646,-0.1896911660043684,0.9489731161952975,0.48823419007998564,1.0537014784077505,-0.6860184938029583,-0.7892868920745149,0.1098229228704779,-0.8916029341257026,0.16880258777862656,-0.5001462994757925,0.991493670984341,0.32398583288606203,0.6443066914475374,1.9438227438749676,-0.6925200807611813,-0.15306981300909317,-0.14544989913711492,1.3270129955036234,2.1245138390412923,0.2285876949014514,0.14139465649188268,0.870177741200148,-1.109399790068098,1.659786895494686,-0.5345618427886044,1.1258289324640198,0.31853304199464294,1.1547629767608945,1.7363129276699718,1.157213235749069,-0.6874553213560665,-0.5226850301761378,2.4548233836254765,1.3621003769745692,1.6209117378051412,-0.390488022312394,-0.24986388212906535,-0.17497486003652543,-0.14213830456833587
iamb_2,iamb,-1.108536763369046,1.3925964136460731,-0.7567340742416894,1.3766343803612715,-1.5624509386296868,0.14331711261321278,-0.539328579974306,1.2766458862030137,0.006262220013756032,-0.2502490577837712,-0.2747711900154598,-0.8947158181557779,1.1315768535510708,0.022900596695775533,1.0436142773890487,1.144930968463112,-0.8439364265902313,-2.67011427069814,-0.32256398823510923,-0.8060665959744665,1.5937344751844984,0.7931753591389672,0.8083989261846969,1.216398745125328,2.0564337037747547,0.8023658671871028,-0.6539495243679364,0.5473709229683676,0.8172647056004213,-0.5524540514467057,-1.1596675739594966,-0.16467507639542905,-0.5560047038173195,-0.13184352730100177,0.40670161482108247,0.9402896631300779,0.3510479558875807,-0.3973295010345868,-1.1597124940591503,-0.05487866148372181,-0.8781191295831817,-0.6874553213560665,0.9230682542063396,1.0231427226028615,3.275516441605266,-0.423585625896979,4.385873805167209,-0.24986388212906535,-0.17497486003652543,-0.14213830456833587
iamb_3,iamb,0.27704543855784164,0.43824403847639437,1.2864874107340303,-0.5748506903645672,0.11942001175129292,0.4038971591255551,-0.12226158637132828,-0.01599316999267685,-0.437363322468192,0.44711547104915783,-0.043342485240589965,-0.37005077874777303,1.171836195379208,0.0880390315315349,-0.3056924639074265,-0.7903658419738425,-2.2925745623881655,0.37318954444586044,-0.22055349142901345,-0.32414617593230977,-0.8171093469895918,-0.5340854766848544,-0.611594048237771,-0.731015463663028,0.29259186154929717,0.7534676606202904,-1.245328498794535,-0.4237712693697466,-0.6808275483701374,1.1359137840512408,-0.03724268785145526,0.504506548208224,-0.5749035808331686,-0.6278288380221151,-0.9241449770780533,1.633001029610489,0.33005436557513473,0.33091588266364513,-1.1597124940591503,-0.9795764690488181,0.14816011322269607,-0.6874553213560665,-0.5226850301761378,-0.471246323168049,-0.4726738639438315,1.6382154264302244,-0.390488022312394,-0.24986388212906535,-0.17497486003652543,-0.14213830456833587
iamb_4,iamb,-0.5329023574939515,1.9207111708277245,0.9296971082450362,0.71943362623058,-0.45497720433164746,-0.408979469700488,-0.5740480587423726,-0.16612028633256745,0.4521612012553741,-0.5924936875777247,-1.0040076811354885,-0.6929397245567325,0.34715682293700556,1.247799960559109,1.4229627831554235,0.6157273709508738,-1.1797120122979248,-0.8209221460658153,0.428862769659193,0.5887820502033976,-0.5910630863983377,-0.18638787024033332,-1.8355384004034798,-0.12718236716246392,1.6377979974927177,-0.7372975633954013,-1.298611737719264,-0.20899531975981334,0.9722086617362509,-0.6349530209090458,-1.7317746338771844,-0.570262717970381,1.2913731838846303,1.204391965671807,-0.9419231647387071,-0.5481361016583935,0.2855931997129554,0.29073544380554495,-0.40287852650579387,-0.9795764690488181,0.12021204011271973,-0.6874553213560665,-0.5226850301761378,-0.471246323168049,1.327240828382073,-0.423585625896979,1.9031638812255471,-0.24986388212906535,-0.17497486003652543,-0.14213830456833587
iamb_5,iamb,-0.37692577861394116,-0.36993359945069143,1.1511887611690612,0.816013376593588,-1.62878084148806,0.13698629667939696,0.14418957332882248,0.2053789625161137,0.08213893263779141,-0.5551642038734761,0.5861667432234033,0.33882508859599,-0.05861109361298203,0.6813160928850339,0.7394858458575557,-0.9469125334125815,-0.764656038471777,-1.0886018359726668,1.8299403999573798,-0.519827419589087,0.05915112696370584,0.7070463268293627,0.3459898265757702,-1.4450914178216845,1.971101656978431,-1.3909919541718956,-1.25167700657883,-0.43372028278703656,0.18479106903383438,0.4399673284685127,-0.0427408447172103,-0.19250977915309078,0.396982466769338,-0.15491440794505706,0.37516357755576174,0.18731477746130248,-1.3026010041081535,-1.1445472093582236,-1.1597124940591503,0.840416036041991,1.1677795296638374,3.9065127643455853,2.322850149273605,-0.471246323168049,-0.4726738639438315,-0.423585625896979,-0.390488022312394,3.601555864121774,-0.17497486003652543,-0.14213830456833587
iamb_6,iamb,-0.7531800850454077,2.114107979213007,1.1013483047944805,-0.5212442859247672,-0.09785497004750959,1.490136921519002,-2.2380056487802937,0.22205641485316588,1.4311928421262667,-2.414728822069938,-0.6573239294661527,-0.07315162697384504,0.9434759734121695,-1.0485399432156786,-1.6024219989619612,-0.8303107068005647,0.7371544496703215,1.3317684533121634,0.05361666793119797,-1.6177081175438397,0.9137046005635429,2.2349897020549214,0.32125130431542986,-0.7586651975847671,-0.5801483954332367,0.48359324115154767,0.3989453153781309,1.6755465593034773,-0.6966182354304454,0.08223489774192456,-0.6122903030834124,-1.2302581566906676,-0.5881787523111999,2.203041379052878,0.36382857027160803,-1.2490203346351727,-1.3026010041081535,-0.41347904505319444,-1.1597124940591503,-0.9795764690488181,-0.8781191295831817,-0.6874553213560665,-0.5226850301761378,-0.471246323168049,-0.4726738639438315,-0.423585625896979,-0.390488022312394,-0.24986388212906535,-0.17497486003652543,6.920949793261013
iamb_7,iamb,-1.3962241216319835,0.5269500884776321,1.3417663315680952,1.4328929659474003,0.7200033389181529,1.5666483787477417,-0.4084660398810645,-0.6553287968929288,-0.14923359169854886,-1.8329363480723897,0.5230831324938584,-0.5708101095995153,-0.11426284993919615,0.16540826345328133,-1.7874078273834257,-0.27279176528529425,-0.34187126196139317,0.2986619479321413,-1.0582186395922466,1.5803911917253943,1.787882431000638,0.04500047583488411,0.5066560242710602,-0.2975985085352721,1.3028460813624185,0.7130516847578219,-0.4364882990894278,-0.7597295544447894,-0.6994080324542128,-0.2614640051957363,-1.1729338246242547,-0.8893316807606088,1.3483166551600128,-0.16549248519273974,-0.9310832838183722,1.6023708508600523,-0.4949492656754543,1.0451255532945207,-0.38995994348475427,-0.9795764690488181,-0.8781191295831817,0.8325242428020109,-0.5226850301761378,-0.471246323168049,-0.4726738639438315,-0.423585625896979,-0.390488022312394,-0.24986388212906535,-0.17497486003652543,-0.14213830456833587
iamb_8,iamb,-1.3840988900538336,1.1993168328520614,-0.18148310718172941,1.037474866929172,0.24766730817028165,1.5417415858505181,-1.4951458932814945,3.4860631933800366,0.1612165025975125,-0.4570379934837013,-0.1392278320323039,-0.8010317677536576,0.0659620005193199,1.1102980816017138,-0.12768838383479378,-0.4869922763637985,-0.2705319353138817,0.1930430446122938,1.0584482089917708,-0.8041593065773828,-0.931898922263385,0.12718845042626648,-1.2643437562609838,0.1080587460494152,0.20002194398109127,-0.2704957863130555,-0.47858839878609466,-1.398797681878553,-0.15795912959212036,0.036531131669829665,-1.181441391653795,-0.2313067033389528,-0.6126612216076425,-1.1176603443171547,-0.30485563932167964,-0.5470246455325185,0.2881117442797506,2.4493495704476604,1.114389950787186,0.7994330142020141,-0.8781191295831817,0.8093846871154939,-0.5226850301761378,-0.471246323168049,-0.4726738639438315,-0.423585625896979,-0.390488022312394,-0.24986388212906535,-0.17497486003652543,-0.14213830456833587
iamb_9,iamb,-0.4969736531158846,0.6598433138544515,-0.5821234734907532,0.16146486589957448,-0.5151633754299443,0.20259790760670396,-0.6524034408188919,-1.1770109368290111,1.0150606506606676,0.9050696307645196,0.8425556798023934,-0.21187455987705286,0.9242917058880475,0.46647633851346204,-0.3800261552469366,-1.2633439703706244,0.8756317599236653,0.4981188221516934,0.5154011301722896,-1.092465991075944,1.6066110754430267,1.2863042037747288,-1.417208852255983,-1.2311514927851681,1.9286018215289766,0.24063756516435467,0.667199621909208,-0.7614870875314542,0.7399458545973678,-0.2629929681894588,-0.05633139660938919,-0.5481825518375606,-0.10706197622495607,0.7779616964164676,-0.2860215348417278,-0.5366314039172233,-0.49546915736417824,-0.4151261249212778,1.1480586706014542,-0.9795764690488181,0.13659919481323185,-0.6874553213560665,-0.5226850301761378,-0.471246323168049,-0.4726738639438315,-0.423585625896979,-0.390488022312394,-0.24986388212906535,-0.17497486003652543,-0.14213830456833587
iamb_10,iamb,-0.8432165624477966,1.2795480461059714,-0.09830701255361309,0.06412338992425166,-0.58692992075105,0.2056113133608992,-0.7681369603977851,-0.1441709882701253,0.31599540327872755,1.0285431525363007,0.08700349521484813,1.7305142263374713,0.4797309572160192,0.16309388227428964,0.6804216891469758,-0.1332836551797509,0.26707624109670064,2.1323244987699708,-0.9017808786591752,1.0443065746773317,0.5481792621808305,-2.601511378480268,0.5052325891532669,-0.764525282853435,0.882075364769449,-0.228446788954124,-0.16092266242288614,0.14920759630802002,-0.4117787018292898,-0.26222873282315035,0.22353846804046312,0.8199363560590098,-0.590992292471754,-0.16594884782995453,0.36007942963523104,0.8888345343996005,-1.3026010041081535,-0.41489128233131106,-0.39020777109279503,-0.9795764690488181,-0.8781191295831817,0.8320348739790365,-0.5226850301761378,-0.471246323168049,-0.4726738639438315,-0.423585625896979,-0.390488022312394,-0.24986388212906535,-0.17497486003652543,-0.14213830456833587
