sample_id,class_label,NN,VVFIN,ART,PPER,ADV,APPR,ADJA,ADJD,KON,PPOSAT,VAFIN,NE,PRF,APPRART,KOUS,VVPP,VVINF,PIAT,PIS,KOKOM,PTKNEG,VMFIN,VVIMP,PTKVZ,PDS,PDAT,PWAV,PTKZU,PWS,PAV,PRELS,ITJ,CARD,VAINF,PTKA,APZR,TRUNC,VAIMP,VVIZU,PTKANT,VAPP,VMINF,APPO,XY,FM,KOUI,PPOSS,PRELAT,VMPP,PWAT
iamb_2_1,iamb_2,-0.30343090627891195,-0.911285945354392,-2.2945257895298248,0.8248108759116559,2.197108075662028,-0.6328329403312103,-1.3153629425269522,-0.21451742890433007,-1.0001271605778457,0.5857501137199925,0.7644161089891577,1.9732418645584502,-1.44344807295153,1.3231486972015194,-0.005125589146329708,-0.47205801294516747,-2.6979124534705066,-1.7023512507206253,3.351069286159886e-4,-0.32956172378763693,1.099081103718012,0.9959533945390605,3.397534236222491,1.6011962765387078,2.3941497104506393,-0.9108982255362632,2.0102061975712906,-1.6810857750109771,0.8075436791539324,1.9171831781782405,0.5654917012674565,0.09097041064174446,-1.7804992567315205,3.9977370166103907,2.899296028442845,-1.1270992957876862,0.2541735394163742,1.7499227536502588,-1.0993876786551808,4.138469366281642,-0.8890175943987824,-0.5662119465817912,-0.5657436355995612,-0.5105336642541037,-0.43673387752240156,-0.42887401688004845,-0.4130729650314244,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
iamb_2_2,iamb_2,-0.2802829069732419,-0.023314719465521452,-1.3013551466125306,1.6981652335329869,2.5253583639035253,-2.929742312815744,-2.2569767270283267,1.1013855716450869,-1.006097946594471,-2.4054732230486064,3.0614721537034715,0.8843311728734876,-2.3503550993293096,0.8416809805348994,-1.0033122076456595,-0.28819447203678844,-1.4675643173108792,-2.05023378977663,-0.06297451906803206,2.180847378774663,1.913071712430784,0.07861654710174348,-0.43902796876440386,0.7665905099333127,3.3820275401419853,-0.11734468455781383,0.449677310717201,-0.36397800440870665,0.25555394878140936,1.8384192791064715,1.1727001215013042,5.354626010727922,-1.7804992567315205,0.005193780731795175,-0.2860208496081676,1.3521763710907493,0.22878527783979336,0.25820381629087163,0.2720959382662193,-0.9573954039334746,-0.8890175943987824,-0.5662119465817912,-0.5657436355995612,-0.5105336642541037,-0.43673387752240156,-0.42887401688004845,-0.4130729650314244,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
iamb_2_3,iamb_2,0.15173512404554257,-0.1638579112166438,-2.1016440940169017,0.8532479655352754,0.6357368335599364,-2.886807552132787,-0.8449333345703732,0.8783421349941645,0.038225550171769915,-1.432174041418779,2.646356184690818,1.8866466682422058,-3.9570582936064214,2.0081072856648277,-0.9880319836470914,-1.064630947941749,-1.248323123635457,0.005090229499854796,0.3952183450932954,-1.0478173245554039,0.405356547866437,0.6496099209093208,1.9491581046640067,3.7874780278791795,2.3207270727620295,-1.7599387608041286,-0.028070006619910597,-0.3541346660027348,4.2705970029705975,-1.9177720099622508,0.5300863929978227,0.06708861080128982,0.6792304974029483,2.359217862420874,-1.322961549729598,0.11803060400221159,3.0747376661103036,-1.1817898823737012,-1.0993876786551808,-0.9573954039334746,-0.8890175943987824,-0.5662119465817912,-0.5657436355995612,2.4640740574216937,-0.43673387752240156,-0.42887401688004845,3.7030871396340848,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
iamb_2_4,iamb_2,-0.5812593950945433,-0.38370792368908185,-2.0914445763987897,1.9273868731881871,0.47502216191729707,-0.39218391581085177,-1.723046740676055,3.4865760299623108,-1.3181488915338504,-0.7455155209145617,2.2816532409099826,0.31248817580944244,2.210419876320235,0.2578607546965329,-1.472562072916833,-0.830845168699578,-0.02211682567480481,-1.480197650293366,-0.5132852893623516,-0.43234546944581287,-0.5496277109737843,1.4332560071432134,2.581620916285199,2.243702412989887,2.640285677330826,-1.3559030594571906,-0.05036504793025284,-0.8139167909570524,0.7444569931849893,-1.2979884023605326,-0.7940310461345181,2.3998253687754127,-0.9667695641995983,1.5532546172775485,-1.322961549729598,-1.1270992957876862,-1.1847968577991272,0.2536812230161713,0.26778851484624006,-0.9573954039334746,0.9379636837561783,-0.5662119465817912,-0.5657436355995612,-0.5105336642541037,-0.43673387752240156,3.869706002345209,3.672060807186857,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
iamb_2_5,iamb_2,-0.6671454614320003,2.047402970328652,-1.7965128862950246,3.755887369053058,-0.2212765756093989,-2.444631806743757,-2.3246213040560915,1.7659849230230735,1.2929671135995746,-2.864518065292043,1.9079188707958294,0.26717544458180603,-1.6076251335257479,-0.3481035386206252,-0.8191671026459367,0.17527538566512924,-0.4681490567974951,0.2086275271054023,-0.7595547857932755,3.691368538634382,3.6433126985696127,0.566210923723573,-0.14331352194441593,1.453490236836593,3.3009814015391337,-1.7738296835398917,-1.047136681539251,-1.26928162441083,1.2087292095151374,-0.6909498591659247,-0.8062056435967728,0.6183510163578511,-1.7804992567315205,-0.7834234984929119,-1.322961549729598,-1.1270992957876862,-1.1847968577991272,-1.1817898823737012,-1.0993876786551808,-0.9573954039334746,-0.8890175943987824,-0.5662119465817912,2.4898538845100457,-0.5105336642541037,-0.43673387752240156,-0.42887401688004845,3.6339295025301834,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
iamb_2_6,iamb_2,0.6514928610874374,-2.2439330814691907,-2.2554162185229796,1.6811855655283436,0.7224988334218369,0.18379159133582731,-1.1571511969817427,1.9291342245343386,1.2841167801530335,-0.40962106784610425,1.8049908681862454,1.5211099738317584,0.4471622359702438,-0.43241680346888056,-1.1900760766681142,-1.2972053577019869,-1.64782202950699,0.049434699387967455,-0.6855032021890248,-1.3390008143173713,-1.4094695705810574,-0.41893860733418364,0.28629166062086336,0.8217117464846251,0.9029269935459953,-0.50130985484157,0.9931232449863968,-1.2348144356680604,0.2889643981441083,-1.2772506014832499,-0.7723759149651727,1.8717280064809818,-0.12601947319279722,2.394189883742391,1.8295765558119916,-1.1270992957876862,-1.1847968577991272,-1.1817898823737012,-1.0993876786551808,0.733633369324373,-0.8890175943987824,-0.5662119465817912,-0.5657436355995612,2.4906669744737124,-0.43673387752240156,-0.42887401688004845,-0.4130729650314244,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
iamb_2_7,iamb_2,0.25587330323083335,-0.42940295742473955,-0.61954782326179,1.5151571005738445,0.5567614256410022,-2.5382783183534925,-1.6161817732752077,0.4392018415637109,-2.3349747242755425,-0.3979568321531401,2.7331578570900215,0.11703098397103388,-0.6391791585487911,2.0743624122785054,-0.9525921363899084,-0.7552683848218018,-1.6451242631219625,-1.1232220171131593,-0.011136437697877007,-1.0044384860643616,0.7694937475484468,-0.13537053321513803,1.3192546003026682,3.8604330853953006,2.7435905561479514,-1.7514807849259921,1.994234058766847,-1.6839779563624655,1.8090556161232967,0.6314960840638362,-1.4345082838828374,3.070354127188695,0.7043939731485696,2.3992369967939067,0.7814181063991872,0.1307685057903436,-1.1847968577991272,-1.1817898823737012,-1.0993876786551808,0.7357958102108919,0.9706717884801803,-0.5662119465817912,-0.5657436355995612,-0.5105336642541037,-0.43673387752240156,-0.42887401688004845,-0.4130729650314244,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
iamb_2_8,iamb_2,0.5165134498490835,0.20494742833334506,-2.434592385222666,0.7275787781971572,1.132812820134048,-2.303386263771728,-2.065640407852974,0.5750508870485483,0.725216029365651,0.044292480167086055,0.8071406225242229,1.0304909665854303,0.3586099910668627,-0.10103166209629416,-0.3082968312305736,-0.8122013059259435,-1.4646748396764466,0.2803014867380187,1.2650124683101716,0.5645391548759268,0.08232436977814526,-0.1907363946601404,1.2556845488027402,0.7717772220522467,1.5790573293812948,-0.9383878151963563,0.45401239731805376,-1.6959258586042807,1.2565412501311106,1.216667972079523,0.521794838905535,1.8288422047099044,-0.14585235387875037,1.5669715573272296,-0.284712407084355,0.11410274942874193,1.6459348131901057,0.26002084303997525,-1.0993876786551808,2.384120127829035,-0.8890175943987824,-0.5662119465817912,-0.5657436355995612,-0.5105336642541037,-0.43673387752240156,3.8886902674143426,-0.4130729650314244,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
iamb_2_9,iamb_2,0.27047312539233626,2.404930946066404,-1.3055673146628044,-0.012609087940619754,0.578039298809474,-0.8782201424954234,-2.12274073188391,0.09681490075071854,1.0784505124882662,0.6719201919931597,-0.06264331092080266,0.08449160986489257,-1.4992856467806874,2.6019320037983693,-2.3671314493660187,-2.385430479157814,-1.6598771912960852,-2.3208064951934015,0.18587295630936387,-0.37993416379542955,-1.4289716436874458,0.9420092347213539,3.66800223098187,2.6805389244080673,2.3380310625060274,-0.9279223035284478,-0.018680137369628782,-0.7947921329992158,0.2745365387866652,-1.9157743271324363,-0.12076111965585094,3.0369965060322492,-1.7804992567315205,3.9413521070062916,2.856403253045538,0.1219833973348779,1.6639077126884498,-1.1817898823737012,-1.0993876786551808,-0.9573954039334746,-0.8890175943987824,-0.5662119465817912,-0.5657436355995612,-0.5105336642541037,-0.43673387752240156,-0.42887401688004845,3.7161543145695304,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
iamb_2_10,iamb_2,-0.8343328472882368,0.8507913208882988,-2.5243885237241055,1.1750485797400287,-0.29588895244241675,0.003047706263265573,-2.022716735252673,2.4215181373252106,-0.7864167604239011,-2.9096067674435395,2.075355927087199,1.0730021431623926,0.9590479585497148,2.0369280551406126,-0.27668350468151215,-1.8479778565629652,1.0731345131505714,0.3202413999772075,1.302034539668458,-0.7013206585161623,0.7374998282822497,0.11771322821086959,4.017844263316716,1.1801793179872895,1.614981705930399,-1.7562595681819957,-1.00523125704894,-0.34420372000764426,0.7804563521610062,1.2453803184757084,-0.7782765649175222,3.043026826726774,-0.9569406613654555,0.8049146261828154,2.861717130735017,0.12357155079085066,-1.1847968577991272,-1.1817898823737012,-1.0993876786551808,0.7261081300282477,-0.8890175943987824,5.168227697282769,-0.5657436355995612,-0.5105336642541037,-0.43673387752240156,-0.42887401688004845,3.7214044446135244,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
iamb_3_1,iamb_3,-0.15349860996025813,-0.6559804918116892,0.11947346049365234,0.46394183324737687,0.20751973837733229,-0.6152708112767715,-0.42768228339362935,-0.19174604349610835,-0.27983384396325095,0.7669789519782829,0.8526394824720623,-0.7214245530614758,-0.09687599212784317,0.20502133996402602,-1.3763635072491849,-0.020818487269041078,1.9588053336994748,-0.6600212696137692,0.7553266225608405,1.1138550693704572,-1.5889635240729447,1.48498215620784,0.08827434440790714,-0.4497728704074536,-0.5827964237230043,-1.1378460043795744,-0.22140799770490321,1.79432460444355,-0.13087734775415436,2.305093740875567,0.6653557040366892,-1.2915880548757745,0.5184495817969983,0.6410494147215368,1.5974020546940222,-0.2542930661212982,-0.189519639849275,-0.1679167680078285,-1.0993876786551808,-0.9573954039334746,-0.8890175943987824,-0.5662119465817912,-0.5657436355995612,-0.5105336642541037,-0.43673387752240156,-0.42887401688004845,2.472256655807753,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
iamb_3_2,iamb_3,-0.5916143632216083,1.9196485975594235,-1.1110736122784157,0.6580295364321462,-0.5308307450905899,-0.5235336020657588,-1.0084743759070627,0.2872845379634696,2.649589822982316,0.7715497608250299,0.11181862586439227,-0.6217214148583794,0.09633134442472625,1.5429318943835102,-0.24126396084775484,-0.5778922464379326,-0.23820281178476482,-0.45349388149012526,-0.32905021036177956,0.2017258248464901,-2.23448918065915,2.0677292238417464,0.5656746937199562,-0.1852709928738318,-0.3268294405988547,-0.5574017325654286,0.8169557101314731,-1.0207498094835883,0.9230409601845939,-0.7818459284312278,-0.2550571674117483,-0.8769576463839526,-0.6305146402105971,2.288029808366936,0.13786835803135178,-1.1270992957876862,2.7980790396868325,0.8468563668767888,-0.13332265421920128,0.21799343713256583,2.9838907875222533,1.4356241741015097,-0.5657436355995612,-0.5105336642541037,-0.43673387752240156,2.6085602443745497,-0.4130729650314244,-0.22091373947383305,-0.1943388306881215,-0.14925825443810248
