sample_id,class_label,1,2,3,4,5,6,7,8,9
iamb_2_1,iamb_2,3.1848930428311686,-3.845643126737638,-0.7117610513879599,-1.418983673701583,-2.3046420492284834,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_2_2,iamb_2,3.3103946666467468,-2.6275513536326343,-3.383914395330041,-1.343840410086385,-1.5324329843977824,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_2_3,iamb_2,2.7903958655532057,-1.705350050930532,-2.8232157540284417,-2.7164578870292764,-1.9148326069750143,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_2_4,iamb_2,2.911855658819161,-2.0228402195849466,-2.730358757647701,-2.4487379554153628,-1.917486177038006,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_2_5,iamb_2,3.4059295502096205,-2.8888209410603607,-2.759666389158042,-2.179018107174829,-1.533480047536536,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_2_6,iamb_2,2.345323429046971,-1.5956119862153046,-2.3129109532343546,-1.5664942383707896,-2.3046420492284834,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_2_7,iamb_2,3.0554671566702094,-3.673347267995262,-1.090476147932466,-0.5752232437937197,-2.3046420492284834,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_2_8,iamb_2,2.8987066099387646,-2.4546804618116798,-2.227847927701574,-1.867927106145994,-1.9134921343400302,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_2_9,iamb_2,2.7323898644620157,-2.3624082628318837,-2.0083044099108807,-1.8662828116987877,-1.5218038162652197,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_2_10,iamb_2,2.6770321990864634,-2.1253712659713706,-2.063464824606829,-2.2841158411444162,-1.5201841509556404,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_1,iamb_3,0.779686228704766,-0.19884821058482618,-1.0467800846266668,-1.1624395546911768,-0.6896908625333263,-0.19170495291624415,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_2,iamb_3,0.6829683037677141,-0.12081956784651042,-1.1810636876176812,-1.1403138584334604,0.9483530484711038,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_3,iamb_3,0.22615176019962732,0.2411406884369942,-0.33482239554899523,-1.0244247347618387,-0.6687878510085088,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_4,iamb_3,0.8533640605496366,-0.8622936514694374,-0.40690139099710887,-0.8186156754979111,0.15621746338223816,-0.17810075346283638,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_5,iamb_3,0.6914624546483207,-0.48273839827363635,-0.7283498831371545,-0.43483563531199304,-0.6680032686592426,0.6888024134360767,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_6,iamb_3,0.28441725012216856,-0.19541572488367862,0.31614692073382966,-1.4996815496485212,0.4362349447368719,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_7,iamb_3,0.7873681577228364,-0.9034432994041732,-0.49310308807314274,0.1468664031180256,-0.39797354648198996,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_8,iamb_3,0.46623826931210993,-0.04379891157137988,-0.5200635063527294,-0.8594526263582342,-1.4940976650273274,0.672289499608188,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_9,iamb_3,0.6937704894387716,-1.0050977482357384,0.4411627551810754,-0.7372957126268266,-0.6719186724405087,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_10,iamb_3,0.9609492333445552,-0.7149721446543467,-0.43087876423516436,-1.4591834366510947,-0.693503306316837,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_11,iamb_3,0.9638793391443073,-0.5032587768018021,-0.863232137506198,-1.4565389153833384,-0.4232035644767452,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_12,iamb_3,0.9454997338716021,-0.9568629043976914,-0.1210519907979314,-1.0520805901121977,-1.2234025506585002,-0.1880370387877761,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_13,iamb_3,0.35998887959634274,-0.17732079304545778,-0.22456314759901924,-0.9055785969585405,0.43887930266640895,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_14,iamb_3,0.6489312947263434,-0.03287933589076003,-0.9357889000577734,-1.0611943522387142,-0.9569359443758502,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_15,iamb_3,1.1109366215310257,-1.2473846228476402,-0.45726217115578494,0.020320836134328342,-2.0340749815558805,-0.18721768129190408,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_16,iamb_3,0.7706454670912981,-0.44668839524561105,-1.0905788735463575,-0.07291183980701225,-0.6796935456633086,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_17,iamb_3,0.6571658314304557,-0.16790844719648945,-0.8799988600718541,-0.8464907405725253,-0.6773688696925431,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_18,iamb_3,0.8887909053761341,-1.0074698335358014,-0.0908284406627107,-1.025973686464366,0.14796350239121026,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_19,iamb_3,0.20447776539769583,0.08950491755919679,0.1370036154374896,-1.3112421273899022,-1.211452282293719,0.692143084614136,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_20,iamb_3,0.7958017913266339,-0.8231974290118043,-0.7150835983809546,0.45400090125501225,-1.2119773494248116,-0.1789375267707004,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_21,iamb_3,0.5692634008098457,0.514567922173294,-1.6419983377538414,-1.3406725465247695,-0.6812396431928663,-0.18721768129190408,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_22,iamb_3,0.4655312088678151,-0.14212664984311657,-0.25853131968076376,-0.7389790178517478,-1.7606612015500414,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_23,iamb_3,1.2473570855974352,-0.7500346932776634,-1.2841728710428442,-1.0986169820478284,-0.972717046306209,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_24,iamb_3,0.24892517751495474,0.24977667621433564,-0.5157307788012947,-0.8219187218595243,-0.6656449995229758,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_25,iamb_3,0.26254029039955723,0.04386657265804476,-0.33482239554899523,-0.5346274312504317,-0.9414302173785045,-0.1806062597336506,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_26,iamb_3,0.8827664041959643,-0.4508012778490101,-0.9849657448877313,-0.9643491223690651,-0.6873947234053237,-0.19048579156927778,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_27,iamb_3,0.7460714287469266,-0.9902579939754506,-0.03161894967097543,-0.04280986068377404,-1.2135495288489895,-0.18018967675656872,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_28,iamb_3,1.169409881161373,-1.0212663831031832,-1.0622937051666699,-0.47115156217779003,-0.14319035802540056,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_29,iamb_3,0.29615342422831126,-0.5316197583116359,0.11454753637096056,0.4927846752338337,-0.9275670462071488,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_30,iamb_3,1.0762047505678436,-0.8708786153629976,-1.070715971705609,-0.1837958743166804,-0.9550170462673748,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_31,iamb_3,0.8666501091443174,-0.41114973977826463,-0.6136398763608077,-1.3585984978667842,-1.7668340338641229,-0.19251580569547155,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_32,iamb_3,0.8476203623474342,-1.3765665623288825,0.2220851028771696,-0.2368945981946495,0.15149412458644018,-0.17977269398776233,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_33,iamb_3,0.6386211798533978,-0.12538572752775146,-0.940051980400683,-0.5787115087810653,-1.2269879019090877,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_34,iamb_3,0.9625867080589023,0.07280524249171108,-2.1150371306034033,-0.8882597001257421,-0.6972977922869539,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_35,iamb_3,0.5432655086477757,-0.5849421394620566,-0.041109637312824104,-0.24267350428915246,-1.4871068653552524,-0.1810224434936963,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_36,iamb_3,0.18847676681080572,0.2774831542106062,-0.20267781212371122,-1.2101189313119542,-0.6632799244151756,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_37,iamb_3,0.9425703868282342,-0.8622936514694374,-0.4259936121529001,-1.3462117951314407,0.6659428219614135,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_38,iamb_3,0.36758462400246794,0.6450829255081766,-1.671706195054882,-0.6515995292945488,-0.4061566731032195,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_39,iamb_3,0.45521512262932007,0.10179327969502211,-0.9575564709528697,-0.25226818266785245,-1.7609212306359296,-0.18309739407556902,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_40,iamb_3,0.5874229436501174,-0.3121878317103652,-1.139137979685103,0.2447320329192505,-0.12559233180391963,-0.18143822861029385,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_41,iamb_3,0.5018327268004134,-0.591960692900998,-0.01041285341770127,0.2382731821719677,-2.0326516253892626,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_42,iamb_3,-0.2647536520086692,0.2599056183689333,0.31368960703462084,0.16114949503496115,-0.34831584100505436,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_43,iamb_3,0.6571658314304557,-0.4202161145875911,-0.23673665039814368,-1.3337187687674679,-0.6773688696925431,-0.1851624498048815,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_44,iamb_3,0.4361650627442865,-0.5619789725143203,0.1515447440987672,-0.028613547141534867,-1.4835660488707194,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_45,iamb_3,0.38623322092488777,-0.9800347341456074,1.4717899188160748,-1.1042470532704476,-0.9335427815143774,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_46,iamb_3,0.7541128070351182,0.14405150645595974,-2.025177092394162,-0.1934390823271453,-0.6889262076153835,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_47,iamb_3,1.0476728895853185,-0.9631191245974482,-0.6319095922992127,-0.7673508559169522,-0.9556572858323469,0.6698395879385143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_48,iamb_3,-0.14738764164867282,0.7593447068534193,-0.3050444898869307,-1.2783196635208127,0.1825240276569883,-0.16878890589398307,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_49,iamb_3,0.352036405215611,-0.22500509865457902,-0.01956162311967819,-0.7067183757274126,-0.9322193266227615,-0.17473750630651835,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_3_50,iamb_3,0.7817726111444042,-0.6850400004481689,-0.41195677281551474,-0.8383392200243308,-0.40161918415454534,-0.18309739407556902,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_1,iamb_4,0.8242130988910271,-0.8334362170002735,-0.8597715400691202,0.34524267974213085,-0.3832502375804726,-0.3690584531160063,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_2,iamb_4,0.8438440178242487,-0.5782951659519174,-0.8737102148525066,-0.3843574001173894,-0.8252203347228432,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_3,iamb_4,0.41516457809365337,-0.2862809290882584,-0.5057252380467252,-0.13913938800449163,-0.35841095180251353,0.3286497981090867,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_4,iamb_4,0.47811600792562,0.3357903245950698,-1.3954565668956398,-0.8014482396570969,-0.3810840686834626,-0.36829168500570963,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_5,iamb_4,0.9216422164402931,-0.7808749616401907,-0.7108961423057625,-0.7312812323301803,-0.5980194648389524,0.9896575144292543,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_6,iamb_4,0.7395718142374889,-0.23866785927966852,-0.5759712925822149,-1.5152443509455018,-1.6687136374717062,0.9767390396683769,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_7,iamb_4,0.14153398759184294,0.06742614204056602,0.1431280296734336,-1.2452222493606313,0.2746412897638576,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_8,iamb_4,0.6456658213018874,-0.8965003816580376,-0.24169605007123596,0.2254846322019143,-0.15361339473600538,-1.0491817669492143,2.4733876625182045,-0.17131381259663808,-0.05679618342470647
iamb_4_9,iamb_4,-0.13049615931248593,0.3006384497601396,0.41340799789645594,-0.8995142569767746,-0.3487430097824381,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_10,iamb_4,0.5739043526122231,-1.0462738344389486,0.4806164215655669,-0.4499278823390301,-0.14216305208851698,0.3286497981090867,2.4887047852918966,-0.17131381259663808,-0.05679618342470647
iamb_4_11,iamb_4,0.42066723794885397,0.07655091587946987,-0.9428671045510078,-1.1003119432033948,1.3383284090280312,-0.36649581817315324,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_12,iamb_4,0.42295791838622077,-0.9916451883954343,0.7894143397740099,-0.3603776506572051,-0.1355650993893867,0.33285370829995886,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_13,iamb_4,0.19515105337781588,0.13175081102491262,-0.6382260477799121,0.08734448248721129,-0.5772860089921548,-1.0491817669492143,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_14,iamb_4,0.12363314111634392,-0.09396227623284857,0.18422544971711874,-0.6762115051187957,-0.13804404447491703,0.33127423918538834,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
iamb_4_15,iamb_4,0.6151025657143411,-0.9035288769794635,0.23615958592791886,-0.37518277712863374,-0.7920570060162196,0.32760281363715793,-0.4040432585396463,-0.17131381259663808,-0.05679618342470647
