sample_id,class_label,1 1,1 2,2 1,2 2,1 3,3 1,2 3,3 2,1 4,4 1,3 3,2 4,4 2,1 5,5 1,3 4,4 3,2 5,5 2,1 6,4 4,6 1,5 3,3 5,2 6,6 2,5 4,1 7,4 5,3 6,7 1,6 3,5 5,7 2,4 6,6 4,2 7,7 3,1 8,2 8,3 7,5 6,7 4,8 1,8 2
iamb_2_1,iamb_2,3.064139439727702,1.3584470246358238,0.45484527991225,-2.5883612835542134,4.580844873561688,-1.3598615129049245,-3.3445546876703864,-3.3455607055037055,-0.9456281508167226,-2.65320974512099,-2.545834173006976,-2.7791272940752094,-2.2163952044916972,-2.046419731703113,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_2_2,iamb_2,4.602284082188348,2.264560414513716,-0.07602890080290496,-2.3654381579937573,0.6504530329362046,-3.488935018158347,-3.392259092914863,-3.8219114905630374,0.5996346433556707,-2.65320974512099,-2.545834173006976,-2.7791272940752094,-2.2163952044916972,-2.046419731703113,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_2_3,iamb_2,3.016035098849024,2.0977671477928634,1.7899391588960256,-1.1662849905223598,0.9213520217489483,-2.023589458420015,-3.717094331899868,-3.3609422656565586,-2.7000095064881338,-2.3475346578601224,-2.545834173006976,-2.7791272940752094,-2.2163952044916972,-2.046419731703113,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_2_4,iamb_2,2.833751170403308,3.1348408798102376,0.11295796366997952,-1.340848803932923,2.9757205736155172,-3.761196938760188,-3.8983230641455724,-3.6700472111561604,-1.048597501047238,-2.65320974512099,-2.545834173006976,-2.7791272940752094,-2.2163952044916972,-2.046419731703113,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_2_5,iamb_2,3.6196674865865806,2.0489819767337223,1.3445836727741747,-2.5596436612623656,1.8348586191143204,-2.2297116773970385,-3.9035709951253756,-3.2237312762703634,-1.4008455424405826,-2.65320974512099,-2.545834173006976,-2.7791272940752094,-2.2163952044916972,-2.046419731703113,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_2_6,iamb_2,2.2892731354811198,2.212277465878,1.5544435550808002,-1.2142093528277695,2.3270107020798543,-1.9557313657224935,-3.6995500262122545,-3.038472926433739,-1.6425040191501243,-2.65320974512099,-2.545834173006976,-2.7791272940752094,-2.2163952044916972,-2.046419731703113,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_2_7,iamb_2,3.1617621110913516,1.1230932676621492,0.3945037294064224,-2.79581032178546,4.124195274706805,-0.9389202579580734,-3.6995500262122545,-3.6575882343710444,1.1012166771154175,-1.7206251999995514,-2.545834173006976,-2.7791272940752094,-2.2163952044916972,-2.046419731703113,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_2_8,iamb_2,4.884198880860298,0.9694335410918031,-1.6580061445148733,-1.0316494185640623,2.747686949002612,-3.0077151847617842,-3.7116749528827624,-2.8979713916659966,-2.352161337602454,-2.65320974512099,-2.545834173006976,-2.7791272940752094,-2.2163952044916972,-2.046419731703113,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_2_9,iamb_2,2.1623392106917043,2.885176956029376,1.91776153825373,-2.495910428159263,3.4435600325754256,-2.8608167139319267,-3.8840055189750706,-3.509305895402849,-0.6531954942243674,-2.038010566352528,-2.545834173006976,-2.7791272940752094,-2.2163952044916972,-2.046419731703113,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_2_10,iamb_2,2.6739246219421013,2.6148372478687376,1.4065817520395727,-2.104998356768274,1.972084939113284,-1.553135328618175,-4.055236200441687,-3.0464562554045096,-2.684034836087768,-2.0360678321037855,-2.545834173006976,-2.7791272940752094,-2.2163952044916972,-2.046419731703113,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
