sample_id,class_label,1 1,1 2,2 1,2 2,1 3,3 1,2 3,3 2,1 4,4 1,3 3,2 4,4 2,1 5,5 1,3 4,4 3,2 5,5 2,1 6,4 4,6 1,5 3,3 5,2 6,6 2,5 4,1 7,4 5,3 6,7 1,6 3,5 5,7 2,4 6,6 4,2 7,7 3,1 8,2 8,3 7,5 6,7 4,8 1,8 2
iamb_3_1,iamb_3,1.255179130618695,0.8315425578082293,-1.627085134781928,0.10132089406282549,0.45766105671925417,-1.0125852554030559,0.06458060044496443,-1.3168103636607806,-0.7771178417012133,-0.29062368629815066,-0.908521633362797,-0.6108365475658173,0.03596553839080429,0.2739162458582919,-1.142320998186256,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-0.24252615740423714,0.5695101573225607,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_2,iamb_3,-0.17043534887746195,1.7100643588010747,-0.031146279214011086,-0.41426834887140224,0.7873701013750385,-1.0512730676484745,-0.9244489847129705,0.0795746319388715,-0.9456281508167226,-0.6353333399176763,-1.3063230060266597,-0.3473007232786236,-1.3638315597163195,2.637812973937119,0.40678247113808225,0.010220466708228284,-1.156281245674263,-1.1535755170542812,-0.2351136910321333,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_3,iamb_3,-0.12193146917244999,1.2058263452508324,-1.3396282508309778,0.5380933007106965,1.5981302385864715,-1.0136561491430645,-0.7912898291358851,0.2954200669070897,-1.3274345791707038,-0.9897282330475028,-0.25620330991534035,0.896212107059353,-0.49836657353198327,0.31341755190757165,-1.1336390335856865,-1.2184164490995082,-1.156281245674263,-0.4522071313202249,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_4,iamb_3,0.45396041727733344,1.4861817006787055,-1.551332035118854,-0.8126852646921592,0.8117408662106458,-0.2143733917472784,0.16516151867957313,-1.2582225322652825,-0.7017377614274303,-1.1689443846998646,-0.4564472058819278,0.6642159997134754,-0.2044169491209435,1.7436581739237689,0.9508770592311157,-0.5970994264853428,-1.156281245674263,-1.1535755170542812,-1.032200908245694,0.5985364875049335,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_5,iamb_3,-0.20437126981557913,1.938536312034328,-0.2246187264424886,-1.1715950532002588,1.357813178613187,-1.4426060486992407,-0.267433580601827,-0.5305676680037911,0.5109272402532405,-0.06393925832956286,-0.46303833196118666,-0.3273551425717747,-0.21076388368047289,0.7871716362261331,-1.1333117988876908,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,1.223806124655919,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_6,iamb_3,-0.5428700703904794,0.915873685749486,-1.2196906260939577,0.7182677974785171,2.8281157924401605,-1.500495118291638,-0.7636339293190563,0.8822958736892236,-1.51141514143966,-0.9781102669314341,-0.030610243058346434,-0.06505443937918494,-0.7747055702577785,1.2804264299027055,-0.08543773244545975,-1.2184164490995082,-1.156281245674263,-0.44730868545160607,-0.22347368722520514,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_7,iamb_3,0.22549864938810862,1.4933093812652247,-0.6724509956329741,-1.463201948696424,1.3390118784631488,-1.3650003353210336,-0.06775480354917182,-0.2616160115826966,0.29801317668944505,-1.1764217920571498,-0.6748591936292566,1.8704393521795726,-0.5005303375508242,-0.16092757462172969,0.9377627867417468,-1.2184164490995082,0.14866324087548077,-0.4530904668186305,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_8,iamb_3,-0.32403679787956235,1.5364523430708033,-0.9295621613213177,0.7495031641368506,0.42155577202217825,0.3779112167168099,-0.11736045449113124,-1.3028284852724277,-0.35611783601005,-0.27884755640993697,-0.4889921742172089,-0.842150915192745,-1.084601472943574,-0.6472788226165537,-1.1397790167197273,-1.2184164490995082,-0.5107199233561965,-1.1535755170542812,-1.032200908245694,0.5764372377248113,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_9,iamb_3,0.5416160653196403,0.7921069929989976,-1.7955939754093309,-0.6454064294375469,1.900451073956592,-0.16475517914444404,0.23818524994436532,-0.9090472407217032,0.08871471577340036,-0.9939130921973734,0.36091046301856283,0.39815353496430467,-0.7883064158637588,0.3074808543387399,-1.1349438562179455,-1.2184164490995082,-0.5046297222022527,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_10,iamb_3,0.6975342681395565,1.2393531675371494,-0.7328172692789663,-0.36153863485083465,1.477120289228268,-0.7740902037592855,-0.6653153988839595,-1.7765184854094918,-0.9881571565596017,-0.841451965867762,0.31060833087473394,-1.097890457182094,-0.5323448900899009,0.7293789816268346,-0.6354879135079244,-0.6116915444453788,-0.5159067572190736,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_11,iamb_3,-0.09209583544223507,2.2654441814359294,0.23680646474017436,-1.1105232962941063,0.8442136629831792,-1.0218867229922461,-0.5579873919035074,-0.4188221239285977,-1.384219049521786,-0.8392096913884881,-0.7072770769353062,-0.1339139610639232,-1.3733279369477287,0.2696086914445021,-0.12519119791327485,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-0.243992137758522,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_12,iamb_3,0.5599096268342896,1.5826852210386921,-0.9186002203813161,-1.5961531103672435,0.996101236776508,-0.6428786199742922,0.29767421939894084,-0.3001228315701411,-0.756867242035733,-1.0083957313126668,-0.28189742184529665,0.12814866113646942,-0.800771031225848,-0.17973547643800283,-0.6266129424171454,-0.60639594053942,-1.156281245674263,-1.1535755170542812,-1.032200908245694,0.577307981232357,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_13,iamb_3,-0.3403311795896175,1.1630095203920967,-1.2672409604583,0.5636944326278287,0.9364755019183006,0.24688225178699236,-0.023094691869440995,-0.5959587355679213,-0.8909460693704581,-0.6032628312526523,-0.8668862223101794,-0.30865122278916723,-1.0615770613672613,1.2846563678068454,0.4395079717904454,-0.594334506486424,-0.4975870801812582,0.26075412029373307,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_14,iamb_3,-0.45870054568455004,2.7696834967296415,0.5784370446205039,-0.9709883634838555,0.15063993390963415,-1.5137298025514296,0.1762064040026515,-0.6769902518728751,-0.7703927978371488,-1.1966015032170283,-0.2903344532160855,-0.12405602317692471,-1.370186071354397,-0.186692063724705,-1.1413707155184503,-1.2184164490995082,-0.5127247721832713,-0.46266231222557724,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_15,iamb_3,0.9414227946617891,1.41132674480622,-1.8525357556109678,-1.0936466880867775,1.252203545061288,-0.8926768421421418,-1.3466640390078561,-0.8420048536112213,1.0646080442298513,1.0064957315727965,1.1634146000914243,-0.5959481591690611,-0.7990037101605975,-2.046419731703113,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-0.45921205901794326,-1.032200908245694,0.5790527294590878,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_16,iamb_3,0.17444967364352626,2.2213273051719984,-1.2847991532136562,-0.42538586956012103,-0.5280070783678539,-1.399935151281977,-0.10287998138527965,-0.8379049537840804,1.0714215851794087,0.09500033628375025,-0.2762375799673923,0.37829552978280784,-0.5133993240528808,-0.6429065072756582,-0.1099200495933215,-1.2184164490995082,-0.5087025442239527,-0.4583441046953979,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_17,iamb_3,0.2932083535691856,1.7944405870088664,-1.3894212585953543,-0.24389200268745911,-0.10469835960617646,0.5815211480165264,0.21631607042767426,-1.1973123902901912,-0.3359294483862272,-1.1847443290499955,-1.0988323034764167,-0.34577797652170655,-0.22583437575920473,0.7658797787338657,-1.6523060299086072,-1.2184164490995082,-1.156281245674263,-1.1535755170542812,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_18,iamb_3,0.7228095526719561,0.7786027838274686,-1.6261450683625631,-0.186775475295153,0.7702521592357741,-0.4989336709544213,-0.06480372790656647,-0.07524349967584028,-0.9217802855296471,-0.8060616122717633,-0.6736802553939837,-0.5753131957011389,-1.0717644930016295,1.2552706933310167,0.9393948401863909,-0.5998399552555376,0.14948551213354622,-0.4526490773729873,-1.032200908245694,-0.8202353483789204,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_19,iamb_3,-0.29027783631319726,1.2100188957148708,-0.5934627280591787,-0.207650414924682,1.795279111258831,-0.044765952295894404,0.16205192135696533,-0.6138004356552387,-1.31776098607695,-1.3552990172385069,-0.040155684917733976,-0.32115205047435935,-0.2056895476379395,-1.0994995718532594,-0.6116914111000653,-1.2184164490995082,-1.156281245674263,-0.449989014983305,-1.032200908245694,2.0155135456077833,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
iamb_3_20,iamb_3,0.281906144521846,1.1251587244223569,-0.5356477641779729,-0.823425592928764,0.8822546708029232,-1.0875763157032956,0.2634155766109034,-0.6160179604843592,0.3157789335495151,-0.05902913730530595,-0.8764377593242572,0.6598628476353606,-0.4940226326193165,-0.15377652977818443,-0.612349195309173,-0.5978849094469282,-0.5013343921214838,-1.1535755170542812,-1.032200908245694,0.5967428442231588,-0.7132934178759577,-0.6965024289479123,-0.65321284363191,-0.649474371460732,-0.5116607891347875,-0.4905346647260232,-0.30535635743385436,-0.3012433722559774,-0.24703698164836954,-0.24208584200340705,-0.2101116530100574,-0.1878977309800029,-0.1533323841638035,-0.13901826992001864,-0.1273909346540275,-0.1274403320068153,-0.11360117192488577,-0.09837089025591182,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.056796183424706485,-0.05679618342470648,-0.05679618342470648
