sample_id,class_label,1 1,1 2,2 1,2 2,1 3,3 1,2 3,3 2,1 4,4 1,3 3,2 4,4 2,1 5,5 1,3 4,4 3,2 5,5 2,4 4,1 6,5 3,6 1,3 5,2 6,6 2,4 5,5 4,3 6,7 1,4 6,6 3,1 7,1 9,2 7,5 5,5 6,6 4,7 2,8 1
iamb_1,iamb,0.9163619806534075,0.3622636857610533,-2.059196494116237,-0.278032656638462,-0.05219001129446171,0.1320899073204627,0.4265998240767584,-0.8279137495804632,0.9779471057327426,1.1580989923030574,-0.2734563613090871,0.2545156409533297,0.46989590644709883,0.07876097419076238,-0.4758584277375249,-0.14744543146767974,1.1893525525830262,-0.3014944655032173,-0.6084473811703305,-0.11066291538989664,1.2783589040907573,1.292931610527037,1.3309226630234425,0.4293544913964709,-0.6680202312241246,-0.5613831621560922,-0.27293087665871624,-0.2718513259664602,4.0506933883872165,-0.20144523172210851,-0.17338264135221457,-0.1749639814656281,-0.1408384149299889,-0.1,-0.09999999999999999,-0.09999999999999998,-0.1,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999
iamb_2,iamb,0.4604893878489066,0.12653690549189242,-0.5379132642169139,-0.47677224414940694,-0.028024364965820944,0.9495983072902635,0.4520333084094035,-1.2923977550494052,0.993144929682481,0.20728196709862298,-0.9323047224588236,-0.6241885674446979,2.644827532505007,0.5073214026930719,-0.42682293503211294,-0.10333735987721819,0.11161541965228305,0.37840282134340003,0.8663498501128025,-1.0365071777874915,-0.8890823587501953,1.3562215263030515,-0.8259913192935435,-0.8115475596962795,-0.6680202312241246,-0.5613831621560922,-0.27293087665871624,-0.2718513259664602,-0.2270236260859323,-0.20144523172210851,-0.17338264135221457,-0.1749639814656281,-0.1408384149299889,-0.1,-0.09999999999999999,-0.09999999999999998,-0.1,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999
iamb_3,iamb,-0.6022489518901586,0.7324036026184627,-0.5279519714223556,-1.2866522410509433,1.3352342157949344,0.3924322695045316,0.156775709510249,0.6159865279021841,-0.2544390429546599,1.023333949300933,-1.3562085980641352,1.0674655861998708,0.5056877933940798,0.45009423969805135,-0.04321131245434366,0.36700078037964884,-1.0612328929366381,0.33972853870861985,0.822621335998397,1.7659096488809964,-0.8890823587501953,-0.8449645150245004,-0.8259913192935435,0.4404717879292986,0.8021698727236515,-0.5613831621560922,-0.27293087665871624,-0.2718513259664602,-0.2270236260859323,-0.20144523172210851,-0.17338264135221457,-0.1749639814656281,-0.1408384149299889,-0.1,-0.09999999999999999,-0.09999999999999998,-0.1,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999
iamb_4,iamb,1.2562017052998666,0.4458290085307141,-1.4904683746672043,-1.4473662204572222,0.9484282864905763,0.43740654979605004,-0.5587389264957141,-0.5225605242586563,0.3774475433019996,-0.34195348350131155,0.7323875450499235,-0.20731924571394003,-0.17588420276269814,0.025596754721549445,1.5129399822906928,-0.18010344211998328,1.1275510692602806,1.5033897860004832,0.06664716327859106,-1.0365071777874915,1.230850886336179,0.20055333793856545,0.22882703640944904,0.4021552322120559,0.7571764617674334,1.1556124981949258,3.5343584746105865,-0.2718513259664602,-0.2270236260859323,-0.20144523172210851,-0.17338264135221457,-0.1749639814656281,-0.1408384149299889,-0.1,-0.09999999999999999,-0.09999999999999998,-0.1,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999
iamb_5,iamb,-0.25290864348272896,-0.0494577980466645,-0.653913413228729,-0.18146698750597642,0.6888353128967937,0.44719761190627416,-0.8012978257169927,-0.015775709909134107,1.4922814502284933,-0.06562588547284169,0.11435862069730542,-0.8877793382612961,1.3527926793745981,0.44058122816240475,0.36606944793054214,0.8595764411856528,1.2049367829992692,1.5890821418506182,-0.6045449154211251,-1.0365071777874915,-0.8890823587501953,1.3047482132618033,-0.8259913192935435,0.4362132187196877,-0.6680202312241246,-0.5613831621560922,-0.27293087665871624,3.4450788238886982,-0.2270236260859323,4.210936251118584,-0.17338264135221457,-0.1749639814656281,-0.1408384149299889,-0.1,-0.09999999999999999,-0.09999999999999998,-0.1,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999
iamb_6,iamb,0.7832880066579618,0.5936020589702921,-0.5008071109852046,-0.30749770886108757,0.6083445017836788,-0.8716458323456662,-0.8045541839524936,-0.9743899823484687,0.5281889667870138,0.46879501691569836,-0.25658842505041574,-0.501226192311715,0.20345371214429958,-0.2571353004339651,0.3650076893351964,0.35933417675948814,-0.49662386652768936,-1.5503741679315897,-1.3144934921035019,0.8246247223997689,2.3786600466591885,-0.8449645150245004,1.3419226493336014,0.43568293364598776,-0.6680202312241246,-0.5613831621560922,-0.27293087665871624,-0.2718513259664602,-0.2270236260859323,-0.20144523172210851,-0.17338264135221457,-0.1749639814656281,-0.1408384149299889,-0.1,-0.09999999999999999,-0.09999999999999998,-0.1,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999
iamb_7,iamb,-0.46831694380059485,1.0270938654215593,0.6221085143211128,-0.24886510599486225,0.9358660268098732,0.17130714802074265,-0.307519364941252,-0.6829164522716211,-0.48002301595936386,-0.2819734156154043,-1.0214481067888117,-0.7244390987822472,-1.2537959871927025,0.4112657845365697,0.3397934911062952,-0.6491082073021458,-1.6301943658018447,-0.9290867265678747,0.09046995119220735,-0.11533692933553019,-0.8890823587501953,-0.8449645150245004,-0.8259913192935435,-0.8115475596962795,-0.6680202312241246,-0.5613831621560922,-0.27293087665871624,-0.2718513259664602,-0.2270236260859323,-0.20144523172210851,-0.17338264135221457,-0.1749639814656281,-0.1408384149299889,-0.1,-0.09999999999999999,-0.09999999999999998,-0.1,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999
iamb_8,iamb,0.22135215353754065,1.2059797990258196,-1.4642755054951668,-0.4489216246480154,0.6166831560705228,0.5266844726192553,0.19761539135173148,-1.3240179607501457,0.8995758570389879,0.21637225695065287,-0.1348760712266696,-1.5087628614539448,-0.42680034727939087,-0.9786679803234811,-0.0885493488283652,1.3039447850367816,-0.5169675774912905,0.9150686503013827,-0.6175823684152922,-0.12264170175647647,1.250316049688391,0.2101532514465736,0.2385123468541343,-0.8115475596962795,2.2085453811745293,1.1713779007524063,-0.27293087665871624,-0.2718513259664602,-0.2270236260859323,-0.20144523172210851,-0.17338264135221457,-0.1749639814656281,-0.1408384149299889,-0.1,-0.09999999999999999,-0.09999999999999998,-0.1,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999
iamb_9,iamb,0.33061930109220883,0.6351064620323195,-0.7334267092325283,-0.48819994500708985,0.9875761109095463,0.9082908671721592,0.07301291159843064,-1.264414603655123,0.3357530605620672,0.976278024434395,-1.1942306319351639,0.05854938661366444,-1.2442000242021203,0.4229176516101588,-0.47725799689610643,-0.1487043623611325,-1.0667614581567058,-0.30254970817531557,0.8018551167139256,-1.0365071777874915,-0.8890823587501953,-0.8449645150245004,-0.8259913192935435,-0.8115475596962795,-0.6680202312241246,-0.5613831621560922,-0.27293087665871624,-0.2718513259664602,-0.2270236260859323,-0.20144523172210851,-0.17338264135221457,-0.1749639814656281,-0.1408384149299889,-0.1,-0.09999999999999999,-0.09999999999999998,-0.1,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999
iamb_10,iamb,-0.1872874804497519,0.39835067507726757,-1.2098448321111603,-0.49922007155373954,2.0012490471681192,1.2880761526264237,0.3297342342446319,-0.12335197715122453,-0.9261161081395014,0.09979178195101945,0.10183205747675961,-0.3171474915625802,0.1923942634263104,-0.26333325423033666,-1.7172736768591341,0.8511121476769927,-0.49998615190689233,-0.2988485339302758,-0.606951520765811,-1.0365071777874915,0.19693429095718876,-0.8449645150245004,0.2547505383716412,-0.8115475596962795,-0.6680202312241246,-0.5613831621560922,-0.27293087665871624,-0.2718513259664602,-0.2270236260859323,-0.20144523172210851,-0.17338264135221457,-0.1749639814656281,-0.1408384149299889,-0.1,-0.09999999999999999,-0.09999999999999998,-0.1,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999
