sample_id,class_label,1,2,3,4,5,6,7,8,9
iamb_1,iamb,0.6310969672364453,-0.6235419228697786,-0.7232817243165737,0.5515471191848851,-0.3497177745100418,1.4194770488811406,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_2,iamb,0.9442073786567639,-0.8663079306808943,-0.863290706844067,0.5120793844121478,-0.27180638637895493,-1.4065908475978344,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_3,iamb,0.5547967597142276,-0.7458833448101674,-0.3118205529120937,0.7022115852560483,0.2609167293447754,0.016876895618105018,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_4,iamb,1.3036933960532835,-1.581825704242831,-0.06503661581462063,-0.5517127840085839,0.736246783415057,0.6744624055067567,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_5,iamb,0.6900661092915259,-0.9639306174692426,0.00953662540952891,0.28168574820360326,0.5428769790740641,-1.4065908475978344,2.386620077326905,-0.1749785343599261,-0.14214048740340354
iamb_6,iamb,0.9673006977579462,-0.7651444626174084,-0.9233705429587707,0.07893922620887102,-1.2139180091238688,0.7218751154442957,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_7,iamb,0.9565713233631645,-0.5058113843591225,-0.6782131068974014,-1.365266212827867,-0.6532037955575453,-1.4065908475978344,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_8,iamb,0.9607341699497008,-1.003291966015479,-0.2606103643801535,-0.21230542480344267,-1.2486695887666988,1.3892256314809857,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_9,iamb,1.0220741994023785,-0.8884754036316859,-0.6302519000779768,-0.25112062516604533,-0.3519533369200486,-1.4065908475978344,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_10,iamb,0.7170992724250875,-0.9068505490023123,0.689042028246198,-0.8363877870219281,-1.2196464529563575,-0.6988387039429163,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_11,iamb,0.49538495890235223,-0.17929714775562983,-0.736007989314387,-0.04379048970597566,-1.1446580901881982,-0.6761068595599182,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_12,iamb,1.446676598125165,-1.4566149473088668,-1.2511280707077062,0.17018914925999357,1.4121570093815696,0.7188951140959694,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_13,iamb,1.4576284286717767,-1.194506297953539,-1.4206030252336492,-0.21331052916570434,0.2542208479502515,0.014378707230572562,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_14,iamb,0.684385132992501,-0.5758349261282959,-0.5946926711515711,-0.5144259325906453,0.5471914123506478,0.7248634846447761,-0.3048612566086018,-0.1749785343599261,6.9448711425480605
iamb_15,iamb,0.6690217128065633,-0.4463908884135383,-1.1398059432546892,-0.15569099768112993,1.4737549443398534,0.7452565629475932,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_16,iamb,0.601731496182415,0.03648086426006366,-1.0031521399430814,-1.3346029239411723,-0.6349381542540992,-1.4065908475978344,5.064921719525757,-0.1749785343599261,-0.14214048740340354
iamb_17,iamb,0.5816887086807577,-0.89118136798684,0.16972907565351322,0.3611347249039671,-0.05349552605296063,0.008418681135521536,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_18,iamb,0.9119869854597414,-0.9165307364356173,-0.2351569336203301,-0.6957244871008126,0.26763619609116435,0.019383883542049944,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_19,iamb,1.6263240224387796,-1.2150553719173875,-1.1742433706813882,-1.4155278473463049,-0.3960186021740544,-0.013972250519701782,2.3356976578682014,-0.1749785343599261,-0.14214048740340354
iamb_20,iamb,0.9554202752749854,-0.35035661176641286,-1.3642731127760546,-1.293356906469358,0.7733245856330835,-0.7069119223116035,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_21,iamb,0.4165883782873439,-0.352481980798864,0.09230077594795189,-0.7287000472827393,-1.508628994213898,2.1371261181813423,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
iamb_22,iamb,0.8453409203964662,-0.7084073629479888,-1.0780841684145104,0.8077129652062226,-0.9111669882729999,0.01787863224246524,-0.3048612566086018,-0.1749785343599261,-0.14214048740340354
